ngram	w1	w2	w3
datang_kepadamu_dua	datang	kepadamu	dua
Presiden_mau_datang	Presiden	mau	datang
mau_datang_ke	mau	datang	ke
datang_ke_sekolah	datang	ke	sekolah
yang_akan_datang	yang	akan	datang
warteg_itu_datang	warteg	itu	datang
itu_datang_ke	itu	datang	ke
datang_ke_kantor	datang	ke	kantor
saudara_mau_datang	saudara	mau	datang
mau_datang_ikut	mau	datang	ikut
datang_ikut_melakukan	datang	ikut	melakukan
juga_bersusah-susah_datang	juga	bersusah-susah	datang
bersusah-susah_datang_ke	bersusah-susah	datang	ke
datang_ke_pesta	datang	ke	pesta
Seokar-noputra_yang_datang	Seokar-noputra	yang	datang
yang_datang_pasti	yang	datang	pasti
datang_pasti_PDIP	datang	pasti	PDIP
fan_yang_datang	fan	yang	datang
yang_datang_ke	yang	datang	ke
datang_ke_Parkhead	datang	ke	Parkhead
Polres_yang_datang	Polres	yang	datang
yang_datang_mengecek	yang	datang	mengecek
datang_mengecek_soal	datang	mengecek	soal
tamu-tamu_besar_datang	tamu-tamu	besar	datang
besar_datang_ke	besar	datang	ke
datang_ke_Bunaken	datang	ke	Bunaken
petugas_terlam-bat_datang	petugas	terlam-bat	datang
terlam-bat_datang_maka	terlam-bat	datang	maka
datang_maka_akan	datang	maka	akan
kenikmatan_dunia_datang	kenikmatan	dunia	datang
dunia_datang_menggoda	dunia	datang	menggoda
datang_menggoda_dan	datang	menggoda	dan
serupa_juga_datang	serupa	juga	datang
juga_datang_dari	juga	datang	dari
datang_dari_Pemda	datang	dari	Pemda
orang_yang_datang	orang	yang	datang
yang_akan_datang	yang	akan	datang
warga_sudah_datang	warga	sudah	datang
sudah_datang_ke	sudah	datang	ke
datang_ke_Jakarta	datang	ke	Jakarta
Kadispora_Sulut_datang	Kadispora	Sulut	datang
Sulut_datang_menonton	Sulut	datang	menonton
datang_menonton_langsung	datang	menonton	langsung
kalau_berencana_datang	kalau	berencana	datang
berencana_datang_ke	berencana	datang	ke
datang_ke_Jakarta	datang	ke	Jakarta
kalau_setiap_datang	kalau	setiap	datang
setiap_datang_ke	setiap	datang	ke
datang_ke_Stadion	datang	ke	Stadion
bah_tersebut_datang	bah	tersebut	datang
tersebut_datang_secara	tersebut	datang	secara
datang_secara_tiba-tiba	datang	secara	tiba-tiba
berbagai_gejolak_datang	berbagai	gejolak	datang
gejolak_datang_siling	gejolak	datang	siling
datang_siling_berganti	datang	siling	berganti
lawan_yang_datang	lawan	yang	datang
yang_datang_ke	yang	datang	ke
datang_ke_Maesa	datang	ke	Maesa
juga_akan_datang	juga	akan	datang
semakin_besar_datang	semakin	besar	datang
besar_datang_ke	besar	datang	ke
datang_ke_Bali	datang	ke	Bali
pengadu_sudah_datang	pengadu	sudah	datang
sudah_datang_jauh-jauh	sudah	datang	jauh-jauh
datang_jauh-jauh_dari	datang	jauh-jauh	dari
itu_sempat_datang	itu	sempat	datang
sempat_datang_sekali	sempat	datang	sekali
datang_sekali_ke	datang	sekali	ke
Apalagi_mereka_datang	Apalagi	mereka	datang
mereka_datang_hanya	mereka	datang	hanya
datang_hanya_dengan	datang	hanya	dengan
Apalagi_mereka_datang	Apalagi	mereka	datang
mereka_datang_ke	mereka	datang	ke
datang_ke_Indonesia	datang	ke	Indonesia
Apalagi_mereka_datang	Apalagi	mereka	datang
mereka_datang_membawa	mereka	datang	membawa
datang_membawa_penumpang	datang	membawa	penumpang
pedagang_tersebut_datang	pedagang	tersebut	datang
tersebut_datang_dari	tersebut	datang	dari
datang_dari_luar	datang	dari	luar
Raharja_sampai_datang	Raharja	sampai	datang
sampai_datang_ke	sampai	datang	ke
datang_ke_rumahnya	datang	ke	rumahnya
Rawls_yang_datang	Rawls	yang	datang
yang_datang_bersama	yang	datang	bersama
datang_bersama_ratusan	datang	bersama	ratusan
menyangka_eyangnya_datang	menyangka	eyangnya	datang
eyangnya_datang_khusus	eyangnya	datang	khusus
datang_khusus_untuk	datang	khusus	untuk
pusat_akan_datang	pusat	akan	datang
akan_datang_April	akan	datang	April
datang_April_ini	datang	April	ini
PSS_seringkali_datang	PSS	seringkali	datang
seringkali_datang_dari	seringkali	datang	dari
datang_dari_sayap	datang	dari	sayap
ujian_biasanya_datang	ujian	biasanya	datang
biasanya_datang_untuk	biasanya	datang	untuk
datang_untuk_memberikan	datang	untuk	memberikan
Apalagi_walikota_datang	Apalagi	walikota	datang
walikota_datang_lengkap	walikota	datang	lengkap
datang_lengkap_dengan	datang	lengkap	dengan
Apalagi_yang_datang	Apalagi	yang	datang
yang_datang_pendiri	yang	datang	pendiri
datang_pendiri_PKP	datang	pendiri	PKP
telepon_atau_datang	telepon	atau	datang
atau_datang_langsung	atau	datang	langsung
preman_itu_datang	preman	itu	datang
itu_datang_ke	itu	datang	ke
datang_ke_lokasi	datang	ke	lokasi
penyangga_segera_datang	penyangga	segera	datang
segera_datang_ke	segera	datang	ke
datang_ke_lokasi	datang	ke	lokasi
saya_harus_datang	saya	harus	datang
harus_datang_ke	harus	datang	ke
datang_ke_kantor	datang	ke	kantor
susahnya_dinkes_datang	susahnya	dinkes	datang
dinkes_datang_ke	dinkes	datang	ke
datang_ke_wilayah	datang	ke	wilayah
yang_sudah_datang	yang	sudah	datang
sudah_datang_ke	sudah	datang	ke
datang_ke_lokasi	datang	ke	lokasi
percaya_silahkan_datang	percaya	silahkan	datang
silahkan_datang_mela-kukan	silahkan	datang	mela-kukan
datang_mela-kukan_pengecekan	datang	mela-kukan	pengecekan
sebelum_Guardiola_datang	sebelum	Guardiola	datang
Guardiola_datang_ke	Guardiola	datang	ke
datang_ke_Etihad	datang	ke	Etihad
begitu_semangat_datang	begitu	semangat	datang
semangat_datang_ke	semangat	datang	ke
datang_ke_Republika	datang	ke	Republika
In-donesia_yang_datang	In-donesia	yang	datang
yang_datang_ke	yang	datang	ke
datang_ke_Ye-rusalem	datang	ke	Ye-rusalem
setelah_petugas_datang	setelah	petugas	datang
petugas_datang_ke	petugas	datang	ke
datang_ke_lokasi	datang	ke	lokasi
dipadamkan_setelah_datang	dipadamkan	setelah	datang
setelah_datang_satu	setelah	datang	satu
datang_satu_mobil	datang	satu	mobil
pemadam_kebakaran_datang	pemadam	kebakaran	datang
tim_damkar_datang	tim	damkar	datang
damkar_datang_kata	damkar	datang	kata
datang_kata_Anton	datang	kata	Anton
Kabar_mengejutkan_datang	Kabar	mengejutkan	datang
mengejutkan_datang_dari	mengejutkan	datang	dari
datang_dari_Vine	datang	dari	Vine
antara_lain_datang	antara	lain	datang
lain_datang_dari	lain	datang	dari
datang_dari_Pembantu	datang	dari	Pembantu
itu_anta-ranya_datang	itu	anta-ranya	datang
anta-ranya_datang_dari	anta-ranya	datang	dari
datang_dari_Komisi	datang	dari	Komisi
positif_itu_datang	positif	itu	datang
itu_datang_dari	itu	datang	dari
datang_dari_atasan	datang	dari	atasan
KSLL_mulanya_datang	KSLL	mulanya	datang
mulanya_datang_dari	mulanya	datang	dari
datang_dari_orang	datang	dari	orang
berubah_bila_datang	berubah	bila	datang
bila_datang_dari	bila	datang	dari
datang_dari_arah	datang	dari	arah
Jessica_yang_datang	Jessica	yang	datang
yang_datang_ke	yang	datang	ke
datang_ke_pengadilan	datang	ke	pengadilan
hujan_deras_datang	hujan	deras	datang
menya-takan_akan_datang	menya-takan	akan	datang
akan_datang_ke	akan	datang	ke
datang_ke_MIS	datang	ke	MIS
menyatakan_akan_datang	menyatakan	akan	datang
akan_datang_ke	akan	datang	ke
datang_ke_MIS	datang	ke	MIS
Arema_so_datang	Arema	so	datang
so_datang_tadi	so	datang	tadi
datang_tadi_malam	datang	tadi	malam
keluarga_Mirna_datang	keluarga	Mirna	datang
Mirna_datang_langsung	Mirna	datang	langsung
datang_langsung_di	datang	langsung	di
Ariesman_yang_datang	Ariesman	yang	datang
yang_datang_dengan	yang	datang	dengan
datang_dengan_kaus	datang	dengan	kaus
hitam_tersebut_datang	hitam	tersebut	datang
tersebut_datang_ke	tersebut	datang	ke
datang_ke_gedung	datang	ke	gedung
Ari_Safari_datang	Ari	Safari	datang
Safari_datang_ke	Safari	datang	ke
Ari_Safari_datang	Ari	Safari	datang
Safari_datang_ke	Safari	datang	ke
datang_ke_Polda	datang	ke	Polda
yang_akan_datang	yang	akan	datang
akan_datang_ke	akan	datang	ke
datang_ke_DIJ	datang	ke	DIJ
mengaku_telah_datang	mengaku	telah	datang
telah_datang_ke	telah	datang	ke
datang_ke_Samarinda	datang	ke	Samarinda
Arkarna_berjanji_datang	Arkarna	berjanji	datang
berjanji_datang_langsung	berjanji	datang	langsung
datang_langsung_ke	datang	langsung	ke
sejak_pertama_datang	sejak	pertama	datang
pertama_datang_dan	pertama	datang	dan
datang_dan_bertugas	datang	dan	bertugas
pengungsi_Somalia_datang	pengungsi	Somalia	datang
Somalia_datang_ke	Somalia	datang	ke
datang_ke_Amerika	datang	ke	Amerika
sehingga_nanti_datang	sehingga	nanti	datang
nanti_datang_pada	nanti	datang	pada
datang_pada_keputusan	datang	pada	keputusan
dengan_yang_datang	dengan	yang	datang
yang_datang_ke	yang	datang	ke
datang_ke_masjid	datang	ke	masjid
Artinya_kemiskinan_datang	Artinya	kemiskinan	datang
kemiskinan_datang_dan	kemiskinan	datang	dan
datang_dan_asal-nya	datang	dan	asal-nya
ujian_yang_datang	ujian	yang	datang
yang_datang_ucapnya	yang	datang	ucapnya
datang_ucapnya_sembari	datang	ucapnya	sembari
warga_yang_datang	warga	yang	datang
yang_datang_ke	yang	datang	ke
datang_ke_Surabaya	datang	ke	Surabaya
di_masa_datang	di	masa	datang
Artisnya_datang_saat	Artisnya	datang	saat
datang_saat_hari	datang	saat	hari
lalin_yang_datang	lalin	yang	datang
yang_datang_dari	yang	datang	dari
datang_dari_arah	datang	dari	arah
lintas_yang_datang	lintas	yang	datang
yang_datang_dari	yang	datang	dari
datang_dari_Abdul	datang	dari	Abdul
lintas_yang_datang	lintas	yang	datang
yang_datang_dari	yang	datang	dari
datang_dari_arah	datang	dari	arah
Arus_yang_datang	Arus	yang	datang
yang_datang_dari	yang	datang	dari
datang_dari_Jalan	datang	dari	Jalan
di_masa_datang	di	masa	datang
masa_datang_pung-kasnya	masa	datang	pung-kasnya
mere-ka_bisa_datang	mere-ka	bisa	datang
bisa_datang_ke	bisa	datang	ke
datang_ke_daerah	datang	ke	daerah
tidak_terlambat_datang	tidak	terlambat	datang
terlambat_datang_ke	terlambat	datang	ke
datang_ke_kantor	datang	ke	kantor
Pidana_Khusus_datang	Pidana	Khusus	datang
Khusus_datang_ke	Khusus	datang	ke
datang_ke_kantor	datang	ke	kantor
antara_lain_datang	antara	lain	datang
lain_datang_dari	lain	datang	dari
datang_dari_organi-sasi	datang	dari	organi-sasi
Aspirasi_ini_datang	Aspirasi	ini	datang
ini_datang_dari	ini	datang	dari
datang_dari_warga	datang	dari	warga
janjinya_untuk_datang	janjinya	untuk	datang
untuk_datang_ke	untuk	datang	ke
datang_ke_Jakarta	datang	ke	Jakarta
Assalamualaikum_selamat_datang	Assalamualaikum	selamat	datang
selamat_datang_dari	selamat	datang	dari
datang_dari_mana	datang	dari	mana
Harahap_yang_datang	Harahap	yang	datang
yang_datang_mewakili	yang	datang	mewakili
datang_mewakili_Bupati	datang	mewakili	Bupati
Inggris_yang_datang	Inggris	yang	datang
yang_datang_ke	yang	datang	ke
datang_ke_Provinsi	datang	ke	Provinsi
yang_akan_datang	yang	akan	datang
yang_akan_datang	yang	akan	datang
akan_segera_datang	akan	segera	datang
tuanya_yang_datang	tuanya	yang	datang
yang_datang_menjenguk	yang	datang	menjenguk
datang_menjenguk_katanya	datang	menjenguk	katanya
Iran_yang_datang	Iran	yang	datang
yang_datang_ke	yang	datang	ke
datang_ke_International	datang	ke	International
agar_orang_datang	agar	orang	datang
orang_datang_dan	orang	datang	dan
datang_dan_berwisata	datang	dan	berwisata
Atthiyyah_Laila_datang	Atthiyyah	Laila	datang
Laila_datang_untuk	Laila	datang	untuk
datang_untuk_kedua	datang	untuk	kedua
sebelum_Obama_datang	sebelum	Obama	datang
papa_mama_datang	papa	mama	datang
sebelum_Jepang_datang	sebelum	Jepang	datang
Awal_datang_ke	Awal	datang	ke
datang_ke_Korea	datang	ke	Korea
DPC_ini_datang	DPC	ini	datang
ini_datang_ke	ini	datang	ke
datang_ke_Buskesbang	datang	ke	Buskesbang
setiap_minggunya_datang	setiap	minggunya	datang
minggunya_datang_melihat	minggunya	datang	melihat
datang_melihat_keindahan	datang	melihat	keindahan
mahasiswi_ini_datang	mahasiswi	ini	datang
ini_datang_ke	ini	datang	ke
datang_ke_Coco	datang	ke	Coco
Center_lalu_datang	Center	lalu	datang
lalu_datang_Oktavia-nus	lalu	datang	Oktavia-nus
datang_Oktavia-nus_meminjam	datang	Oktavia-nus	meminjam
motor_tiba-tiba_datang	motor	tiba-tiba	datang
tiba-tiba_datang_terdakwa	tiba-tiba	datang	terdakwa
datang_terdakwa_yang	datang	terdakwa	yang
Awalnya_korban_datang	Awalnya	korban	datang
korban_datang_ke	korban	datang	ke
datang_ke_pe-lataran	datang	ke	pe-lataran
teman-temannya_tiba-tiba_datang	teman-temannya	tiba-tiba	datang
tiba-tiba_datang_terdakwa	tiba-tiba	datang	terdakwa
datang_terdakwa_yang	datang	terdakwa	yang
Awalnya_mereka_datang	Awalnya	mereka	datang
mereka_datang_karena	mereka	datang	karena
datang_karena_Yahudi	datang	karena	Yahudi
jam_Gideon_datang	jam	Gideon	datang
Gideon_datang_ke	Gideon	datang	ke
datang_ke_rumah	datang	ke	rumah
JSL_yang_datang	JSL	yang	datang
yang_datang_ke	yang	datang	ke
datang_ke_Kantor	datang	ke	Kantor
WITA_Popi_datang	WITA	Popi	datang
Popi_datang_membujuk	Popi	datang	membujuk
datang_membujuk_korban	datang	membujuk	korban
tamu_tiba-tiba_datang	tamu	tiba-tiba	datang
tiba-tiba_datang_tamu	tiba-tiba	datang	tamu
datang_tamu_yang	datang	tamu	yang
Awalnya_terdakwa_datang	Awalnya	terdakwa	datang
terdakwa_datang_mengambil	terdakwa	datang	mengambil
datang_mengambil_korban	datang	mengambil	korban
Manado_lalu_datang	Manado	lalu	datang
lalu_datang_Rinita	lalu	datang	Rinita
datang_Rinita_dan	datang	Rinita	dan
pengunjung_yang_datang	pengunjung	yang	datang
yang_datang_mencapai	yang	datang	mencapai
datang_mencapai_ribuan	datang	mencapai	ribuan
Axl_belum_datang	Axl	belum	datang
belum_datang_ke	belum	datang	ke
datang_ke_studio	datang	ke	studio
petugas_pun_datang	petugas	pun	datang
pun_datang_untuk	pun	datang	untuk
datang_untuk_mengamankan	datang	untuk	mengamankan
Ayasha_sengaja_datang	Ayasha	sengaja	datang
sengaja_datang_dari	sengaja	datang	dari
datang_dari_Tegal	datang	dari	Tegal
itu_akan_datang	itu	akan	datang
akan_datang_kepada	akan	datang	kepada
datang_kepada_mereka	datang	kepada	mereka
kemudian_itu_datang	kemudian	itu	datang
itu_datang_jika	itu	datang	jika
datang_jika_memang	datang	jika	memang
temannya_untuk_datang	temannya	untuk	datang
untuk_datang_ke	untuk	datang	ke
datang_ke_Ultra	datang	ke	Ultra
Belitung_dengan_datang	Belitung	dengan	datang
dengan_datang_langsung	dengan	datang	langsung
datang_langsung_bersama	datang	langsung	bersama
Ayo_segeralah_datang	Ayo	segeralah	datang
segeralah_datang_ke	segeralah	datang	ke
datang_ke_Ancol	datang	ke	Ancol
kebaikan_akan_datang	kebaikan	akan	datang
akan_datang_kepada	akan	datang	kepada
datang_kepada_dirinya	datang	kepada	dirinya
apapun_yang_datang	apapun	yang	datang
yang_datang_pasti	yang	datang	pasti
datang_pasti_sulit	datang	pasti	sulit
Badai_pertama_datang	Badai	pertama	datang
pertama_datang_pada	pertama	datang	pada
datang_pada_Jumat	datang	pada	Jumat
tersebut_memang_datang	tersebut	memang	datang
memang_datang_di	memang	datang	di
datang_di_musim	datang	di	musim
penuh_kebekuan_datang	penuh	kebekuan	datang
kebekuan_datang_kembali	kebekuan	datang	kembali
penuh_kebekuan_datang	penuh	kebekuan	datang
kebekuan_datang_kembali	kebekuan	datang	kembali
subuh_berangsur-angsur_datang	subuh	berangsur-angsur	datang
berangsur-angsur_datang_massa	berangsur-angsur	datang	massa
datang_massa_dari	datang	massa	dari
dia_tidak_datang	dia	tidak	datang
tidak_datang_melaporkan	tidak	datang	melaporkan
bermuka_seram_datang	bermuka	seram	datang
setiap_harinya_datang	setiap	harinya	datang
harinya_datang_dan	harinya	datang	dan
datang_dan_pulang	datang	dan	pulang
awalnya_tidak_datang	awalnya	tidak	datang
tidak_datang_untuk	tidak	datang	untuk
datang_untuk_melihat	datang	untuk	melihat
percaya_ketika_datang	percaya	ketika	datang
ketika_datang_satu	ketika	datang	satu
datang_satu_lembaga	datang	satu	lembaga
di_masa_datang	di	masa	datang
masa_datang_setidaknya	masa	datang	setidaknya
datang_setidaknya_itu	datang	setidaknya	itu
yang_akan_datang	yang	akan	datang
tidak_mereka_datang	tidak	mereka	datang
mereka_datang_dengan	mereka	datang	dengan
datang_dengan_atribut	datang	dengan	atribut
kendaraan_itu_datang	kendaraan	itu	datang
itu_datang_segala	itu	datang	segala
datang_segala_upaya	datang	segala	upaya
baik_jika_datang	baik	jika	datang
jika_datang_ke	jika	datang	ke
datang_ke_kantor	datang	ke	kantor
penonton_untuk_datang	penonton	untuk	datang
untuk_datang_bukanlah	untuk	datang	bukanlah
datang_bukanlah_hal	datang	bukanlah	hal
PBNU_diminta_datang	PBNU	diminta	datang
diminta_datang_ke	diminta	datang	ke
datang_ke_Dewan	datang	ke	Dewan
itu_bisa_datang	itu	bisa	datang
bisa_datang_dari	bisa	datang	dari
datang_dari_mana	datang	dari	mana
Anda_harus_datang	Anda	harus	datang
harus_datang_ke	harus	datang	ke
datang_ke_Pesta	datang	ke	Pesta
ada_baiknya_datang	ada	baiknya	datang
baiknya_datang_di	baiknya	datang	di
datang_di_pagi	datang	di	pagi
strategis_yang_datang	strategis	yang	datang
yang_datang_dari	yang	datang	dari
datang_dari_kebutuhan	datang	dari	kebutuhan
yang_akan_datang	yang	akan	datang
turis_yang_datang	turis	yang	datang
yang_datang_gedung	yang	datang	gedung
datang_gedung_ini	datang	gedung	ini
mendukung_dengan_datang	mendukung	dengan	datang
dengan_datang_ke	dengan	datang	ke
datang_ke_stadion	datang	ke	stadion
manis_dorang_datang	manis	dorang	datang
dorang_datang_beking	dorang	datang	beking
datang_beking_pener-tiban	datang	beking	pener-tiban
ini_bisa_datang	ini	bisa	datang
bisa_datang_pada	bisa	datang	pada
datang_pada_Sabtu	datang	pada	Sabtu
Sula-wesi_dapat_datang	Sula-wesi	dapat	datang
dapat_datang_ke	dapat	datang	ke
datang_ke_Kopi'O	datang	ke	Kopi'O
penonton_yang_datang	penonton	yang	datang
yang_datang_tidak	yang	datang	tidak
datang_tidak_lagi	datang	tidak	lagi
mereka_yang_datang	mereka	yang	datang
yang_datang_ke	yang	datang	ke
datang_ke_tempat	datang	ke	tempat
pertama_kali_datang	pertama	kali	datang
kali_datang_ke	kali	datang	ke
datang_ke_sini	datang	ke	sini
penon-ton_yang_datang	penon-ton	yang	datang
yang_datang_tentu	yang	datang	tentu
datang_tentu_saja	datang	tentu	saja
itu-lah_Ia_datang	itu-lah	Ia	datang
atri-butnya_silakan_datang	atri-butnya	silakan	datang
silakan_datang_mengam-bilnya	silakan	datang	mengam-bilnya
datang_mengam-bilnya_di	datang	mengam-bilnya	di
pengunjung_yang_datang	pengunjung	yang	datang
yang_datang_membawa	yang	datang	membawa
datang_membawa_kartu	datang	membawa	kartu
tahun_akan_datang	tahun	akan	datang
akan_datang_pelayan	akan	datang	pelayan
datang_pelayan_restoran	datang	pelayan	restoran
saya_obatnya_datang	saya	obatnya	datang
obatnya_datang_dari	obatnya	datang	dari
datang_dari_aroma	datang	dari	aroma
diharapkan_dapat_datang	diharapkan	dapat	datang
dapat_datang_ke	dapat	datang	ke
datang_ke_Job	datang	ke	Job
bisa_langsung_datang	bisa	langsung	datang
langsung_datang_ke	langsung	datang	ke
datang_ke_tempat	datang	ke	tempat
wisatawan_yang_datang	wisatawan	yang	datang
yang_datang_ke	yang	datang	ke
datang_ke_Kaimana	datang	ke	Kaimana
bisa_langsung_datang	bisa	langsung	datang
langsung_datang_ke	langsung	datang	ke
datang_ke_berbagai	datang	ke	berbagai
dapat_langsung_datang	dapat	langsung	datang
langsung_datang_ke	langsung	datang	ke
datang_ke_Hotel	datang	ke	Hotel
yang_khusus_datang	yang	khusus	datang
khusus_datang_dari	khusus	datang	dari
datang_dari_Malang	datang	dari	Malang
anak-anak_saya_datang	anak-anak	saya	datang
besar_bukan_datang	besar	bukan	datang
bukan_datang_dari	bukan	datang	dari
datang_dari_Yunani	datang	dari	Yunani
kebetulan_baru_datang	kebetulan	baru	datang
baru_datang_dari	baru	datang	dari
datang_dari_Indonesia	datang	dari	Indonesia
lagi_yang_datang	lagi	yang	datang
yang_datang_sebelum	yang	datang	sebelum
datang_sebelum_si	datang	sebelum	si
Korea_sengaja_datang	Korea	sengaja	datang
sengaja_datang_untuk	sengaja	datang	untuk
datang_untuk_mencari	datang	untuk	mencari
yang_terpaksa_datang	yang	terpaksa	datang
terpaksa_datang_mengambil	terpaksa	datang	mengambil
datang_mengambil_semen	datang	mengambil	semen
menjanjikan_akan_datang	menjanjikan	akan	datang
akan_datang_kembali	akan	datang	kembali
datang_kembali_untuk	datang	kembali	untuk
orangtua_yang_datang	orangtua	yang	datang
yang_datang_komplain	yang	datang	komplain
pesanan_mereka_datang	pesanan	mereka	datang
mereka_datang_ini	mereka	datang	ini
datang_ini_karena	datang	ini	karena
yang_sengaja_datang	yang	sengaja	datang
sengaja_datang_langsung	sengaja	datang	langsung
datang_langsung_dari	datang	langsung	dari
ditempeleng_karena_datang	ditempeleng	karena	datang
karena_datang_ke	karena	datang	ke
datang_ke_rumah	datang	ke	rumah
red_sudah_datang	red	sudah	datang
sudah_datang_karena	sudah	datang	karena
datang_karena_mengetahui	datang	karena	mengetahui
yang_sengaja_datang	yang	sengaja	datang
sengaja_datang_jauh	sengaja	datang	jauh
datang_jauh_dari	datang	jauh	dari
anca-man_ini_datang	anca-man	ini	datang
ini_datang_dari	ini	datang	dari
datang_dari_legislator	datang	dari	legislator
Ismail_pernah_datang	Ismail	pernah	datang
pernah_datang_mengetuk	pernah	datang	mengetuk
datang_mengetuk_pintu	datang	mengetuk	pintu
