ngram	w1	w2	w3	n
depan_rumah_kedua	depan	rumah	kedua	1
depan_rumah_kos	depan	rumah	kos	1
depan_rumah_masing-masing	depan	rumah	masing-masing	1
depan_rumah_menggetarkan	depan	rumah	menggetarkan	1
depan_rumah_mereka	depan	rumah	mereka	1
depan_rumah_meski	depan	rumah	meski	1
depan_rumah_oleh	depan	rumah	oleh	1
depan_rumah_pak	depan	rumah	pak	1
depan_rumah_pasti	depan	rumah	pasti	1
depan_rumah_penduduk	depan	rumah	penduduk	1
depan_rumah_persis	depan	rumah	persis	1
depan_rumah_pohon	depan	rumah	pohon	1
depan_rumah_saksi	depan	rumah	saksi	1
depan_rumah_salah	depan	rumah	salah	1
depan_rumah_sekitar	depan	rumah	sekitar	1
depan_rumah_selama	depan	rumah	selama	1
depan_rumah_temannya	depan	rumah	temannya	1
depan_rumah_tempat	depan	rumah	tempat	1
depan_rumah_tetap	depan	rumah	tetap	1
depan_rumah_ujar	depan	rumah	ujar	1
depan_rumah_untuk	depan	rumah	untuk	1
depan_rumah-nya_telah	depan	rumah-nya	telah	1
depan_rumah-rumah_kakilima	depan	rumah-rumah	kakilima	1
depan_rumah-rumah_peristirahatan	depan	rumah-rumah	peristirahatan	1
depan_rumahnya_ada	depan	rumahnya	ada	1
depan_rumahnya_atau	depan	rumahnya	atau	1
depan_rumahnya_ber-buntut	depan	rumahnya	ber-buntut	1
depan_rumahnya_berukuran	depan	rumahnya	berukuran	1
depan_rumahnya_dengan	depan	rumahnya	dengan	1
depan_rumahnya_di	depan	rumahnya	di	1
depan_rumahnya_dibangun	depan	rumahnya	dibangun	1
depan_rumahnya_ia	depan	rumahnya	ia	1
depan_rumahnya_itu	depan	rumahnya	itu	1
depan_rumahnya_jelas	depan	rumahnya	jelas	1
depan_rumahnya_lalu	depan	rumahnya	lalu	1
depan_rumahnya_pada	depan	rumahnya	pada	1
depan_rumahnya_sepanjang	depan	rumahnya	sepanjang	1
depan_rumahnya_tersangka	depan	rumahnya	tersangka	1
depan_rumahnya_tiba-tiba	depan	rumahnya	tiba-tiba	1
depan_rupiah_akan	depan	rupiah	akan	1
depan_sa-ya_di	depan	sa-ya	di	1
depan_saat_akan	depan	saat	akan	1
depan_saat_jeda	depan	saat	jeda	1
depan_saat_pelajar	depan	saat	pelajar	1
depan_saat_rumah	depan	saat	rumah	1
depan_saat_semua	depan	saat	semua	1
depan_saja_kembali	depan	saja	kembali	1
depan_saja_pekan	depan	saja	pekan	1
depan_saja_program	depan	saja	program	1
depan_saja_tutur-nya	depan	saja	tutur-nya	1
depan_saja_yang	depan	saja	yang	1
depan_saksi_yang	depan	saksi	yang	1
depan_salah_satu	depan	salah	satu	1
depan_salah_se-orang	depan	salah	se-orang	1
depan_saluran_di	depan	saluran	di	1
depan_sambil_berkata	depan	sambil	berkata	1
depan_sambil_mengambil	depan	sambil	mengambil	1
depan_sambil_menunggu	depan	sambil	menunggu	1
depan_sambung_dia	depan	sambung	dia	1
depan_sampai_akhir	depan	sampai	akhir	1
depan_sampai_buritan	depan	sampai	buritan	1
depan_sampai_menunggu	depan	sampai	menunggu	1
depan_sampai_pemilik	depan	sampai	pemilik	1
depan_samping_atap	depan	samping	atap	1
depan_samping_dan	depan	samping	dan	1
depan_samping_sopir	depan	samping	sopir	1
depan_samping_ter-sangka	depan	samping	ter-sangka	1
depan_sana_ikut	depan	sana	ikut	1
depan_sana_kata	depan	sana	kata	1
depan_sang_anak	depan	sang	anak	1
depan_sang_suami	depan	sang	suami	1
depan_sangat_berat	depan	sangat	berat	1
depan_sangat_besar	depan	sangat	besar	1
depan_sangat_dipengaruhi	depan	sangat	dipengaruhi	1
depan_sangat_kompleks	depan	sangat	kompleks	1
depan_sangat_menghargai	depan	sangat	menghargai	1
depan_sangat_menguntungkan	depan	sangat	menguntungkan	1
depan_sangat_menyenangkan	depan	sangat	menyenangkan	1
depan_sangat_mungkin	depan	sangat	mungkin	1
depan_sangat_tergantung	depan	sangat	tergantung	1
depan_sangatlah_berat	depan	sangatlah	berat	1
depan_sangatlah_memprihatinkan	depan	sangatlah	memprihatinkan	1
depan_sanggup_melaksanakan	depan	sanggup	melaksanakan	1
depan_saran_personel	depan	saran	personel	1
depan_saran_saya	depan	saran	saya	1
depan_sarana_pa-sar	depan	sarana	pa-sar	1
depan_satu_atau	depan	satu	atau	1
depan_satu_baris	depan	satu	baris	1
depan_satu_di	depan	satu	di	1
depan_satu_lagi	depan	satu	lagi	1
depan_satu_sama	depan	satu	sama	1
depan_saya_ada	depan	saya	ada	1
depan_saya_aus	depan	saya	aus	1
depan_saya_baik-baik	depan	saya	baik-baik	1
depan_saya_baru	depan	saya	baru	1
depan_saya_bersama	depan	saya	bersama	1
depan_saya_dan	depan	saya	dan	1
depan_saya_dari	depan	saya	dari	1
depan_saya_harap	depan	saya	harap	1
depan_saya_juga	depan	saya	juga	1
depan_saya_kira	depan	saya	kira	1
depan_saya_la-pang	depan	saya	la-pang	1
depan_saya_manis-manis	depan	saya	manis-manis	1
depan_saya_mau	depan	saya	mau	1
depan_saya_maunya	depan	saya	maunya	1
depan_saya_melihatnya	depan	saya	melihatnya	1
depan_saya_memang	depan	saya	memang	1
depan_saya_menyatakan	depan	saya	menyatakan	1
depan_saya_optimistis	depan	saya	optimistis	1
depan_saya_pakai	depan	saya	pakai	1
depan_saya_pasangan	depan	saya	pasangan	1
depan_saya_rasa	depan	saya	rasa	1
depan_saya_sa-rankan	depan	saya	sa-rankan	1
depan_saya_sekarang	depan	saya	sekarang	1
depan_saya_star	depan	saya	star	1
depan_saya_sudah	depan	saya	sudah	1
depan_saya_tahu	depan	saya	tahu	1
depan_saya_termasuk	depan	saya	termasuk	1
depan_saya_ujar	depan	saya	ujar	1
depan_saya_untuk	depan	saya	untuk	1
depan_se_buah	depan	se	buah	1
depan_se_jauh	depan	se	jauh	1
depan_se-cara_ber-sama-sa-ma	depan	se-cara	ber-sama-sa-ma	1
depan_se-hingga_menguntungkan	depan	se-hingga	menguntungkan	1
depan_se-hingga_pembangunan	depan	se-hingga	pembangunan	1
depan_se-jumlah_atlet	depan	se-jumlah	atlet	1
depan_se-karang_ini	depan	se-karang	ini	1
depan_se-telah_enam	depan	se-telah	enam	1
depan_seabrek_di	depan	seabrek	di	1
depan_seandainya_sudah	depan	seandainya	sudah	1
depan_seba-gaimana_telah	depan	seba-gaimana	telah	1
depan_sebab_hajatan	depan	sebab	hajatan	1
depan_sebab_kenaikan	depan	sebab	kenaikan	1
depan_sebab_kita	depan	sebab	kita	1
depan_sebab_sampai	depan	sebab	sampai	1
depan_sebab_tugas	depan	sebab	tugas	1
depan_sebab_untuk	depan	sebab	untuk	1
depan_sebagai_ajang	depan	sebagai	ajang	1
depan_sebagai_era	depan	sebagai	era	1
depan_sebagai_gelandang	depan	sebagai	gelandang	1
depan_sebagai_haji	depan	sebagai	haji	1
depan_sebagai_kampanye	depan	sebagai	kampanye	1
depan_sebagai_mitra	depan	sebagai	mitra	1
depan_sebagai_momentum	depan	sebagai	momentum	1
depan_sebagai_pemenuhan	depan	sebagai	pemenuhan	1
depan_sebagai_pengingat	depan	sebagai	pengingat	1
depan_sebagaimana_permintaan	depan	sebagaimana	permintaan	1
depan_sebagian_besar	depan	sebagian	besar	1
depan_sebagian_sudah	depan	sebagian	sudah	1
depan_sebaiknya_dipimpin	depan	sebaiknya	dipimpin	1
depan_sebaiknya_ke-duanya	depan	sebaiknya	ke-duanya	1
depan_sebaiknya_masyarakat	depan	sebaiknya	masyarakat	1
depan_sebaiknya_tidak	depan	sebaiknya	tidak	1
depan_sebanyak_juta	depan	sebanyak	juta	1
depan_sebanyak_persen	depan	sebanyak	persen	1
depan_sebe-lah_kiri	depan	sebe-lah	kiri	1
depan_sebelum_bertemu	depan	sebelum	bertemu	1
depan_sebelum_ditempatkan	depan	sebelum	ditempatkan	1
depan_sebelum_menghadapi	depan	sebelum	menghadapi	1
depan_sebelum_mengundurkan	depan	sebelum	mengundurkan	1
depan_sebelum_pelaksa-naan	depan	sebelum	pelaksa-naan	1
depan_sebelum_suksesi	depan	sebelum	suksesi	1
depan_sebelum_tahun	depan	sebelum	tahun	1
depan_sebenarnya_sangat	depan	sebenarnya	sangat	1
depan_sebenarnya_telah	depan	sebenarnya	telah	1
depan_sebenarnya_tidak	depan	sebenarnya	tidak	1
depan_sebesar_8MP	depan	sebesar	8MP	1
depan_sebesar_katanya	depan	sebesar	katanya	1
depan_sebesar_triliun	depan	sebesar	triliun	1
depan_sebisa_mungkin	depan	sebisa	mungkin	1
depan_sebuah_akselerasi	depan	sebuah	akselerasi	1
depan_sebuah_alat	depan	sebuah	alat	1
depan_sebuah_bank	depan	sebuah	bank	1
depan_sebuah_batu	depan	sebuah	batu	1
depan_sebuah_cermin	depan	sebuah	cermin	1
depan_sebuah_daerah	depan	sebuah	daerah	1
depan_sebuah_danau	depan	sebuah	danau	1
depan_sebuah_foto	depan	sebuah	foto	1
depan_sebuah_kelab	depan	sebuah	kelab	1
depan_sebuah_rumah	depan	sebuah	rumah	1
depan_sebuah_stasiun	depan	sebuah	stasiun	1
depan_sebut_pernyataan	depan	sebut	pernyataan	1
depan_secara_eksplisit	depan	secara	eksplisit	1
depan_secara_kualitatif	depan	secara	kualitatif	1
depan_secara_menyeluruh	depan	secara	menyeluruh	1
depan_sedang_buntu	depan	sedang	buntu	1
depan_sedang_dilakukan	depan	sedang	dilakukan	1
depan_sedang_meminta	depan	sedang	meminta	1
depan_sedangkan_di	depan	sedangkan	di	1
depan_sedangkan_rinciannya	depan	sedangkan	rinciannya	1
depan_sedangkan_sepe-da	depan	sedangkan	sepe-da	1
depan_sedangkan_sepeda	depan	sedangkan	sepeda	1
depan_segala_kegiatan	depan	segala	kegiatan	1
depan_segalanya_dibicarakan	depan	segalanya	dibicarakan	1
depan_segalanya_sudah	depan	segalanya	sudah	1
depan_segera_akan	depan	segera	akan	1
depan_segera_ber	depan	segera	ber	1
depan_segera_diberlakukan	depan	segera	diberlakukan	1
depan_segera_diterbitkan	depan	segera	diterbitkan	1
depan_segera_ke	depan	segera	ke	1
depan_segera_memutuskan	depan	segera	memutuskan	1
depan_segera_rilis	depan	segera	rilis	1
depan_seharusnya_ada	depan	seharusnya	ada	1
depan_seharusnya_klub-klub	depan	seharusnya	klub-klub	1
depan_seharusnya_mendapat	depan	seharusnya	mendapat	1
depan_seharusnya_mengherankan	depan	seharusnya	mengherankan	1
depan_sehingga_apa	depan	sehingga	apa	1
depan_sehingga_benar-benar	depan	sehingga	benar-benar	1
depan_sehingga_dibutuhkan	depan	sehingga	dibutuhkan	1
depan_sehingga_harga-harga	depan	sehingga	harga-harga	1
depan_sehingga_hasil	depan	sehingga	hasil	1
depan_sehingga_inovasi	depan	sehingga	inovasi	1
depan_sehingga_kami	depan	sehingga	kami	1
depan_sehingga_kaum	depan	sehingga	kaum	1
depan_sehingga_kejadian	depan	sehingga	kejadian	1
depan_sehingga_kerap	depan	sehingga	kerap	1
depan_sehingga_ketika	depan	sehingga	ketika	1
depan_sehingga_makin	depan	sehingga	makin	1
depan_sehingga_memperbaiki	depan	sehingga	memperbaiki	1
depan_sehingga_menjadi	depan	sehingga	menjadi	1
depan_sehingga_mirip	depan	sehingga	mirip	1
depan_sehingga_para	depan	sehingga	para	1
depan_sehingga_selamat	depan	sehingga	selamat	1
depan_sehingga_setiap	depan	sehingga	setiap	1
depan_sehingga_tubuh	depan	sehingga	tubuh	1
depan_seiring_masih	depan	seiring	masih	1
depan_seiring_reformasi	depan	seiring	reformasi	1
depan_sejalan_dengan	depan	sejalan	dengan	1
depan_sejarah_akan	depan	sejarah	akan	1
depan_sejauh_kilometer	depan	sejauh	kilometer	1
depan_sejumlah_aktivitas	depan	sejumlah	aktivitas	1
depan_sejumlah_anggota	depan	sejumlah	anggota	1
depan_sejumlah_nama	depan	sejumlah	nama	1
depan_sejumlah_pembalap	depan	sejumlah	pembalap	1
depan_sejumlah_perwakilan	depan	sejumlah	perwakilan	1
depan_sejumlah_petinggi	depan	sejumlah	petinggi	1
depan_sejumlah_risiko	depan	sejumlah	risiko	1
depan_sejumlah_tim	depan	sejumlah	tim	1
depan_sejumlah_warta-wan	depan	sejumlah	warta-wan	1
depan_sejumlah_wartawan	depan	sejumlah	wartawan	1
depan_sekalian_launching	depan	sekalian	launching	1
depan_sekaligus_dengan	depan	sekaligus	dengan	1
depan_sekaligus_evaluasi	depan	sekaligus	evaluasi	1
depan_sekaligus_kapten	depan	sekaligus	kapten	1
depan_sekarang_adalah	depan	sekarang	adalah	1
depan_sekarang_dan	depan	sekarang	dan	1
depan_sekarang_kami	depan	sekarang	kami	1
depan_sekelompok_masyarakat	depan	sekelompok	masyarakat	1
depan_sekembalinya_ke	depan	sekembalinya	ke	1
depan_sekiranya_pemerintah	depan	sekiranya	pemerintah	1
depan_sekitar_dua	depan	sekitar	dua	1
depan_sekitar_minggu	depan	sekitar	minggu	1
depan_sekitar_peserta	depan	sekitar	peserta	1
depan_sekitar_seribu	depan	sekitar	seribu	1
depan_sekitar_tamu	depan	sekitar	tamu	1
depan_sekitar_tanggal	depan	sekitar	tanggal	1
depan_sekitar_ton	depan	sekitar	ton	1
depan_sekolah_bisa	depan	sekolah	bisa	1
depan_sekolah_dengan	depan	sekolah	dengan	1
depan_sekolah_ini	depan	sekolah	ini	1
depan_sekolah_itu	depan	sekolah	itu	1
depan_sekolah_kami	depan	sekolah	kami	1
depan_sekolah_karena	depan	sekolah	karena	1
depan_sekolah_mengganggu	depan	sekolah	mengganggu	1
depan_sekolah_saya	depan	sekolah	saya	1
depan_sekolah_sekitar	depan	sekolah	sekitar	1
depan_sekolah_sungguh	depan	sekolah	sungguh	1
depan_sekolahnya_akan	depan	sekolahnya	akan	1
depan_sekolahnya_telah	depan	sekolahnya	telah	1
depan_sekolahnya_yang	depan	sekolahnya	yang	1
depan_sektor_pendidikan	depan	sektor	pendidikan	1
depan_sektor_riil	depan	sektor	riil	1
depan_sel_blok	depan	sel	blok	1
depan_selain_kelengkapan	depan	selain	kelengkapan	1
depan_selain_lari	depan	selain	lari	1
depan_selain_me-neruskan	depan	selain	me-neruskan	1
depan_selain_membangun	depan	selain	membangun	1
depan_selain_mengandal	depan	selain	mengandal	1
depan_selain_pentingnya	depan	selain	pentingnya	1
depan_selain_tol	depan	selain	tol	1
depan_selalu_bersemangat	depan	selalu	bersemangat	1
depan_selalu_dievaluasi	depan	selalu	dievaluasi	1
depan_selama_jadi	depan	selama	jadi	1
depan_selama_seminggu	depan	selama	seminggu	1
depan_selangkah_lebih	depan	selangkah	lebih	1
depan_selepas_jeda	depan	selepas	jeda	1
depan_selesai_juga	depan	selesai	juga	1
depan_selesai_kasus	depan	selesai	kasus	1
depan_selesai_tandasnya	depan	selesai	tandasnya	1
depan_selesai_tutur	depan	selesai	tutur	1
depan_selip_sangat	depan	selip	sangat	1
depan_selu-ruh_manajemen	depan	selu-ruh	manajemen	1
depan_seluruh_atlet	depan	seluruh	atlet	1
depan_seluruh_kekuatan	depan	seluruh	kekuatan	1
depan_seluruh_keluarganya	depan	seluruh	keluarganya	1
depan_seluruh_kepsek	depan	seluruh	kepsek	1
depan_seluruh_ma-syarakat	depan	seluruh	ma-syarakat	1
depan_seluruh_pedukuhan	depan	seluruh	pedukuhan	1
depan_seluruh_pekerja	depan	seluruh	pekerja	1
depan_seluruh_pemain	depan	seluruh	pemain	1
depan_seluruh_sekolah	depan	seluruh	sekolah	1
depan_seluruh_umat	depan	seluruh	umat	1
depan_seluruh_wakil	depan	seluruh	wakil	1
depan_semakin_besar	depan	semakin	besar	1
depan_semakin_disesuaikan	depan	semakin	disesuaikan	1
depan_semakin_hebat	depan	semakin	hebat	1
depan_semakin_hidup	depan	semakin	hidup	1
depan_semakin_kehilangan	depan	semakin	kehilangan	1
depan_semakin_lebih	depan	semakin	lebih	1
depan_semangat_baru	depan	semangat	baru	1
depan_sembilan_siswa	depan	sembilan	siswa	1
depan_semen_jadi	depan	semen	jadi	1
depan_sementara_ketegangan	depan	sementara	ketegangan	1
depan_sementara_kondisi	depan	sementara	kondisi	1
depan_sementara_mobil	depan	sementara	mobil	1
depan_semoga_ada	depan	semoga	ada	1
depan_semoga_anak-anak	depan	semoga	anak-anak	1
depan_semoga_bisa	depan	semoga	bisa	1
depan_semoga_budaya	depan	semoga	budaya	1
depan_semoga_guru	depan	semoga	guru	1
depan_semoga_ragam	depan	semoga	ragam	1
depan_semoga_sudah	depan	semoga	sudah	1
depan_semua_anggota	depan	semua	anggota	1
depan_semua_atlet	depan	semua	atlet	1
depan_semua_berkas	depan	semua	berkas	1
depan_semua_bidang	depan	semua	bidang	1
depan_semua_hal-hal	depan	semua	hal-hal	1
depan_semua_jalan	depan	semua	jalan	1
depan_semua_kades	depan	semua	kades	1
depan_semua_masalah	depan	semua	masalah	1
depan_semua_parpol	depan	semua	parpol	1
depan_semua_pejabat	depan	semua	pejabat	1
depan_semua_pemain	depan	semua	pemain	1
depan_semua_perusahaan	depan	semua	perusahaan	1
depan_semua_suara	depan	semua	suara	1
depan_semua_usaha	depan	semua	usaha	1
depan_semuanya_sudah	depan	semuanya	sudah	1
depan_sentra_perekonomian	depan	sentra	perekonomian	1
depan_seorang_pendeta	depan	seorang	pendeta	1
depan_seorang_peserta	depan	seorang	peserta	1
depan_seorang_pria	depan	seorang	pria	1
depan_sepanjang_tahun	depan	sepanjang	tahun	1
depan_seperti_aplikasi	depan	seperti	aplikasi	1
depan_seperti_dia	depan	seperti	dia	1
depan_seperti_informasi	depan	seperti	informasi	1
depan_seperti_kalau	depan	seperti	kalau	1
depan_seperti_perang	depan	seperti	perang	1
depan_seperti_saat	depan	seperti	saat	1
depan_sepertinya_bakal	depan	sepertinya	bakal	1
depan_sepertinya_belum	depan	sepertinya	belum	1
depan_sepertinya_sama	depan	sepertinya	sama	1
depan_serah_terima	depan	serah	terima	1
depan_serahkanlah_kepada	depan	serahkanlah	kepada	1
depan_seribuan_warga	depan	seribuan	warga	1
depan_serta_baterai	depan	serta	baterai	1
depan_serta_belakang	depan	serta	belakang	1
depan_serta_dua	depan	serta	dua	1
depan_serta_harga	depan	serta	harga	1
depan_serta_kesejahteraan	depan	serta	kesejahteraan	1
depan_serta_konsentrasi	depan	serta	konsentrasi	1
depan_serta_menjadi	depan	serta	menjadi	1
depan_serta_pemilu	depan	serta	pemilu	1
depan_serta_pengepressan	depan	serta	pengepressan	1
depan_serta_persiapan	depan	serta	persiapan	1
depan_sertifikat_itu	depan	sertifikat	itu	1
depan_seseorang_kata	depan	seseorang	kata	1
depan_sesuai_penjelasan	depan	sesuai	penjelasan	1
depan_sesuai_usulan	depan	sesuai	usulan	1
depan_sesuai_visi	depan	sesuai	visi	1
depan_setelah_adanya	depan	setelah	adanya	1
depan_setelah_badan	depan	setelah	badan	1
depan_setelah_direk-tur	depan	setelah	direk-tur	1
depan_setelah_ditambahkan	depan	setelah	ditambahkan	1
depan_setelah_dua	depan	setelah	dua	1
depan_setelah_gantung	depan	setelah	gantung	1
depan_setelah_ia	depan	setelah	ia	1
depan_setelah_kepulangan	depan	setelah	kepulangan	1
depan_setelah_lebih	depan	setelah	lebih	1
depan_setelah_masing-masing	depan	setelah	masing-masing	1
depan_setelah_melihat	depan	setelah	melihat	1
depan_setelah_menggelar	depan	setelah	menggelar	1
depan_setelah_menjadi	depan	setelah	menjadi	1
depan_setelah_pelimpahan	depan	setelah	pelimpahan	1
depan_setelah_pemuda	depan	setelah	pemuda	1
depan_setelah_putusan	depan	setelah	putusan	1
depan_setelah_tertabrak	depan	setelah	tertabrak	1
depan_setelah_tujuh	depan	setelah	tujuh	1
depan_setiap_desa	depan	setiap	desa	1
depan_setiap_forum	depan	setiap	forum	1
depan_setiap_kader	depan	setiap	kader	1
depan_setiap_orang	depan	setiap	orang	1
depan_setiap_peraturan	depan	setiap	peraturan	1
depan_setidaknya_dalam	depan	setidaknya	dalam	1
depan_setidaknya_dibutuhkan	depan	setidaknya	dibutuhkan	1
depan_setidaknya_wajah	depan	setidaknya	wajah	1
depan_seusai_parade	depan	seusai	parade	1
depan_si_an	depan	si	an	1
depan_siap-siap_saja	depan	siap-siap	saja	1
depan_siapa_pun	depan	siapa	pun	1
depan_siapapun_itu	depan	siapapun	itu	1
depan_siapapun_yang	depan	siapapun	yang	1
depan_sidang_pleno	depan	sidang	pleno	1
depan_sidang_ter-sebut	depan	sidang	ter-sebut	1
depan_sidang_tersebut	depan	sidang	tersebut	1
depan_sidangnya_dilaksa-nakan	depan	sidangnya	dilaksa-nakan	1
depan_siklus_krisis	depan	siklus	krisis	1
depan_simpang_itu	depan	simpang	itu	1
depan_simposium_parlemen	depan	simposium	parlemen	1
depan_sini_ujar	depan	sini	ujar	1
depan_sisi_kanan	depan	sisi	kanan	1
depan_sisi_positif	depan	sisi	positif	1
depan_sistem_di	depan	sistem	di	1
depan_sistem_ini	depan	sistem	ini	1
depan_sistem_operasi	depan	sistem	operasi	1
depan_sistem_pencari	depan	sistem	pencari	1
depan_sistem_penerbangan	depan	sistem	penerbangan	1
depan_sistem_tol	depan	sistem	tol	1
depan_siswa_dapat	depan	siswa	dapat	1
depan_siswa_tersebut	depan	siswa	tersebut	1
depan_skuad_asuhannya	depan	skuad	asuhannya	1
depan_skuat_kebanggaan	depan	skuat	kebanggaan	1
depan_smartphone_terbaru	depan	smartphone	terbaru	1
depan_so_ada	depan	so	ada	1
depan_sosialisasi_di	depan	sosialisasi	di	1
depan_sosok_yang	depan	sosok	yang	1
depan_speaker_celoteh	depan	speaker	celoteh	1
depan_spoiler_bumper	depan	spoiler	bumper	1
depan_spot_karang	depan	spot	karang	1
depan_stadion_juga	depan	stadion	juga	1
depan_stadion_kebang-gaan	depan	stadion	kebang-gaan	1
depan_stadion_sempat	depan	stadion	sempat	1
depan_stamina_pemberantasan	depan	stamina	pemberantasan	1
depan_stan_yang	depan	stan	yang	1
depan_standarnya_harus	depan	standarnya	harus	1
depan_start_dengan	depan	start	dengan	1
depan_stasiun_ada	depan	stasiun	ada	1
depan_stasiun_agar	depan	stasiun	agar	1
depan_stasiun_kereta	depan	stasiun	kereta	1
depan_statistik_lebih	depan	statistik	lebih	1
depan_stock_cabe	depan	stock	cabe	1
depan_strategi_kebijakan	depan	strategi	kebijakan	1
depan_striker_timnas	depan	striker	timnas	1
depan_su-permarket_tidak	depan	su-permarket	tidak	1
depan_suaminya_lagi	depan	suaminya	lagi	1
depan_subsidi_dan	depan	subsidi	dan	1
depan_sudah_berang-kat	depan	sudah	berang-kat	1
depan_sudah_bertanding	depan	sudah	bertanding	1
depan_sudah_bertugas	depan	sudah	bertugas	1
depan_sudah_cukup	depan	sudah	cukup	1
depan_sudah_datang	depan	sudah	datang	1
depan_sudah_di-inject	depan	sudah	di-inject	1
depan_sudah_dijawab	depan	sudah	dijawab	1
depan_sudah_dike-tahui	depan	sudah	dike-tahui	1
depan_sudah_dike-tuk	depan	sudah	dike-tuk	1
depan_sudah_diketahui	depan	sudah	diketahui	1
depan_sudah_dilimpahkan	depan	sudah	dilimpahkan	1
depan_sudah_disiasati	depan	sudah	disiasati	1
depan_sudah_diterapkan	depan	sudah	diterapkan	1
depan_sudah_diusulkan	depan	sudah	diusulkan	1
depan_sudah_hampir	depan	sudah	hampir	1
depan_sudah_kelihatan	depan	sudah	kelihatan	1
depan_sudah_keluar	depan	sudah	keluar	1
depan_sudah_kembali	depan	sudah	kembali	1
depan_sudah_lebih	depan	sudah	lebih	1
depan_sudah_lemas	depan	sudah	lemas	1
depan_sudah_memulai	depan	sudah	memulai	1
depan_sudah_mendapat	depan	sudah	mendapat	1
depan_sudah_mulai	depan	sudah	mulai	1
depan_sudah_pasti	depan	sudah	pasti	1
depan_sudah_saatnya	depan	sudah	saatnya	1
depan_sudah_sesuai	depan	sudah	sesuai	1
depan_sudah_sibuk	depan	sudah	sibuk	1
depan_sudah_tak	depan	sudah	tak	1
depan_sudah_terbentuk	depan	sudah	terbentuk	1
depan_sudah_tergam-bar	depan	sudah	tergam-bar	1
depan_sudah_terkikis	depan	sudah	terkikis	1
depan_sudah_terlaksana	depan	sudah	terlaksana	1
depan_sudah_tersedia	depan	sudah	tersedia	1
depan_suku_bunga	depan	suku	bunga	1
depan_sumber_daya	depan	sumber	daya	1
depan_sumber_tenaga	depan	sumber	tenaga	1
depan_supaya_terfokus	depan	supaya	terfokus	1
depan_supermarket_seorang	depan	supermarket	seorang	1
depan_suporternya_sendiri	depan	suporternya	sendiri	1
depan_surat_tersebut	depan	surat	tersebut	1
depan_tabung_berbeda	depan	tabung	berbeda	1
depan_tabung_mengadopsi	depan	tabung	mengadopsi	1
depan_tahun_akan	depan	tahun	akan	1
depan_tahun_bergabung	depan	tahun	bergabung	1
depan_tak_akan	depan	tak	akan	1
depan_tak_bakal	depan	tak	bakal	1
depan_tak_berubah	depan	tak	berubah	1
depan_tak_bisa	depan	tak	bisa	1
depan_tak_diapiknya	depan	tak	diapiknya	1
depan_tak_hanya	depan	tak	hanya	1
depan_tak_juga	depan	tak	juga	1
depan_tak_kami	depan	tak	kami	1
depan_tak_kurang	depan	tak	kurang	1
depan_tak_menuai	depan	tak	menuai	1
depan_tak_ragu	depan	tak	ragu	1
depan_tak_segemerlap	depan	tak	segemerlap	1
depan_taman_di	depan	taman	di	1
depan_taman_siswa	depan	taman	siswa	1
depan_tambah_guber-nur	depan	tambah	guber-nur	1
depan_tambah_sukses	depan	tambah	sukses	1
depan_tambahnya_sembari	depan	tambahnya	sembari	1
depan_tampa_merasa	depan	tampa	merasa	1
depan_tampak_cerah	depan	tampak	cerah	1
depan_tampak_desain	depan	tampak	desain	1
depan_tampak_jelas	depan	tampak	jelas	1
depan_tampilan_baru	depan	tampilan	baru	1
depan_tamu_undangan	depan	tamu	undangan	1
depan_tanah_air	depan	tanah	air	1
depan_tanah_kelahirannya	depan	tanah	kelahirannya	1
depan_tanah_leluhur-nya	depan	tanah	leluhur-nya	1
depan_tandas_keduanya	depan	tandas	keduanya	1
depan_tandas_mantan	depan	tandas	mantan	1
depan_tandas_pelatih	depan	tandas	pelatih	1
depan_tandasnya_diplomatis	depan	tandasnya	diplomatis	1
depan_tandasnya_singkat	depan	tandasnya	singkat	1
depan_tanggal_sekian	depan	tanggal	sekian	1
depan_tanggul_belum	depan	tanggul	belum	1
depan_tanggul_di	depan	tanggul	di	1
depan_tank_medium	depan	tank	medium	1
depan_tanpa_masa	depan	tanpa	masa	1
depan_tanpa_mengubah	depan	tanpa	mengubah	1
depan_tanpa_menyakiti	depan	tanpa	menyakiti	1
depan_tanpa_perlu	depan	tanpa	perlu	1
depan_tanpa_pernikahan	depan	tanpa	pernikahan	1
depan_tantangan_berat	depan	tantangan	berat	1
depan_tantangan_lebih	depan	tantangan	lebih	1
depan_tantangan_pariwisata	depan	tantangan	pariwisata	1
depan_tantangan_semakin	depan	tantangan	semakin	1
depan_tantangan_sepak	depan	tantangan	sepak	1
depan_tantangan_za-man	depan	tantangan	za-man	1
depan_tapi_didukung	depan	tapi	didukung	1
depan_tapi_duit	depan	tapi	duit	1
depan_tapi_hingga	depan	tapi	hingga	1
depan_tapi_ini	depan	tapi	ini	1
depan_tapi_justru	depan	tapi	justru	1
depan_tapi_karena	depan	tapi	karena	1
depan_tapi_kepastiannya	depan	tapi	kepastiannya	1
depan_tapi_memang	depan	tapi	memang	1
depan_tapi_menurut	depan	tapi	menurut	1
depan_tapi_saya	depan	tapi	saya	1
depan_tapi_tidak	depan	tapi	tidak	1
depan_target_ditambah	depan	target	ditambah	1
depan_target_jangka	depan	target	jangka	1
depan_target_juta	depan	target	juta	1
depan_target_penerimaan	depan	target	penerimaan	1
depan_target_saya	depan	target	saya	1
