ngram	w1	w2	w3	w4	n
ditunjukkan_setelah_spatbor_depan	ditunjukkan	setelah	spatbor	depan	1
dituntaskan_awal_tahun_depan	dituntaskan	awal	tahun	depan	1
dituntut_didepan_arrendisementsrechtbank_di	dituntut	didepan	arrendisementsrechtbank	di	1
ditutup_dengan_di_depan	ditutup	dengan	di	depan	1
diumbar_di_depan_publik	diumbar	di	depan	publik	1
diumumkan_jam_ke_depan	diumumkan	jam	ke	depan	1
diumumkan_minggu_depan_pekan	diumumkan	minggu	depan	pekan	1
diundur_menjadi_tahun_depan	diundur	menjadi	tahun	depan	1
diundur_minggu_depan_kata	diundur	minggu	depan	kata	1
diundur_pada_pekan_depan	diundur	pada	pekan	depan	1
diundur_selasa_pekan_depan	diundur	selasa	pekan	depan	1
diupayakan_kedepannya_setiap_kecamatan	diupayakan	kedepannya	setiap	kecamatan	1
diupayakan_tahun_depan_dapat	diupayakan	tahun	depan	dapat	1
diurutan_tujuh_di_depan	diurutan	tujuh	di	depan	1
diusahakan_minggu_depan_sudah	diusahakan	minggu	depan	sudah	1
diusung_ke_depan_masjid	diusung	ke	depan	masjid	1
diusung_mengedepankan_instru-mental_non	diusung	mengedepankan	instru-mental	non	1
diyakini_sebagai_masa_depan	diyakini	sebagai	masa	depan	1
diyakini_tahun_depan_akan	diyakini	tahun	depan	akan	1
doa_di_depan_makam	doa	di	depan	makam	1
doa_kunut_di_depan	doa	kunut	di	depan	1
dobel_tahun_kedepan_menjadi	dobel	tahun	kedepan	menjadi	1
dokter_di_depan_nama	dokter	di	depan	nama	1
dolar_tahun_depan_kepada	dolar	tahun	depan	kepada	1
domestik_ke_depan_akan	domestik	ke	depan	akan	1
domestik_ke_depan_katanya	domestik	ke	depan	katanya	1
dominan_ke_depannya_untuk	dominan	ke	depannya	untuk	1
dosen_itu_ke_depannya	dosen	itu	ke	depannya	1
dosen-dosen_mengedepankan_transparansi_keterbukaan	dosen-dosen	mengedepankan	transparansi	keterbukaan	1
drainase_di_depan_rumahnya	drainase	di	depan	rumahnya	1
du-duk_di_depan_samping	du-duk	di	depan	samping	1
dua_baris_di_depan	dua	baris	di	depan	1
dua_bastion_di_depan	dua	bastion	di	depan	1
dua_depan_kantor_pos	dua	depan	kantor	pos	1
dua_di_depan_honorer	dua	di	depan	honorer	1
dua_driver_di_depan	dua	driver	di	depan	1
dua_generasi_ke_depan	dua	generasi	ke	depan	1
dua_gigi_depan_yang	dua	gigi	depan	yang	1
dua_giginya_bagian_depan	dua	giginya	bagian	depan	1
dua_gol_di_depan	dua	gol	di	depan	1
dua_hari_kedepan_bantuannya	dua	hari	kedepan	bantuannya	1
dua_hari_kedepan_hingga	dua	hari	kedepan	hingga	1
dua_hari_kedepan_sudah	dua	hari	kedepan	sudah	1
dua_hari_kedepan_yang	dua	hari	kedepan	yang	1
dua_kamera_depan_guna	dua	kamera	depan	guna	1
dua_kamera_depan_pertama	dua	kamera	depan	pertama	1
dua_kamera_menghadap_depan	dua	kamera	menghadap	depan	1
dua_ke_depan_ini	dua	ke	depan	ini	1
dua_lapis_di_depan	dua	lapis	di	depan	1
dua_masa_depan_dalam	dua	masa	depan	dalam	1
dua_minggu_depan_tuturnya	dua	minggu	depan	tuturnya	1
dua_minggu_kedepan_ada	dua	minggu	kedepan	ada	1
dua_musim_ke_depan	dua	musim	ke	depan	1
dua_pekan_depan_baru	dua	pekan	depan	baru	1
dua_pekan_depan_dari	dua	pekan	depan	dari	1
dua_pekan_depan_kata	dua	pekan	depan	kata	1
dua_pekan_depan_mendatang	dua	pekan	depan	mendatang	1
dua_pekan_kedepan_nanti	dua	pekan	kedepan	nanti	1
dua_pekan_kedepan_terhitung	dua	pekan	kedepan	terhitung	1
dua_pemain_depan_menjadi	dua	pemain	depan	menjadi	1
dua_pemain_depan_yang	dua	pemain	depan	yang	1
dua_pembalap_di_depannya	dua	pembalap	di	depannya	1
dua_penjaga_di_depan	dua	penjaga	di	depan	1
dua_penyerang_di_depan	dua	penyerang	di	depan	1
dua_pertandingan_ke_depan	dua	pertandingan	ke	depan	1
dua_poros_terdepan_twee	dua	poros	terdepan	twee	1
dua_tahun_depan_imbuhnya	dua	tahun	depan	imbuhnya	1
dua_tahun_depan_pasar	dua	tahun	depan	pasar	1
dua_tahun_depan_ujarnya	dua	tahun	depan	ujarnya	1
dua_tahun_di_depannya	dua	tahun	di	depannya	1
dua_teras_depan_rumah	dua	teras	depan	rumah	1
dual_kamera_depan_dan	dual	kamera	depan	dan	1
duduk_antara_penumpang_depan	duduk	antara	penumpang	depan	1
duduk_bagian_depan_samping	duduk	bagian	depan	samping	1
duduk_di_bagian_depan	duduk	di	bagian	depan	1
duduk_di_bangku_depan	duduk	di	bangku	depan	1
duduk_di_depan_kesayangan	duduk	di	depan	kesayangan	1
duduk_di_depan_layar	duduk	di	depan	layar	1
duduk_di_depan_makam	duduk	di	depan	makam	1
duduk_di_depan_panggung	duduk	di	depan	panggung	1
duduk_di_depan_pintu	duduk	di	depan	pintu	1
duduk_di_depan_rumah	duduk	di	depan	rumah	1
duduk_di_depan_televisi	duduk	di	depan	televisi	1
duduk_di_depan_terkekeh-kekeh	duduk	di	depan	terkekeh-kekeh	1
duduk_di_depan_toko	duduk	di	depan	toko	1
duduk_di_pintu_depan	duduk	di	pintu	depan	1
duduk_diam_di_depan	duduk	diam	di	depan	1
duduk_didepan_dan_persen	duduk	didepan	dan	persen	1
duduk_jam_di_depan	duduk	jam	di	depan	1
duduk_manis_di_depan	duduk	manis	di	depan	1
duduk_santai_di_depan	duduk	santai	di	depan	1
duduk_terdiam_di_depan	duduk	terdiam	di	depan	1
duduk-duduk_di_depan_bengkelnya	duduk-duduk	di	depan	bengkelnya	1
duduknya_berjajar_di_depan	duduknya	berjajar	di	depan	1
duet_di_lini_depan	duet	di	lini	depan	1
duetnya_di_lini_depan	duetnya	di	lini	depan	1
dukung_karena_ke_depan	dukung	karena	ke	depan	1
dukungan_terhadap_masa_depan	dukungan	terhadap	masa	depan	1
dulu_berdiri_di_depan	dulu	berdiri	di	depan	1
dulu_mengedepankan_segi_kualitas	dulu	mengedepankan	segi	kualitas	1
dulu_nanti_pekan_depan	dulu	nanti	pekan	depan	1
dulu_perkembangannya_ke_depan	dulu	perkembangannya	ke	depan	1
dulu_tetapi_ke_depannya	dulu	tetapi	ke	depannya	1
dunia_di_depan_seluruh	dunia	di	depan	seluruh	1
dunia_di_masa_depan	dunia	di	masa	depan	1
dunia_di_musim_depan	dunia	di	musim	depan	1
dunia_ke_depan_dan	dunia	ke	depan	dan	1
dunia_ke_depan_jargon	dunia	ke	depan	jargon	1
dunia_kedepan_adalah_komunikasi	dunia	kedepan	adalah	komunikasi	1
dunia_pada_bulan_depan	dunia	pada	bulan	depan	1
dunia_pada_tahun_depan	dunia	pada	tahun	depan	1
dunia_pendidikan_kedepannya_kata	dunia	pendidikan	kedepannya	kata	1
dunia_seni_ke_depannya	dunia	seni	ke	depannya	1
dupa_menyala_di_depan	dupa	menyala	di	depan	1
durasi_anak_di_depan	durasi	anak	di	depan	1
durian_runtuh_di_depan	durian	runtuh	di	depan	1
dusun_pada_tahun_depan	dusun	pada	tahun	depan	1
e_puolll_dengan_mengedepankan	e	puolll	dengan	mengedepankan	1
e-government_ke_depan_bisa	e-government	ke	depan	bisa	1
eceng_gondak_tahun_depan	eceng	gondak	tahun	depan	1
eceran_di_depan_rumahnya	eceran	di	depan	rumahnya	1
economy_bangsa_ke_depan	economy	bangsa	ke	depan	1
efektif_serta_mengedepankan_aspek	efektif	serta	mengedepankan	aspek	1
efektivitas_lini_depan_yang	efektivitas	lini	depan	yang	1
efisien-si_harus_dikedepankan_dalam	efisien-si	harus	dikedepankan	dalam	1
efisiensi_ha-rus_terus_dikedepankan	efisiensi	ha-rus	terus	dikedepankan	1
ekologisnya_dengan_mengedepankan_pelestarian	ekologisnya	dengan	mengedepankan	pelestarian	1
ekonomi_bangsa_ke_depan	ekonomi	bangsa	ke	depan	1
ekonomi_di_masa_depan	ekonomi	di	masa	depan	1
ekonomi_domestik_ke_depan	ekonomi	domestik	ke	depan	1
ekonomi_global_ke_depan	ekonomi	global	ke	depan	1
ekonomi_global_tahun_depan	ekonomi	global	tahun	depan	1
ekonomi_ke_depan_dukungan	ekonomi	ke	depan	dukungan	1
ekonomi_ke_depan_kata	ekonomi	ke	depan	kata	1
ekonomi_ke_depan_katanya	ekonomi	ke	depan	katanya	1
ekonomi_ke_depan_sehingga	ekonomi	ke	depan	sehingga	1
ekonomi_kedepan_yang_perlu	ekonomi	kedepan	yang	perlu	1
ekonomi_kita_ke_depan	ekonomi	kita	ke	depan	1
ekonomi_lebih_tinggi_kedepan	ekonomi	lebih	tinggi	kedepan	1
ekonomi_masa_depan_memang	ekonomi	masa	depan	memang	1
ekonomi_nasional_ke_depan	ekonomi	nasional	ke	depan	1
ekonomi_pada_masa_depan	ekonomi	pada	masa	depan	1
ekonomi_pada_tahun_depan	ekonomi	pada	tahun	depan	1
ekonomi_tahun_depan_akan	ekonomi	tahun	depan	akan	1
ekonomi_tahun_depan_di	ekonomi	tahun	depan	di	1
ekonomi_tahun_depan_masih	ekonomi	tahun	depan	masih	1
ekonomi_tahun_depan_tidak	ekonomi	tahun	depan	tidak	1
ekonomi_umat_masa_depan	ekonomi	umat	masa	depan	1
ekonomi_untuk_masa_depan	ekonomi	untuk	masa	depan	1
eksekutifnya_di_depan_umum	eksekutifnya	di	depan	umum	1
eksis_dalam_program-program_terdepan	eksis	dalam	program-program	terdepan	1
eksis_di_masa_depan	eksis	di	masa	depan	1
eksis_ke_depannya_nanti	eksis	ke	depannya	nanti	1
ekspektasi_inflasi_ke_depan	ekspektasi	inflasi	ke	depan	1
ekspor_perikanan_ke_depan	ekspor	perikanan	ke	depan	1
eksterior_pada_bagian_depan	eksterior	pada	bagian	depan	1
ekstrakulikuler_karate_di_depan	ekstrakulikuler	karate	di	depan	1
elektabilitasnya_bulan_depan_katanya	elektabilitasnya	bulan	depan	katanya	1
elektronik_sebanyak_tahun_depan	elektronik	sebanyak	tahun	depan	1
elit_partai_lebih_mengedepankan	elit	partai	lebih	mengedepankan	1
elite_politik_ke_depannya	elite	politik	ke	depannya	1
elite_politik_untuk_mengedepankan	elite	politik	untuk	mengedepankan	1
emas_dan_masa_depan	emas	dan	masa	depan	1
emas_diusung_ke_depan	emas	diusung	ke	depan	1
emas_kedepannya_di_setiap	emas	kedepannya	di	setiap	1
embung_yang_ke_depannya	embung	yang	ke	depannya	1
emosi_dan_kedepankan_dialog	emosi	dan	kedepankan	dialog	1
emosinya_di_depan_anak-anaknya	emosinya	di	depan	anak-anaknya	1
empat_bulan_kedepan_hingga	empat	bulan	kedepan	hingga	1
empat_di_depan_pebalap	empat	di	depan	pebalap	1
empat_hari_kedepan_cedera	empat	hari	kedepan	cedera	1
empat_pebalap_terdepan_pada	empat	pebalap	terdepan	pada	1
empat_pekan_ke_depan	empat	pekan	ke	depan	1
empat_pem-balap_di_depan	empat	pem-balap	di	depan	1
empat_pemain_depan_yang	empat	pemain	depan	yang	1
empat_pembalap_terdepan_pada	empat	pembalap	terdepan	pada	1
empat_persen_tahun_depan	empat	persen	tahun	depan	1
empat_tahun_ke_depannya	empat	tahun	ke	depannya	1
empat_tahun_kedepan_harus	empat	tahun	kedepan	harus	1
emper_depan_pintu_masuk	emper	depan	pintu	masuk	1
empuk_ke_depan_mulut	empuk	ke	depan	mulut	1
enam_bulan_kedepan_dan	enam	bulan	kedepan	dan	1
enam_bulan_kedepan_karena	enam	bulan	kedepan	karena	1
enam_bulan_kedepan_katanya	enam	bulan	kedepan	katanya	1
enam_bulan_kedepan_prilaku	enam	bulan	kedepan	prilaku	1
enam_bulan_kedepan_stok	enam	bulan	kedepan	stok	1
enam_hari_ke_depan	enam	hari	ke	depan	1
enam_pekan_ke_depan	enam	pekan	ke	depan	1
enam_persen_tahun_depan	enam	persen	tahun	depan	1
enam_tahun_kedepan_yaitu	enam	tahun	kedepan	yaitu	1
end_ke_depannya_bisa	end	ke	depannya	bisa	1
energi_masa_depan_bagi	energi	masa	depan	bagi	1
energi_masa_depan_katanya	energi	masa	depan	katanya	1
energi_masa_depan_lainnya	energi	masa	depan	lainnya	1
energi_masa_depan_pemerintah	energi	masa	depan	pemerintah	1
energi_terbarukan_kedepan_akan	energi	terbarukan	kedepan	akan	1
energy_masa_depan_yang	energy	masa	depan	yang	1
engedepankan_kepentingan_jangka_pendek	engedepankan	kepentingan	jangka	pendek	1
enggak_mau_di_depan	enggak	mau	di	depan	1
enggan_berkomentar_masa_depan	enggan	berkomentar	masa	depan	1
enggan_memikirkan_masa_depannya	enggan	memikirkan	masa	depannya	1
enm_bulan_ke_depan	enm	bulan	ke	depan	1
entah_ke_depan_akan	entah	ke	depan	akan	1
epidemi_di_masa_depan	epidemi	di	masa	depan	1
era_ke_depan_akan	era	ke	depan	akan	1
erbicara_ke_depan_propinsi	erbicara	ke	depan	propinsi	1
estafet_masa_depan_bangsa	estafet	masa	depan	bangsa	1
estafet_masa_depan_kita	estafet	masa	depan	kita	1
etis_di_depan_menteri	etis	di	depan	menteri	1
euro_kaca_di_depan	euro	kaca	di	depan	1
evaluasi_apakah_ke_depan	evaluasi	apakah	ke	depan	1
evaluasi_ke_depan_lanjutnya	evaluasi	ke	depan	lanjutnya	1
evaluasi_musim_depan_kata	evaluasi	musim	depan	kata	1
evaluasi_untuk_kebaikan_kedepan	evaluasi	untuk	kebaikan	kedepan	1
even_yang_ditunggu-tunggu_kedepannya	even	yang	ditunggu-tunggu	kedepannya	1
event_ke_depan_di	event	ke	depan	di	1
event_space_di_depan	event	space	di	depan	1
event_terbuka_di_depan	event	terbuka	di	depan	1
fair_dan_mengedepankan_demokrasi	fair	dan	mengedepankan	demokrasi	1
fair_demi_masa_depan	fair	demi	masa	depan	1
fakta_hu-kum_yang_dikedepankan	fakta	hu-kum	yang	dikedepankan	1
faktor_penentu_masa_depan	faktor	penentu	masa	depan	1
fasilitas_pada_bulan_depan	fasilitas	pada	bulan	depan	1
favorit_juara_tahun_depan	favorit	juara	tahun	depan	1
fender_depan_kap_mesin	fender	depan	kap	mesin	1
figur_akan_mengedepankan_me-kanisme	figur	akan	mengedepankan	me-kanisme	1
figur_pemimpin_yang_kedepannya	figur	pemimpin	yang	kedepannya	1
figur_pemimpinan_masa_depan	figur	pemimpinan	masa	depan	1
film_baru_tahun_depan	film	baru	tahun	depan	1
film_di_depan_pintu	film	di	depan	pintu	1
film_tahun_depan_bersama	film	tahun	depan	bersama	1
final_dan_pekan_depan	final	dan	pekan	depan	1
final_pemilu_tahun_depan	final	pemilu	tahun	depan	1
final_terkait_masa_depan	final	terkait	masa	depan	1
finis_terdepan_dan_menasbihkan	finis	terdepan	dan	menasbihkan	1
finish_bertempad_di_depan	finish	bertempad	di	depan	1
finish_ke_depan_dermaga	finish	ke	depan	dermaga	1
finishing_di_depan_gawang	finishing	di	depan	gawang	1
firasat_bahwa_tahun_depan	firasat	bahwa	tahun	depan	1
fisik_ke_depan_juga	fisik	ke	depan	juga	1
fiskal_negara_ke_depannya	fiskal	negara	ke	depannya	1
fitur_kamera_depan_lima	fitur	kamera	depan	lima	1
flash_di_bagian_depan	flash	di	bagian	depan	1
flash_untuk_kamera_depan	flash	untuk	kamera	depan	1
fleksibel_dan_terdepan_di	fleksibel	dan	terdepan	di	1
focus_pada_masa_depan	focus	pada	masa	depan	1
fokus_dan_kamera_depan	fokus	dan	kamera	depan	1
fokus_masa_depan_dan	fokus	masa	depan	dan	1
formal_agar_ke_depan	formal	agar	ke	depan	1
formal_pada_tahun_depan	formal	pada	tahun	depan	1
formasi_di_depan_tank	formasi	di	depan	tank	1
formulasi_agar_ke_depan	formulasi	agar	ke	depan	1
forum_ini_kedepan_situasi	forum	ini	kedepan	situasi	1
fosil_di_masa_depan	fosil	di	masa	depan	1
foto_halaman_depan_harian	foto	halaman	depan	harian	1
foto_sama_dia_depan	foto	sama	dia	depan	1
foto-foto_narsis_di_depan	foto-foto	narsis	di	depan	1
foto-fotonya_jalan_di_depan	foto-fotonya	jalan	di	depan	1
fotokopi_di_depan_sekolah	fotokopi	di	depan	sekolah	1
front_ter-depan_dalam_mengawal	front	ter-depan	dalam	mengawal	1
front_terdepan_dalam_mengawal	front	terdepan	dalam	mengawal	1
front_terdepan_untuk_menurunkan	front	terdepan	untuk	menurunkan	1
fu-turistik_kedepan_dan_hanya	fu-turistik	kedepan	dan	hanya	1
futsal_pada_bagian_depan	futsal	pada	bagian	depan	1
gabdin_tahun_depan_yang	gabdin	tahun	depan	yang	1
gabungan_opgab_di_depan	gabungan	opgab	di	depan	1
gagal_mempertahankan_posisi_terdepan	gagal	mempertahankan	posisi	terdepan	1
gagasan_perbaikan_daerah_kedepan	gagasan	perbaikan	daerah	kedepan	1
gak_tahu_masa_depannya	gak	tahu	masa	depannya	1
galang_massa_di_depan	galang	massa	di	depan	1
galau_di_depan_kantor	galau	di	depan	kantor	1
galvanis_ke_depannya_mereka	galvanis	ke	depannya	mereka	1
gambar_depan_baju_itu	gambar	depan	baju	itu	1
gambaran_pilihan_masa_depan	gambaran	pilihan	masa	depan	1
gamblang_di_halaman_depan	gamblang	di	halaman	depan	1
gambut_ke_depan_katanya	gambut	ke	depan	katanya	1
ganas-ganasnya_di_depan_gawang	ganas-ganasnya	di	depan	gawang	1
ganasnya_di_depan_gawang	ganasnya	di	depan	gawang	1
ganti_jamaah_tahun_depan	ganti	jamaah	tahun	depan	1
gantungkan_di_depan_teras	gantungkan	di	depan	teras	1
gapura_depan_tertulis_dengan	gapura	depan	tertulis	dengan	1
gapura_di_depan_jalan	gapura	di	depan	jalan	1
garakan_maju_ke_depan	garakan	maju	ke	depan	1
garang_di_depan_gawang	garang	di	depan	gawang	1
garasi_di_depan_dan	garasi	di	depan	dan	1
garda_depan_dalam_menjaga	garda	depan	dalam	menjaga	1
garda_depan_dalam_semua	garda	depan	dalam	semua	1
garda_depan_dan_hubungan	garda	depan	dan	hubungan	1
garda_depan_di_seluruh	garda	depan	di	seluruh	1
garda_depan_pelayanan_pada	garda	depan	pelayanan	pada	1
garda_depan_penjaga_nilai	garda	depan	penjaga	nilai	1
garda_depan_untuk_menyampaikan	garda	depan	untuk	menyampaikan	1
garda_depannya_lanjut_pria	garda	depannya	lanjut	pria	1
garda_paling_depan_dalam	garda	paling	depan	dalam	1
garda_ter-depan_da-lam_upaya	garda	ter-depan	da-lam	upaya	1
garda_terdepan_atau_penjaga	garda	terdepan	atau	penjaga	1
garda_terdepan_bangsa_lebih	garda	terdepan	bangsa	lebih	1
garda_terdepan_da-lam_memerangi	garda	terdepan	da-lam	memerangi	1
garda_terdepan_dalam_implementasi	garda	terdepan	dalam	implementasi	1
garda_terdepan_dalam_mem-perjuangkan	garda	terdepan	dalam	mem-perjuangkan	1
garda_terdepan_dalam_meng-golkan	garda	terdepan	dalam	meng-golkan	1
garda_terdepan_dalam_mengantisipasi	garda	terdepan	dalam	mengantisipasi	1
garda_terdepan_dalam_menyikapi	garda	terdepan	dalam	menyikapi	1
garda_terdepan_dalam_menyukseskan	garda	terdepan	dalam	menyukseskan	1
garda_terdepan_dalam_pelayanan	garda	terdepan	dalam	pelayanan	1
garda_terdepan_dalam_pencegahan	garda	terdepan	dalam	pencegahan	1
garda_terdepan_dalam_pendidikan	garda	terdepan	dalam	pendidikan	1
garda_terdepan_dalam_pengawasan	garda	terdepan	dalam	pengawasan	1
garda_terdepan_dalam_perjuangan	garda	terdepan	dalam	perjuangan	1
garda_terdepan_dalam_perlindungan	garda	terdepan	dalam	perlindungan	1
garda_terdepan_dalam_upaya	garda	terdepan	dalam	upaya	1
garda_terdepan_ekonomi_rakyat	garda	terdepan	ekonomi	rakyat	1
garda_terdepan_harus_lebih	garda	terdepan	harus	lebih	1
garda_terdepan_jika_ada	garda	terdepan	jika	ada	1
garda_terdepan_kampanye_ini	garda	terdepan	kampanye	ini	1
garda_terdepan_kehidupan_bernegara	garda	terdepan	kehidupan	bernegara	1
garda_terdepan_memenangkan_kembali	garda	terdepan	memenangkan	kembali	1
garda_terdepan_menantang_oknum	garda	terdepan	menantang	oknum	1
garda_terdepan_menjaga_keutuhan	garda	terdepan	menjaga	keutuhan	1
garda_terdepan_menyadarkan_masyarakat	garda	terdepan	menyadarkan	masyarakat	1
garda_terdepan_pembangunan_keluarga	garda	terdepan	pembangunan	keluarga	1
garda_terdepan_saat_terjadi	garda	terdepan	saat	terjadi	1
garda_terdepan_untuk_memberantas	garda	terdepan	untuk	memberantas	1
garda_terdepan_untuk_memotivasi	garda	terdepan	untuk	memotivasi	1
garda_terdepan_untuk_mendengarkan	garda	terdepan	untuk	mendengarkan	1
garda_terdepan_untuk_mengetahui	garda	terdepan	untuk	mengetahui	1
garda_terdepan_untuk_menghalau	garda	terdepan	untuk	menghalau	1
garda_terdepan_untuk_meningkatkan	garda	terdepan	untuk	meningkatkan	1
garda_terdepan_untuk_menjadi	garda	terdepan	untuk	menjadi	1
garda_terdepan_untuk_menjaga	garda	terdepan	untuk	menjaga	1
garda_terdepan_untuk_menumbuhkan	garda	terdepan	untuk	menumbuhkan	1
garda_terdepan_untuk_untuk	garda	terdepan	untuk	untuk	1
garda_terdepan_yang_bertugas	garda	terdepan	yang	bertugas	1
garda_yang_terdepan_dalam	garda	yang	terdepan	dalam	1
garis_depan_atau_show	garis	depan	atau	show	1
garis_depan_bagian_timur	garis	depan	bagian	timur	1
garis_depan_bagian_utara	garis	depan	bagian	utara	1
garis_depan_bangsa_yang	garis	depan	bangsa	yang	1
garis_depan_dalam_memberikan	garis	depan	dalam	memberikan	1
garis_depan_dengan_petugas	garis	depan	dengan	petugas	1
garis_depan_di_bagian	garis	depan	di	bagian	1
garis_depan_di_timur	garis	depan	di	timur	1
garis_depan_dipegang_perwira	garis	depan	dipegang	perwira	1
garis_depan_gerakan_untuk	garis	depan	gerakan	untuk	1
garis_depan_iya_seperti	garis	depan	iya	seperti	1
garis_depan_ke_arah	garis	depan	ke	arah	1
garis_depan_koalisi_pendukung	garis	depan	koalisi	pendukung	1
garis_depan_pada_sejumlah	garis	depan	pada	sejumlah	1
garis_depan_pemecahan_kegiatan	garis	depan	pemecahan	kegiatan	1
garis_depan_penyuluh_dan	garis	depan	penyuluh	dan	1
garis_depan_perang_melawan	garis	depan	perang	melawan	1
garis_depan_perjuangan_agar	garis	depan	perjuangan	agar	1
garis_depan_perjuangan_dalam	garis	depan	perjuangan	dalam	1
garis_depan_pertempuran_bergerak	garis	depan	pertempuran	bergerak	1
garis_depan_pertempuran_melawan	garis	depan	pertempuran	melawan	1
garis_depan_sehingga_kaum	garis	depan	sehingga	kaum	1
garis_depan_seusai_parade	garis	depan	seusai	parade	1
garis_depan_tandas_keduanya	garis	depan	tandas	keduanya	1
garis_depan_tapi_didukung	garis	depan	tapi	didukung	1
garis_depan_untuk_ditempatkan	garis	depan	untuk	ditempatkan	1
garis_depan_untuk_mengawal	garis	depan	untuk	mengawal	1
garis_depan_untuk_menjalankan	garis	depan	untuk	menjalankan	1
garis_depan_yang_kosong	garis	depan	yang	kosong	1
garis_depan_yang_membuat	garis	depan	yang	membuat	1
garis_paling_depan_dalam	garis	paling	depan	dalam	1
garis_paling_depan_tandas	garis	paling	depan	tandas	1
garis_pantai_depan_pulau	garis	pantai	depan	pulau	1
garis_terdepan_bergerak_termasuk	garis	terdepan	bergerak	termasuk	1
garis_terdepan_dalam_evolusi	garis	terdepan	dalam	evolusi	1
garis_terdepan_dalam_melakukan	garis	terdepan	dalam	melakukan	1
garis_terdepan_dalam_penjelajahan	garis	terdepan	dalam	penjelajahan	1
garis_terdepan_dan_dipandang	garis	terdepan	dan	dipandang	1
garis_terdepan_membela_hak-hak	garis	terdepan	membela	hak-hak	1
garis_terdepan_sebagai_ketua	garis	terdepan	sebagai	ketua	1
garis_terdepan_untuk_meluncurkan	garis	terdepan	untuk	meluncurkan	1
garis_terdepan_yang_membagi	garis	terdepan	yang	membagi	1
gas_ke_depan_tidak	gas	ke	depan	tidak	1
gas_ketika_ban_depan	gas	ketika	ban	depan	1
gas_setelah_start_terdepan	gas	setelah	start	terdepan	1
gaul_yang_tetap_mengedepankan	gaul	yang	tetap	mengedepankan	1
gawang_besar_masa_depan	gawang	besar	masa	depan	1
gawang_pada_musim_depan	gawang	pada	musim	depan	1
gaya_bicaranya_di_depan	gaya	bicaranya	di	depan	1
gaya_hidup_ke_depan	gaya	hidup	ke	depan	1
gelandang_depan_bek_adalah	gelandang	depan	bek	adalah	1
gelar_kembali_musim_depan	gelar	kembali	musim	depan	1
gelar_pasukan_di_depan	gelar	pasukan	di	depan	1
gelar_pekan_depan_itu	gelar	pekan	depan	itu	1
gelom-bang_dan_pekan_depan	gelom-bang	dan	pekan	depan	1
gembala_berada_di_depan	gembala	berada	di	depan	1
gemilang_di_musim_depan	gemilang	di	musim	depan	1
generasi_ke_depan_tandas	generasi	ke	depan	tandas	1
generasi_ke_depan_tidak	generasi	ke	depan	tidak	1
generasi_masa_depan_kata	generasi	masa	depan	kata	1
generasi_masa_depan_katanya	generasi	masa	depan	katanya	1
generasi_masa_depan_seharusnya	generasi	masa	depan	seharusnya	1
generasi_masa_depan_tercapainya	generasi	masa	depan	tercapainya	1
generasi_muda_ke_depan	generasi	muda	ke	depan	1
generasi_teater_ke_depannya	generasi	teater	ke	depannya	1
generasi-genarasi_yang_ke_depan	generasi-genarasi	yang	ke	depan	1
generasi-generasi_unggul_masa_depan	generasi-generasi	unggul	masa	depan	1
gengsi_di_musim_depan	gengsi	di	musim	depan	1
genital_dari_depan_ke	genital	dari	depan	ke	1
genset_mudah-mudahan_pekan_depan	genset	mudah-mudahan	pekan	depan	1
gerai_sedangkan_di_depan	gerai	sedangkan	di	depan	1
gerak_lurus_ke_depan	gerak	lurus	ke	depan	1
gerbang_kota_masa_depan	gerbang	kota	masa	depan	1
gereja_di_masa_depan	gereja	di	masa	depan	1
gereja_masa_depan_memiliki	gereja	masa	depan	memiliki	1
gigi_depan_yang_sangat	gigi	depan	yang	sangat	1
gigi_depan_yang_sudah	gigi	depan	yang	sudah	1
gigi_di_depan_rumah-rumah	gigi	di	depan	rumah-rumah	1
giginya_bagian_depan_tanggal	giginya	bagian	depan	tanggal	1
giling_sudah_di_depan	giling	sudah	di	depan	1
giliran_berbicara_di_depan	giliran	berbicara	di	depan	1
global_di_masa_depan	global	di	masa	depan	1
global_ke_depan_dengan	global	ke	depan	dengan	1
global_kedepannya_market_kami	global	kedepannya	market	kami	1
global_pada_tahun_depan	global	pada	tahun	depan	1
global_sudah_di_depan	global	sudah	di	depan	1
global_tahun_depan_ada	global	tahun	depan	ada	1
globalisasi_masa_depan_yang	globalisasi	masa	depan	yang	1
goal_dia_ke_depannya	goal	dia	ke	depannya	1
gol_dari_pemain_depan	gol	dari	pemain	depan	1
gol_di_depan_fans	gol	di	depan	fans	1
gol_didepan_fans_kami	gol	didepan	fans	kami	1
gol_penting_pekan_depan	gol	penting	pekan	depan	1
gol_terlambat_itu_dikedepankan	gol	terlambat	itu	dikedepankan	1
gorong-gorong_dan_ke_depan	gorong-gorong	dan	ke	depan	1
grafis_untuk_ke_depannya	grafis	untuk	ke	depannya	1
gratis_di_depan_pintu	gratis	di	depan	pintu	1
gratis_maka_ke_depan	gratis	maka	ke	depan	1
gril_depan_dengan_logo	gril	depan	dengan	logo	1
gril_depan_yang_lebih	gril	depan	yang	lebih	1
grill_depan_bumper_depan	grill	depan	bumper	depan	1
grill_depan_sampai_buritan	grill	depan	sampai	buritan	1
grill_depan_yang_lebih	grill	depan	yang	lebih	1
grille_depan_dynamic_shield	grille	depan	dynamic	shield	1
