ngram	w1	w2	w3	w4	n
lima_tahun_ke_depan	lima	tahun	ke	depan	135
beberapa_hari_ke_depan	beberapa	hari	ke	depan	68
sudah_di_depan_mata	sudah	di	depan	mata	50
tiga_bulan_ke_depan	tiga	bulan	ke	depan	45
beberapa_tahun_ke_depan	beberapa	tahun	ke	depan	40
masa_depan_yang_lebih	masa	depan	yang	lebih	39
dua_tahun_ke_depan	dua	tahun	ke	depan	36
tiga_tahun_ke_depan	tiga	tahun	ke	depan	36
depan_yang_lebih_baik	depan	yang	lebih	baik	33
enam_bulan_ke_depan	enam	bulan	ke	depan	32
yang_ada_di_depan	yang	ada	di	depan	30
beberapa_bulan_ke_depan	beberapa	bulan	ke	depan	28
empat_tahun_ke_depan	empat	tahun	ke	depan	27
tiga_hari_ke_depan	tiga	hari	ke	depan	26
dua_bulan_ke_depan	dua	bulan	ke	depan	23
yang_berada_di_depan	yang	berada	di	depan	22
beberapa_pekan_ke_depan	beberapa	pekan	ke	depan	21
depan_pekan_ini_red	depan	pekan	ini	red	21
di_depan_pintu_masuk	di	depan	pintu	masuk	21
hingga_tahun_ke_depan	hingga	tahun	ke	depan	20
ada_di_depan_mata	ada	di	depan	mata	18
dua_hari_ke_depan	dua	hari	ke	depan	18
ke_depan_akan_lebih	ke	depan	akan	lebih	18
dua_pekan_ke_depan	dua	pekan	ke	depan	17
satu_tahun_ke_depan	satu	tahun	ke	depan	17
dalam_tahun_ke_depan	dalam	tahun	ke	depan	15
dua_minggu_ke_depan	dua	minggu	ke	depan	15
pekan_depan_pekan_ini	pekan	depan	pekan	ini	15
akan_digelar_pekan_depan	akan	digelar	pekan	depan	14
depan_tidak_ada_lagi	depan	tidak	ada	lagi	14
unjuk_rasa_di_depan	unjuk	rasa	di	depan	14
yang_sudah_di_depan	yang	sudah	di	depan	14
di_depan_gawang_lawan	di	depan	gawang	lawan	12
ke_depan_tidak_ada	ke	depan	tidak	ada	12
kemelut_di_depan_gawang	kemelut	di	depan	gawang	12
lebih_baik_ke_depannya	lebih	baik	ke	depannya	12
masa_depan_bangsa_dan	masa	depan	bangsa	dan	12
sampai_tahun_ke_depan	sampai	tahun	ke	depan	12
satu_bulan_ke_depan	satu	bulan	ke	depan	12
selama_hari_ke_depan	selama	hari	ke	depan	12
berbicara_di_depan_umum	berbicara	di	depan	umum	11
bulan_ke_depan_akan	bulan	ke	depan	akan	11
empat_bulan_ke_depan	empat	bulan	ke	depan	11
hingga_hari_ke_depan	hingga	hari	ke	depan	11
ke_depan_akan_semakin	ke	depan	akan	semakin	11
ke_depan_kami_akan	ke	depan	kami	akan	11
pekan_depan_dengan_agenda	pekan	depan	dengan	agenda	11
agar_ke_depan_tidak	agar	ke	depan	tidak	10
beberapa_minggu_ke_depan	beberapa	minggu	ke	depan	10
beberapa_waktu_ke_depan	beberapa	waktu	ke	depan	10
ke_depan_akan_ada	ke	depan	akan	ada	10
masa_depan_bangsa_ini	masa	depan	bangsa	ini	10
masa_depan_generasi_muda	masa	depan	generasi	muda	10
menjadi_garda_terdepan_dalam	menjadi	garda	terdepan	dalam	10
tahun_ke_depan_akan	tahun	ke	depan	akan	10
akan_dilaksanakan_pekan_depan	akan	dilaksanakan	pekan	depan	9
bagian_depan_dan_belakang	bagian	depan	dan	belakang	9
berada_di_garis_depan	berada	di	garis	depan	9
di_depan_majelis_hakim	di	depan	majelis	hakim	9
enam_tahun_ke_depan	enam	tahun	ke	depan	9
lebih_baik_ke_depan	lebih	baik	ke	depan	9
lima_hari_ke_depan	lima	hari	ke	depan	9
selama_tahun_ke_depan	selama	tahun	ke	depan	9
waktu_tahun_ke_depan	waktu	tahun	ke	depan	9
yang_ada_di_depannya	yang	ada	di	depannya	9
akan_dilakukan_pekan_depan	akan	dilakukan	pekan	depan	8
berada_tepat_di_depan	berada	tepat	di	depan	8
dan_kamera_depan_5MP	dan	kamera	depan	5MP	8
di_depan_publik_sendiri	di	depan	publik	sendiri	8
di_masa_depan_kata	di	masa	depan	kata	8
ke_depan_akan_menjadi	ke	depan	akan	menjadi	8
ke_depan_bisa_lebih	ke	depan	bisa	lebih	8
ke_depan_tidak_akan	ke	depan	tidak	akan	8
kini_dan_masa_depan	kini	dan	masa	depan	8
lalu_lintas_di_depan	lalu	lintas	di	depan	8
masa_depan_lebih_baik	masa	depan	lebih	baik	8
masa_depan_yang_baik	masa	depan	yang	baik	8
masa_depan_yang_cerah	masa	depan	yang	cerah	8
mengedepankan_asas_praduga_tak	mengedepankan	asas	praduga	tak	8
pada_awal_tahun_depan	pada	awal	tahun	depan	8
paling_lambat_pekan_depan	paling	lambat	pekan	depan	8
satu_minggu_ke_depan	satu	minggu	ke	depan	8
tahun_ke_depan_bisa	tahun	ke	depan	bisa	8
tahun_ke_depan_ujar	tahun	ke	depan	ujar	8
berada_di_depan_rumah	berada	di	depan	rumah	7
berunjuk_rasa_di_depan	berunjuk	rasa	di	depan	7
dalam_bulan_ke_depan	dalam	bulan	ke	depan	7
dan_di_masa_depan	dan	di	masa	depan	7
depan_akan_lebih_baik	depan	akan	lebih	baik	7
depan_hari_ini_red	depan	hari	ini	red	7
di_bagian_depan_dan	di	bagian	depan	dan	7
di_depan_publiknya_sendiri	di	depan	publiknya	sendiri	7
di_depan_rumah_korban	di	depan	rumah	korban	7
di_masa_depan_dan	di	masa	depan	dan	7
ke_depan_bisa_menjadi	ke	depan	bisa	menjadi	7
ke_depan_kata_dia	ke	depan	kata	dia	7
ke_depan_masih_akan	ke	depan	masih	akan	7
ke_depan_nanti_tidak	ke	depan	nanti	tidak	7
ke_depan_tidak_terjadi	ke	depan	tidak	terjadi	7
lima_bulan_ke_depan	lima	bulan	ke	depan	7
menjadi_yang_terdepan_dalam	menjadi	yang	terdepan	dalam	7
pada_tahun_depan_akan	pada	tahun	depan	akan	7
tahun_ke_depan_katanya	tahun	ke	depan	katanya	7
tahun_ke_depan_untuk	tahun	ke	depan	untuk	7
yang_terjadi_di_depan	yang	terjadi	di	depan	7
agar_ke_depan_lebih	agar	ke	depan	lebih	6
aral_melintang_pekan_depan	aral	melintang	pekan	depan	6
berada_di_depan_gawang	berada	di	depan	gawang	6
berada_di_garda_terdepan	berada	di	garda	terdepan	6
dalam_hari_ke_depan	dalam	hari	ke	depan	6
demi_masa_depan_anak	demi	masa	depan	anak	6
depan_anak_cucu_kita	depan	anak	cucu	kita	6
depan_bangsa_dan_negara	depan	bangsa	dan	negara	6
di_depan_pendukung_sendiri	di	depan	pendukung	sendiri	6
di_masa_depan_akan	di	masa	depan	akan	6
hari_ke_depan_atau	hari	ke	depan	atau	6
ke_depan_kita_akan	ke	depan	kita	akan	6
ke_depan_pihaknya_akan	ke	depan	pihaknya	akan	6
ke_depan_yang_lebih	ke	depan	yang	lebih	6
ke_depannya_akan_terus	ke	depannya	akan	terus	6
masa_depan_anak_cucu	masa	depan	anak	cucu	6
masa_depan_bangsa_yang	masa	depan	bangsa	yang	6
menentukan_wajah_masa_depan	menentukan	wajah	masa	depan	6
menjadi_pemimpin_masa_depan	menjadi	pemimpin	masa	depan	6
menuju_masa_depan_yang	menuju	masa	depan	yang	6
pada_pertengahan_tahun_depan	pada	pertengahan	tahun	depan	6
pekan_depan_kami_akan	pekan	depan	kami	akan	6
sampai_hari_ke_depan	sampai	hari	ke	depan	6
sudah_ada_di_depan	sudah	ada	di	depan	6
tahun_depan_akan_ada	tahun	depan	akan	ada	6
tahun_depan_akan_lebih	tahun	depan	akan	lebih	6
terjadi_di_masa_depan	terjadi	di	masa	depan	6
tujuh_hari_ke_depan	tujuh	hari	ke	depan	6
untuk_hari_ke_depan	untuk	hari	ke	depan	6
yang_dipasang_di_depan	yang	dipasang	di	depan	6
yang_sudah_didepan_mata	yang	sudah	didepan	mata	6
13MP_dan_kamera_depan	13MP	dan	kamera	depan	5
agar_ke_depan_nanti	agar	ke	depan	nanti	5
akan_meluncur_tahun_depan	akan	meluncur	tahun	depan	5
baik_di_masa_depan	baik	di	masa	depan	5
bulan_ke_depan_kata	bulan	ke	depan	kata	5
bulan_ke_depan_katanya	bulan	ke	depan	katanya	5
dalam_jam_ke_depan	dalam	jam	ke	depan	5
dan_diharapkan_ke_depan	dan	diharapkan	ke	depan	5
depan_dengan_agenda_pemeriksaan	depan	dengan	agenda	pemeriksaan	5
depan_tidak_terjadi_lagi	depan	tidak	terjadi	lagi	5
depan_yang_lebih_cerah	depan	yang	lebih	cerah	5
di_depan_banyak_orang	di	depan	banyak	orang	5
di_depan_dan_belakang	di	depan	dan	belakang	5
di_depan_mata_kita	di	depan	mata	kita	5
di_depan_mata_tidak	di	depan	mata	tidak	5
di_depan_pintu_keluar	di	depan	pintu	keluar	5
di_halaman_depan_rumah	di	halaman	depan	rumah	5
di_masa_depan_katanya	di	masa	depan	katanya	5
dilakukan_pada_tahun_depan	dilakukan	pada	tahun	depan	5
hari_ke_depan_akan	hari	ke	depan	akan	5
hari_ke_depan_kata	hari	ke	depan	kata	5
ini_dan_tahun_depan	ini	dan	tahun	depan	5
jadi_tren_tahun_depan	jadi	tren	tahun	depan	5
ke_depan_akan_dilakukan	ke	depan	akan	dilakukan	5
ke_depan_bisa_saja	ke	depan	bisa	saja	5
ke_depan_hal_ini	ke	depan	hal	ini	5
ke_depan_ini_akan	ke	depan	ini	akan	5
ke_depan_tidak_terulang	ke	depan	tidak	terulang	5
ke_depan_yang_akan	ke	depan	yang	akan	5
lini_tengah_dan_depan	lini	tengah	dan	depan	5
masa_depan_umat_manusia	masa	depan	umat	manusia	5
melakukan_aksi_di_depan	melakukan	aksi	di	depan	5
membaik_pada_tahun_depan	membaik	pada	tahun	depan	5
menanti_di_depan_mata	menanti	di	depan	mata	5
menjadi_garda_terdepan_untuk	menjadi	garda	terdepan	untuk	5
pada_awal_pekan_depan	pada	awal	pekan	depan	5
pada_tahun_depan_masih	pada	tahun	depan	masih	5
pekan_depan_hari_ini	pekan	depan	hari	ini	5
perusahaan_telekomunikasi_digital_terdepan	perusahaan	telekomunikasi	digital	terdepan	5
runway_mulai_tahun_depan	runway	mulai	tahun	depan	5
saat_berada_di_depan	saat	berada	di	depan	5
satu_pekan_ke_depan	satu	pekan	ke	depan	5
selama_sepekan_ke_depan	selama	sepekan	ke	depan	5
sepuluh_tahun_ke_depan	sepuluh	tahun	ke	depan	5
tahun_ke_depan_sudah	tahun	ke	depan	sudah	5
tampil_di_depan_publik	tampil	di	depan	publik	5
telekomunikasi_digital_terdepan_di	telekomunikasi	digital	terdepan	di	5
tepat_berada_di_depan	tepat	berada	di	depan	5
tetap_mengedepankan_asas_praduga	tetap	mengedepankan	asas	praduga	5
untuk_masa_depan_bangsa	untuk	masa	depan	bangsa	5
untuk_masa_depan_yang	untuk	masa	depan	yang	5
untuk_mengisi_lini_depan	untuk	mengisi	lini	depan	5
wajah_masa_depan_bangsa	wajah	masa	depan	bangsa	5
yang_berjaga_di_depan	yang	berjaga	di	depan	5
ada_di_bagian_depan	ada	di	bagian	depan	4
ada_di_depan_mereka	ada	di	depan	mereka	4
agar_penegak_hukum_mengedepankan	agar	penegak	hukum	mengedepankan	4
akan_bermain_di_depan	akan	bermain	di	depan	4
akan_dilanjutkan_pekan_depan	akan	dilanjutkan	pekan	depan	4
akan_menjadi_garda_terdepan	akan	menjadi	garda	terdepan	4
andalan_di_lini_depan	andalan	di	lini	depan	4
bagi_masa_depan_daerah	bagi	masa	depan	daerah	4
baik_lagi_ke_depan	baik	lagi	ke	depan	4
bangsa_di_masa_depan	bangsa	di	masa	depan	4
bangsa_ini_ke_depan	bangsa	ini	ke	depan	4
berada_di_depan_mata	berada	di	depan	mata	4
berada_di_depan_pintu	berada	di	depan	pintu	4
berada_di_garda_depan	berada	di	garda	depan	4
berada_di_garis_terdepan	berada	di	garis	terdepan	4
berhenti_di_depan_rumah	berhenti	di	depan	rumah	4
bulan_ke_depan_ini	bulan	ke	depan	ini	4
bulan_ke_depan_setelah	bulan	ke	depan	setelah	4
calon_pemimpin_masa_depan	calon	pemimpin	masa	depan	4
dalam_lima_tahun_kedepan	dalam	lima	tahun	kedepan	4
dan_demi_masa_depan	dan	demi	masa	depan	4
dan_finish_di_depan	dan	finish	di	depan	4
dan_kamera_depan_8MP	dan	kamera	depan	8MP	4
dan_masa_depan_bangsa	dan	masa	depan	bangsa	4
demi_masa_depan_generasi	demi	masa	depan	generasi	4
demi_masa_depan_mereka	demi	masa	depan	mereka	4
demonstrasi_di_depan_kantor	demonstrasi	di	depan	kantor	4
depan_akan_lebih_banyak	depan	akan	lebih	banyak	4
depan_bisa_lebih_baik	depan	bisa	lebih	baik	4
depan_makin_tidak_menentu	depan	makin	tidak	menentu	4
depan_menjadi_lebih_baik	depan	menjadi	lebih	baik	4
depan_pe-kan_ini_red	depan	pe-kan	ini	red	4
depan_tidak_terulang_lagi	depan	tidak	terulang	lagi	4
di_depan_kotak_penalti	di	depan	kotak	penalti	4
di_depan_mata_saya	di	depan	mata	saya	4
di_depan_mata_untuk	di	depan	mata	untuk	4
di_depan_pintu_gerbang	di	depan	pintu	gerbang	4
di_depan_pintu_rumah	di	depan	pintu	rumah	4
di_depan_pintu_utama	di	depan	pintu	utama	4
di_depan_rumah_makan	di	depan	rumah	makan	4
di_masa_depan_ujar	di	masa	depan	ujar	4
digelar_pada_pekan_depan	digelar	pada	pekan	depan	4
dilaksanakan_pada_pekan_depan	dilaksanakan	pada	pekan	depan	4
dilengkapi_dengan_kamera_depan	dilengkapi	dengan	kamera	depan	4
ditunda_hingga_tahun_depan	ditunda	hingga	tahun	depan	4
duduk_di_depan_komputer	duduk	di	depan	komputer	4
empat_hari_ke_depan	empat	hari	ke	depan	4
hari_ke_depan_ujar	hari	ke	depan	ujar	4
hari_ke_depan_untuk	hari	ke	depan	untuk	4
harus_menatap_ke_depan	harus	menatap	ke	depan	4
hingga_setahun_ke_depan	hingga	setahun	ke	depan	4
hukum_mengedepankan_kewajiban_mengayomi	hukum	mengedepankan	kewajiban	mengayomi	4
ia_berharap_ke_depan	ia	berharap	ke	depan	4
ini_atau_tahun_depan	ini	atau	tahun	depan	4
ini_di_masa_depan	ini	di	masa	depan	4
ini_ke_depan_akan	ini	ke	depan	akan	4
itu_sudah_di_depan	itu	sudah	di	depan	4
itu_terjadi_di_depan	itu	terjadi	di	depan	4
juga_berharap_ke_depan	juga	berharap	ke	depan	4
kamera_depan_dan_belakang	kamera	depan	dan	belakang	4
ke_depan_dan_akan	ke	depan	dan	akan	4
ke_depan_pemerintah_dapat	ke	depan	pemerintah	dapat	4
ke_depannya_tidak_ada	ke	depannya	tidak	ada	4
kehidupan_dan_masa_depan	kehidupan	dan	masa	depan	4
ketika_berada_di_depan	ketika	berada	di	depan	4
ketika_berbicara_di_depan	ketika	berbicara	di	depan	4
kita_di_masa_depan	kita	di	masa	depan	4
lagi_di_masa_depan	lagi	di	masa	depan	4
melakukan_demonstrasi_di_depan	melakukan	demonstrasi	di	depan	4
memiliki_masa_depan_yang	memiliki	masa	depan	yang	4
menentukan_masa_depan_bangsa	menentukan	masa	depan	bangsa	4
mengatakan_bahwa_ke_depan	mengatakan	bahwa	ke	depan	4
mengatakan_tahun_depan_makin	mengatakan	tahun	depan	makin	4
mengedepankan_kewajiban_mengayomi_dan	mengedepankan	kewajiban	mengayomi	dan	4
menggelar_aksi_di_depan	menggelar	aksi	di	depan	4
menjadi_penentu_masa_depan	menjadi	penentu	masa	depan	4
menyampaikan_pendapat_di_depan	menyampaikan	pendapat	di	depan	4
menyarankan_agar_ke_depan	menyarankan	agar	ke	depan	4
menyongsong_masa_depan_yang	menyongsong	masa	depan	yang	4
mereka_di_masa_depan	mereka	di	masa	depan	4
minggu_depan_pekan_ini	minggu	depan	pekan	ini	4
musim_balap_tahun_depan	musim	balap	tahun	depan	4
musim_haji_tahun_depan	musim	haji	tahun	depan	4
pada_akhir_tahun_depan	pada	akhir	tahun	depan	4
pada_bagian_depan_dan	pada	bagian	depan	dan	4
partai_ini_ke_depan	partai	ini	ke	depan	4
pekan_depan_sudah_bisa	pekan	depan	sudah	bisa	4
pendapat_di_depan_publik	pendapat	di	depan	publik	4
penegak_hukum_mengedepankan_kewajiban	penegak	hukum	mengedepankan	kewajiban	4
penting_untuk_masa_depan	penting	untuk	masa	depan	4
persaingan_di_lini_depan	persaingan	di	lini	depan	4
puluhan_tahun_ke_depan	puluhan	tahun	ke	depan	4
punya_masa_depan_yang	punya	masa	depan	yang	4
saat_berorasi_di_depan	saat	berorasi	di	depan	4
salah_satu_garda_terdepan	salah	satu	garda	terdepan	4
saya_yakin_ke_depan	saya	yakin	ke	depan	4
selesaikan_semuanya_minggu_depan	selesaikan	semuanya	minggu	depan	4
sudah_menanti_di_depan	sudah	menanti	di	depan	4
supaya_ke_depan_nanti	supaya	ke	depan	nanti	4
tahun_depan_juga_akan	tahun	depan	juga	akan	4
tahun_depan_kami_akan	tahun	depan	kami	akan	4
tahun_depan_kata_dia	tahun	depan	kata	dia	4
tahun_depan_kita_akan	tahun	depan	kita	akan	4
tahun_depan_makin_tidak	tahun	depan	makin	tidak	4
tahun_depan_pemerintah_akan	tahun	depan	pemerintah	akan	4
tahun_depan_sudah_ada	tahun	depan	sudah	ada	4
tahun_depan_tidak_akan	tahun	depan	tidak	akan	4
tahun_ke_depan_dan	tahun	ke	depan	dan	4
tahun_ke_depan_harus	tahun	ke	depan	harus	4
tahun_ke_depan_ini	tahun	ke	depan	ini	4
tahun_ke_depan_kata	tahun	ke	depan	kata	4
tahun_ke_depan_yang	tahun	ke	depan	yang	4
tampil_di_depan_umum	tampil	di	depan	umum	4
target_kita_ke_depan	target	kita	ke	depan	4
tepat_di_depan_rumah	tepat	di	depan	rumah	4
terjadi_di_depan_mata	terjadi	di	depan	mata	4
terjadi_kemelut_di_depan	terjadi	kemelut	di	depan	4
tidak_mungkin_ke_depan	tidak	mungkin	ke	depan	4
untuk_ke_depan_nanti	untuk	ke	depan	nanti	4
untuk_masa_depan_dan	untuk	masa	depan	dan	4
waktu_hari_ke_depan	waktu	hari	ke	depan	4
yang_berada_paling_depan	yang	berada	paling	depan	4
yang_dilakukan_di_depan	yang	dilakukan	di	depan	4
yang_duduk_di_depan	yang	duduk	di	depan	4
yang_terletak_di_depan	yang	terletak	di	depan	4
yang_terparkir_di_depan	yang	terparkir	di	depan	4
ada_di_depan_dan	ada	di	depan	dan	3
adalah_garda_terdepan_dalam	adalah	garda	terdepan	dalam	3
adalah_masa_depan_bangsa	adalah	masa	depan	bangsa	3
agar_ke_depannya_lebih	agar	ke	depannya	lebih	3
akan_dibangun_tahun_depan	akan	dibangun	tahun	depan	3
akan_dilakukan_di_depan	akan	dilakukan	di	depan	3
akan_dimulai_pekan_depan	akan	dimulai	pekan	depan	3
akan_dimulai_tahun_depan	akan	dimulai	tahun	depan	3
akan_direalisasikan_tahun_depan	akan	direalisasikan	tahun	depan	3
akan_dirilis_tahun_depan	akan	dirilis	tahun	depan	3
akan_menentukan_masa_depan	akan	menentukan	masa	depan	3
akan_menjadi_masa_depan	akan	menjadi	masa	depan	3
aksi_demo_di_depan	aksi	demo	di	depan	3
aksi_demonstrasi_di_depan	aksi	demonstrasi	di	depan	3
awal_pekan_depan_akan	awal	pekan	depan	akan	3
awal_tahun_depan_dengan	awal	tahun	depan	dengan	3
bagi_masa_depan_bangsa	bagi	masa	depan	bangsa	3
bahwa_ke_depan_dirinya	bahwa	ke	depan	dirinya	3
baik_lagi_ke_depannya	baik	lagi	ke	depannya	3
balapan_dari_posisi_terdepan	balapan	dari	posisi	terdepan	3
berada_di_baris_depan	berada	di	baris	depan	3
berada_di_barisan_depan	berada	di	barisan	depan	3
berada_di_depan_mobil	berada	di	depan	mobil	3
berada_di_depan_untuk	berada	di	depan	untuk	3
berada_di_posisi_terdepan	berada	di	posisi	terdepan	3
berbicara_di_depan_forum	berbicara	di	depan	forum	3
berbicara_di_depan_para	berbicara	di	depan	para	3
berbicara_di_depan_publik	berbicara	di	depan	publik	3
berharap_ke_depan_akan	berharap	ke	depan	akan	3
berharap_ke_depan_langkah	berharap	ke	depan	langkah	3
berhenti_tepat_di_depan	berhenti	tepat	di	depan	3
berjaga_di_depan_gerbang	berjaga	di	depan	gerbang	3
berlangsung_hingga_pekan_depan	berlangsung	hingga	pekan	depan	3
berlari_ke_depannya_seperti	berlari	ke	depannya	seperti	3
bermain_di_depan_pendukung	bermain	di	depan	pendukung	3
berpikir_tentang_masa_depannya	berpikir	tentang	masa	depannya	3
bisa_dilakukan_pekan_depan	bisa	dilakukan	pekan	depan	3
bisa_dilakukan_tahun_depan	bisa	dilakukan	tahun	depan	3
bola_di_depan_gawang	bola	di	depan	gawang	3
bola_ke_lini_depan	bola	ke	lini	depan	3
bulan_depan_kami_akan	bulan	depan	kami	akan	3
daerah_3T_terdepan_terluar	daerah	3T	terdepan	terluar	3
dalam_beberapa_hari_kedepan	dalam	beberapa	hari	kedepan	3
dalam_setahun_ke_depan	dalam	setahun	ke	depan	3
dan_ke_depan_akan	dan	ke	depan	akan	3
dan_ke_depan_bisa	dan	ke	depan	bisa	3
dan_ke_depannya_akan	dan	ke	depannya	akan	3
dan_masa_depan_para	dan	masa	depan	para	3
dan_pekan_depan_akan	dan	pekan	depan	akan	3
dan_shalat_di_depan	dan	shalat	di	depan	3
dan_tahun_depan_bisa	dan	tahun	depan	bisa	3
dari_depan_ke_belakang	dari	depan	ke	belakang	3
dari_depan_mulut_gawang	dari	depan	mulut	gawang	3
dari_posisi_paling_depan	dari	posisi	paling	depan	3
demi_masa_depan_bangsa	demi	masa	depan	bangsa	3
demo_di_depan_gedung	demo	di	depan	gedung	3
depan_agar_lebih_baik	depan	agar	lebih	baik	3
depan_akan_turun_lagi	depan	akan	turun	lagi	3
depan_dan_ke_belakang	depan	dan	ke	belakang	3
depan_dan_menjawabnya_dengan	depan	dan	menjawabnya	dengan	3
depan_dengan_agenda_mendengarkan	depan	dengan	agenda	mendengarkan	3
depan_hal_ini_tidak	depan	hal	ini	tidak	3
depan_kalau_tidak_ada	depan	kalau	tidak	ada	3
depan_kami_akan_segera	depan	kami	akan	segera	3
depan_kami_juga_akan	depan	kami	juga	akan	3
depan_kami_sudah_bisa	depan	kami	sudah	bisa	3
depan_lebih_baik_lagi	depan	lebih	baik	lagi	3
depan_masyarakat_akan_lebih	depan	masyarakat	akan	lebih	3
depan_nanti_tidak_terjadi	depan	nanti	tidak	terjadi	3
depan_program_ini_akan	depan	program	ini	akan	3
depan_publik_sendiri_di	depan	publik	sendiri	di	3
depan_rencananya_semua_lampu	depan	rencananya	semua	lampu	3
depan_seperti_mobil_listrik	depan	seperti	mobil	listrik	3
depan_tidak_akan_ada	depan	tidak	akan	ada	3
depannya_tidak_ada_lagi	depannya	tidak	ada	lagi	3
di_barisan_paling_depan	di	barisan	paling	depan	3
di_depan_aparat_kepolisian	di	depan	aparat	kepolisian	3
di_depan_balai_desa	di	depan	balai	desa	3
di_depan_gawang_yang	di	depan	gawang	yang	3
di_depan_gerbang_masuk	di	depan	gerbang	masuk	3
di_depan_kantor_bupati	di	depan	kantor	bupati	3
di_depan_kantor_polisi	di	depan	kantor	polisi	3
di_depan_layar_komputer	di	depan	layar	komputer	3
di_depan_mata_itu	di	depan	mata	itu	3
di_depan_mata_mereka	di	depan	mata	mereka	3
di_depan_mata_ujar	di	depan	mata	ujar	3
di_depan_orang_tua	di	depan	orang	tua	3
di_depan_penonton_yang	di	depan	penonton	yang	3
di_depan_pintu_kamar	di	depan	pintu	kamar	3
di_depan_pintu_ruang	di	depan	pintu	ruang	3
di_depan_public_sendiri	di	depan	public	sendiri	3
di_depan_publik_bahwa	di	depan	publik	bahwa	3
di_depan_publik_saat	di	depan	publik	saat	3
di_depan_sidang_paripurna	di	depan	sidang	paripurna	3
di_depan_toko_yang	di	depan	toko	yang	3
di_halaman_depan_dan	di	halaman	depan	dan	3
di_lini_depan_dan	di	lini	depan	dan	3
di_masa_depan_bisa	di	masa	depan	bisa	3
di_masa_depan_tegas	di	masa	depan	tegas	3
di_masa_depan_tidak	di	masa	depan	tidak	3
di_masa_depan_untuk	di	masa	depan	untuk	3
diharapkan_ke_depan_akan	diharapkan	ke	depan	akan	3
dilanjutkan_pekan_depan_dengan	dilanjutkan	pekan	depan	dengan	3
diluncurkan_pada_tahun_depan	diluncurkan	pada	tahun	depan	3
diserahkan_pada_pekan_depan	diserahkan	pada	pekan	depan	3
ditanya_rencananya_ke_depan	ditanya	rencananya	ke	depan	3
duduk_di_kursi_depan	duduk	di	kursi	depan	3
energi_di_masa_depan	energi	di	masa	depan	3
flash_dan_kamera_depan	flash	dan	kamera	depan	3
garda_terdepan_dalam_menjaga	garda	terdepan	dalam	menjaga	3
garis_start_di_depan	garis	start	di	depan	3
generasi_masa_depan_yang	generasi	masa	depan	yang	3
hanya_berdiri_di_depan	hanya	berdiri	di	depan	3
hari_ke_depan_dan	hari	ke	depan	dan	3
hari_ke_depan_kondisi	hari	ke	depan	kondisi	3
harus_mengulang_tahun_depan	harus	mengulang	tahun	depan	3
hidup_di_masa_depan	hidup	di	masa	depan	3
hingga_awal_tahun_depan	hingga	awal	tahun	depan	3
hingga_tiga_minggu_kedepan	hingga	tiga	minggu	kedepan	3
ini_atau_pekan_depan	ini	atau	pekan	depan	3
ini_dan_ke_depan	ini	dan	ke	depan	3
ini_dan_masa_depan	ini	dan	masa	depan	3
ini_ke_depan_tutur	ini	ke	depan	tutur	3
investasi_untuk_masa_depan	investasi	untuk	masa	depan	3
itu_disiapkan_di_depan	itu	disiapkan	di	depan	3
itu_ke_depannya_kami	itu	ke	depannya	kami	3
itu_pada_tahun_depan	itu	pada	tahun	depan	3
jalan_raya_di_depan	jalan	raya	di	depan	3
jangan_sampai_ke_depan	jangan	sampai	ke	depan	3
jauh_ke_depan_dan	jauh	ke	depan	dan	3
jelas_di_depan_mata	jelas	di	depan	mata	3
kali_di_depan_publik	kali	di	depan	publik	3
kami_ke_depan_katanya	kami	ke	depan	katanya	3
karena_itu_ke_depan	karena	itu	ke	depan	3
karena_pada_tahun_depan	karena	pada	tahun	depan	3
ke_depan_agar_lebih	ke	depan	agar	lebih	3
ke_depan_akan_melakukan	ke	depan	akan	melakukan	3
ke_depan_akan_mencapai	ke	depan	akan	mencapai	3
ke_depan_dan_ke	ke	depan	dan	ke	3
ke_depan_dapat_lebih	ke	depan	dapat	lebih	3
ke_depan_diharapkan_dapat	ke	depan	diharapkan	dapat	3
ke_depan_dirinya_akan	ke	depan	dirinya	akan	3
ke_depan_harus_bisa	ke	depan	harus	bisa	3
ke_depan_jauh_lebih	ke	depan	jauh	lebih	3
ke_depan_kotak_penalti	ke	depan	kotak	penalti	3
ke_depan_lebih_banyak	ke	depan	lebih	banyak	3
ke_depan_menjadi_lebih	ke	depan	menjadi	lebih	3
ke_depan_mulut_gawang	ke	depan	mulut	gawang	3
ke_depan_nanti_akan	ke	depan	nanti	akan	3
ke_depan_pemerintah_akan	ke	depan	pemerintah	akan	3
ke_depan_sudah_bisa	ke	depan	sudah	bisa	3
ke_depan_terhitung_sejak	ke	depan	terhitung	sejak	3
ke_depan_tidak_lagi	ke	depan	tidak	lagi	3
ke_depan_yang_harus	ke	depan	yang	harus	3
ke_depannya_akan_ada	ke	depannya	akan	ada	3
ke_depannya_akan_lebih	ke	depannya	akan	lebih	3
ke_depannya_akan_menjadi	ke	depannya	akan	menjadi	3
ke_depannya_juga_akan	ke	depannya	juga	akan	3
ke_depannya_kata_dia	ke	depannya	kata	dia	3
kesempatan_berbicara_di_depan	kesempatan	berbicara	di	depan	3
kita_lakukan_ke_depan	kita	lakukan	ke	depan	3
kumpul_massa_di_depan	kumpul	massa	di	depan	3
kurun_tahun_ke_depan	kurun	tahun	ke	depan	3
