ngram	w1	w2	n
di_belakang	di	belakang	576
latar_belakang	latar	belakang	535
belakangan_ini	belakangan	ini	499
bagian_belakang	bagian	belakang	198
lini_belakang	lini	belakang	154
yang_belakangan	yang	belakangan	147
ke_belakang	ke	belakang	145
pemain_belakang	pemain	belakang	138
bertolak_belakang	bertolak	belakang	106
tahun_belakangan	tahun	belakangan	104
belakang_dengan	belakang	dengan	98
dari_belakang	dari	belakang	93
di_belakangnya	di	belakangnya	93
berlatar_belakang	berlatar	belakang	92
belakang_dan	belakang	dan	91
belakang_rumah	belakang	rumah	86
belakang_yang	belakang	yang	73
dan_belakang	dan	belakang	62
tulang_belakang	tulang	belakang	61
pintu_belakang	pintu	belakang	47
kamera_belakang	kamera	belakang	44
belakang_pendidikan	belakang	pendidikan	42
hari_belakangan	hari	belakangan	40
belakangan_diketahui	belakangan	diketahui	38
latar_belakangnya	latar	belakangnya	37
waktu_belakangan	waktu	belakangan	34
barisan_belakang	barisan	belakang	31
terjadi_belakangan	terjadi	belakangan	31
halaman_belakang	halaman	belakang	29
belakang_mobil	belakang	mobil	26
paling_belakang	paling	belakang	26
bulan_belakangan	bulan	belakangan	25
arah_belakang	arah	belakang	24
belakang_rumahnya	belakang	rumahnya	23
itu_belakangan	itu	belakangan	23
belakang_itu	belakang	itu	22
belakang_kantor	belakang	kantor	22
belakang_mereka	belakang	mereka	22
yang_melatarbelakangi	yang	melatarbelakangi	22
belakang_panggung	belakang	panggung	20
belakang_ini	belakang	ini	18
belakang_layar	belakang	layar	18
belakang_untuk	belakang	untuk	18
belakang_dari	belakang	dari	17
belakang_sebagai	belakang	sebagai	17
dilatarbelakangi_oleh	dilatarbelakangi	oleh	17
ini_belakangan	ini	belakangan	17
ini_dilatarbelakangi	ini	dilatarbelakangi	17
dan_belakangan	dan	belakangan	16
setahun_belakangan	setahun	belakangan	16
belakang_agama	belakang	agama	15
belakang_kepala	belakang	kepala	15
belakangan_mulai	belakangan	mulai	14
namun_belakangan	namun	belakangan	14
roda_belakang	roda	belakang	14
belakang_di	belakang	di	13
belakang_saya	belakang	saya	13
belakang_gawang	belakang	gawang	12
belakang_meja	belakang	meja	12
belakangan_banyak	belakangan	banyak	12
belakangan_kian	belakangan	kian	12
belakangan_sering	belakangan	sering	12
bagian_belakangnya	bagian	belakangnya	11
belakang_akan	belakang	akan	11
belakang_budaya	belakang	budaya	11
belakang_gedung	belakang	gedung	11
belakang_korban	belakang	korban	11
dan_keterbelakangan	dan	keterbelakangan	11
belakang_atau	belakang	atau	10
belakang_hingga	belakang	hingga	10
belakang_juga	belakang	juga	10
belakang_kami	belakang	kami	10
belakang_pasar	belakang	pasar	10
belakang_sejarah	belakang	sejarah	10
belakang_tim	belakang	tim	10
belakangan_muncul	belakangan	muncul	10
depan_belakang	depan	belakang	10
pekan_belakangan	pekan	belakangan	10
sektor_belakang	sektor	belakang	10
tersebut_belakangan	tersebut	belakangan	10
yang_dilatarbelakangi	yang	dilatarbelakangi	10
ban_belakang	ban	belakang	9
belakang_berbeda	belakang	berbeda	9
belakang_dia	belakang	dia	9
belakang_kata	belakang	kata	9
belakang_pengusaha	belakang	pengusaha	9
belakang_politik	belakang	politik	9
belakang_tersebut	belakang	tersebut	9
belakangan_ada	belakangan	ada	9
belakangan_menjadi	belakangan	menjadi	9
belakangnya_sebagai	belakangnya	sebagai	9
belakang_karena	belakang	karena	8
belakang_kita	belakang	kita	8
belakang_sehingga	belakang	sehingga	8
belakang_seperti	belakang	seperti	8
belakang_serta	belakang	serta	8
belakang_tapi	belakang	tapi	8
belakangan_juga	belakangan	juga	8
belakangan_tidak	belakangan	tidak	8
karena_belakangan	karena	belakangan	8
keterbelakangan_mental	keterbelakangan	mental	8
mencuat_belakangan	mencuat	belakangan	8
belakang_13MP	belakang	13MP	7
belakang_bangunan	belakang	bangunan	7
belakang_bisa	belakang	bisa	7
belakang_kemudi	belakang	kemudi	7
belakang_kendaraan	belakang	kendaraan	7
belakang_masjid	belakang	masjid	7
belakang_profesi	belakang	profesi	7
belakangan_beredar	belakangan	beredar	7
belakangan_kata	belakangan	kata	7
belakangan_setelah	belakangan	setelah	7
berkembang_belakangan	berkembang	belakangan	7
nama_belakang	nama	belakang	7
tersebut_dilatarbelakangi	tersebut	dilatarbelakangi	7
bagasi_belakang	bagasi	belakang	6
belakang_eks	belakang	eks	6
belakang_foto	belakang	foto	6
belakang_hari	belakang	hari	6
belakang_ilmu	belakang	ilmu	6
belakang_keluarga	belakang	keluarga	6
belakang_lawan	belakang	lawan	6
belakang_menjadi	belakang	menjadi	6
belakang_militer	belakang	militer	6
belakang_pesawat	belakang	pesawat	6
belakang_saat	belakang	saat	6
belakang_sekolah	belakang	sekolah	6
belakang_ternyata	belakang	ternyata	6
belakang_tidak	belakang	tidak	6
belakangan_dan	belakangan	dan	6
belakangan_karena	belakangan	karena	6
belakangan_saya	belakangan	saya	6
belakangan_semakin	belakangan	semakin	6
belakangan_yang	belakangan	yang	6
belakangnya_dengan	belakangnya	dengan	6
dibagian_belakang	dibagian	belakang	6
dilatarbelakangi_karena	dilatarbelakangi	karena	6
kaca_belakang	kaca	belakang	6
kalau_belakangan	kalau	belakangan	6
masyarakat_belakangan	masyarakat	belakangan	6
mengalami_keterbelakangan	mengalami	keterbelakangan	6
muncul_belakangan	muncul	belakangan	6
ruang_belakang	ruang	belakang	6
sisi_belakang	sisi	belakang	6
atau_belakang	atau	belakang	5
belakang_aksi	belakang	aksi	5
belakang_bisnis	belakang	bisnis	5
belakang_de-ngan	belakang	de-ngan	5
belakang_itulah	belakang	itulah	5
belakang_ke	belakang	ke	5
belakang_keilmuan	belakang	keilmuan	5
belakang_ketika	belakang	ketika	5
belakang_kompleks	belakang	kompleks	5
belakang_maupun	belakang	maupun	5
belakang_membuat	belakang	membuat	5
belakang_para	belakang	para	5
belakang_pekerjaan	belakang	pekerjaan	5
belakang_pendidikannya	belakang	pendidikannya	5
belakang_tak	belakang	tak	5
belakang_tempat	belakang	tempat	5
belakang_terdapat	belakang	terdapat	5
belakang_tetapi	belakang	tetapi	5
belakangan_dia	belakangan	dia	5
belakangan_hanya	belakangan	hanya	5
belakangan_ia	belakangan	ia	5
belakangan_kerap	belakangan	kerap	5
belakangan_marak	belakangan	marak	5
belakangan_memang	belakangan	memang	5
belakangan_tak	belakangan	tak	5
belakangan_telah	belakangan	telah	5
belakangan_terus	belakangan	terus	5
belakangnya_ada	belakangnya	ada	5
ber-tolak_belakang	ber-tolak	belakang	5
datang_belakangan	datang	belakangan	5
itu_dilatarbelakangi	itu	dilatarbelakangi	5
kanan_belakang	kanan	belakang	5
kepala_belakang	kepala	belakang	5
kursi_belakang	kursi	belakang	5
lewat_belakang	lewat	belakang	5
minggu_belakangan	minggu	belakangan	5
paha_belakang	paha	belakang	5
pemain_belakangnya	pemain	belakangnya	5
tahun-tahun_belakangan	tahun-tahun	belakangan	5
tembok_belakang	tembok	belakang	5
belakang_berbagai	belakang	berbagai	4
belakang_garis	belakang	garis	4
belakang_harus	belakang	harus	4
belakang_kampus	belakang	kampus	4
belakang_kawasan	belakang	kawasan	4
belakang_kedua	belakang	kedua	4
belakang_kursi	belakang	kursi	4
belakang_megapiksel	belakang	megapiksel	4
belakang_menggunakan	belakang	menggunakan	4
belakang_oleh	belakang	oleh	4
belakang_pada	belakang	pada	4
belakang_ruang	belakang	ruang	4
belakang_sang	belakang	sang	4
belakang_sebelah	belakang	sebelah	4
belakang_setelah	belakang	setelah	4
belakang_sudah	belakang	sudah	4
belakang_truk	belakang	truk	4
belakang_warung	belakang	warung	4
belakangan_di	belakangan	di	4
belakangan_dike-tahui	belakangan	dike-tahui	4
belakangan_diketa-hui	belakangan	diketa-hui	4
belakangan_justru	belakangan	justru	4
belakangan_kelihatan	belakangan	kelihatan	4
belakangan_makin	belakangan	makin	4
belakangan_mendapat	belakangan	mendapat	4
belakangan_selalu	belakangan	selalu	4
belakangnya_sudah	belakangnya	sudah	4
berada_dibelakang	berada	dibelakang	4
bila_belakangan	bila	belakangan	4
hujan_belakangan	hujan	belakangan	4
jalan_belakang	jalan	belakang	4
jendela_belakang	jendela	belakang	4
juga_dilatarbelakangi	juga	dilatarbelakangi	4
kamar_belakang	kamar	belakang	4
marak_belakangan	marak	belakangan	4
melatar_belakangi	melatar	belakangi	4
membelakangi_penonton	membelakangi	penonton	4
mengatakan_belakangan	mengatakan	belakangan	4
punggung_belakang	punggung	belakang	4
rem_belakang	rem	belakang	4
tapi_belakangan	tapi	belakangan	4
teras_belakang	teras	belakang	4
tetapi_belakangan	tetapi	belakangan	4
tulang_belakangnya	tulang	belakangnya	4
urusan_belakangan	urusan	belakangan	4
4G_belakangan	4G	belakangan	3
ba-gian_belakang	ba-gian	belakang	3
belakang_16MP	belakang	16MP	3
belakang_8MP	belakang	8MP	3
belakang_ada	belakang	ada	3
belakang_agar	belakang	agar	3
belakang_akibat	belakang	akibat	3
belakang_anggota	belakang	anggota	3
belakang_asal	belakang	asal	3
belakang_bahkan	belakang	bahkan	3
belakang_bukan	belakang	bukan	3
belakang_buku	belakang	buku	3
belakang_demi	belakang	demi	3
belakang_era	belakang	era	3
belakang_gereja	belakang	gereja	3
belakang_gunung	belakang	gunung	3
belakang_jadi	belakang	jadi	3
belakang_jelas	belakang	jelas	3
belakang_justru	belakang	justru	3
belakang_kamera	belakang	kamera	3
belakang_kegiatan	belakang	kegiatan	3
belakang_kehidupan	belakang	kehidupan	3
belakang_kereta	belakang	kereta	3
belakang_lebih	belakang	lebih	3
belakang_mantan	belakang	mantan	3
belakang_mata	belakang	mata	3
belakang_melihat	belakang	melihat	3
belakang_mengalami	belakang	mengalami	3
belakang_mulai	belakang	mulai	3
belakang_munculnya	belakang	munculnya	3
belakang_nama	belakang	nama	3
belakang_pelaksanaan	belakang	pelaksanaan	3
belakang_saja	belakang	saja	3
belakang_salah	belakang	salah	3
belakang_sampai	belakang	sampai	3
belakang_sepeda	belakang	sepeda	3
belakang_sistem	belakang	sistem	3
belakang_sosial	belakang	sosial	3
belakang_striker	belakang	striker	3
belakang_telah	belakang	telah	3
belakangan_dalam	belakangan	dalam	3
belakangan_dengan	belakangan	dengan	3
belakangan_dibantah	belakangan	dibantah	3
belakangan_jadi	belakangan	jadi	3
belakangan_mengaku	belakangan	mengaku	3
belakangan_sangat	belakangan	sangat	3
belakangan_sudah	belakangan	sudah	3
belakangan_ternyata	belakangan	ternyata	3
belakangnya_dan	belakangnya	dan	3
beranda_belakang	beranda	belakang	3
beredar_belakangan	beredar	belakangan	3
bertolak-belakang_dengan	bertolak-belakang	dengan	3
dan_belakangnya	dan	belakangnya	3
dari_keterbelakangan	dari	keterbelakangan	3
di_belakang-nya	di	belakang-nya	3
dibelakang_layar	dibelakang	layar	3
diketahui_belakangan	diketahui	belakangan	3
dilatar_belakangi	dilatar	belakangi	3
dilatarbelakangi_adanya	dilatarbelakangi	adanya	3
dilatarbelakangi_keinginan	dilatarbelakangi	keinginan	3
dinding_belakang	dinding	belakang	3
disebut_belakangan	disebut	belakangan	3
duduk_dibelakang	duduk	dibelakang	3
garis_belakang	garis	belakang	3
gir_belakang	gir	belakang	3
hingga_belakang	hingga	belakang	3
juga_belakangan	juga	belakangan	3
kami_belakangan	kami	belakangan	3
kebun_belakang	kebun	belakang	3
kompleks_belakang	kompleks	belakang	3
lampu_belakang	lampu	belakang	3
lapangan_belakang	lapangan	belakang	3
media_belakangan	media	belakangan	3
melatarbelakangi_sehingga	melatarbelakangi	sehingga	3
memang_belakangan	memang	belakangan	3
membelakangi_sungai	membelakangi	sungai	3
menghangat_belakangan	menghangat	belakangan	3
meningkat_belakangan	meningkat	belakangan	3
merebak_belakangan	merebak	belakangan	3
saling_membelakangi	saling	membelakangi	3
sendiri_belakangan	sendiri	belakangan	3
tahun_belakang	tahun	belakang	3
terbelakang_dan	terbelakang	dan	3
terbelakang_yang	terbelakang	yang	3
tren_belakangan	tren	belakangan	3
tribun_belakang	tribun	belakang	3
urusan_belakang	urusan	belakang	3
yang_berlatarbelakang	yang	berlatarbelakang	3
yang_membelakangi	yang	membelakangi	3
agama_belakangan	agama	belakangan	2
air_belakangan	air	belakangan	2
anehnya_belakangan	anehnya	belakangan	2
areal_belakang	areal	belakang	2
bagian-bagian_belakang	bagian-bagian	belakang	2
bahwa_belakangan	bahwa	belakangan	2
bak_belakang	bak	belakang	2
bangku_belakang	bangku	belakang	2
belakang_12MP	belakang	12MP	2
belakang_andalan	belakang	andalan	2
belakang_apalagi	belakang	apalagi	2
belakang_apapun	belakang	apapun	2
belakang_bagi	belakang	bagi	2
belakang_bagian	belakang	bagian	2
belakang_bahasa	belakang	bahasa	2
belakang_bahwa	belakang	bahwa	2
belakang_banyak	belakang	banyak	2
belakang_barisan	belakang	barisan	2
belakang_bebernya	belakang	bebernya	2
belakang_begitu	belakang	begitu	2
belakang_beresolusi	belakang	beresolusi	2
belakang_bermain	belakang	bermain	2
belakang_birokrat	belakang	birokrat	2
belakang_bodi	belakang	bodi	2
belakang_bus	belakang	bus	2
belakang_calon	belakang	calon	2
belakang_cukup	belakang	cukup	2
belakang_daerah	belakang	daerah	2
belakang_dalam	belakang	dalam	2
belakang_dapat	belakang	dapat	2
belakang_digelarnya	belakang	digelarnya	2
belakang_dijual	belakang	dijual	2
belakang_dua	belakang	dua	2
belakang_ekonomi	belakang	ekonomi	2
belakang_etnis	belakang	etnis	2
belakang_gorden	belakang	gorden	2
belakang_hanggar	belakang	hanggar	2
belakang_hitam	belakang	hitam	2
belakang_hunian	belakang	hunian	2
belakang_hutan	belakang	hutan	2
belakang_imbuhnya	belakang	imbuhnya	2
belakang_istana	belakang	istana	2
belakang_jam	belakang	jam	2
belakang_kamar	belakang	kamar	2
belakang_katanya	belakang	katanya	2
belakang_kebudayaan	belakang	kebudayaan	2
belakang_kekayaan	belakang	kekayaan	2
belakang_kemudian	belakang	kemudian	2
belakang_kemunculan	belakang	kemunculan	2
belakang_kepalanya	belakang	kepalanya	2
belakang_kerap	belakang	kerap	2
belakang_kiri	belakang	kiri	2
belakang_komodo	belakang	komodo	2
belakang_kosong	belakang	kosong	2
belakang_kultural	belakang	kultural	2
belakang_lainnya	belakang	lainnya	2
belakang_lapangan	belakang	lapangan	2
belakang_lawannya	belakang	lawannya	2
belakang_luar	belakang	luar	2
belakang_lutut	belakang	lutut	2
belakang_maka	belakang	maka	2
belakang_makam	belakang	makam	2
belakang_markas	belakang	markas	2
belakang_masih	belakang	masih	2
belakang_masing-masing	belakang	masing-masing	2
belakang_medis	belakang	medis	2
belakang_memang	belakang	memang	2
belakang_mengapa	belakang	mengapa	2
belakang_milik	belakang	milik	2
belakang_motor	belakang	motor	2
belakang_negara	belakang	negara	2
belakang_negara-negara	belakang	negara-negara	2
belakang_ombak	belakang	ombak	2
belakang_orang	belakang	orang	2
belakang_padahal	belakang	padahal	2
belakang_pebisnis	belakang	pebisnis	2
belakang_pegawai	belakang	pegawai	2
belakang_pelaku	belakang	pelaku	2
belakang_pemain	belakang	pemain	2
belakang_pemandangan	belakang	pemandangan	2
belakang_pembalap	belakang	pembalap	2
belakang_pembangunan	belakang	pembangunan	2
belakang_pembeli	belakang	pembeli	2
belakang_pembuatan	belakang	pembuatan	2
belakang_pen-didikan	belakang	pen-didikan	2
belakang_penemuan	belakang	penemuan	2
belakang_penetapan	belakang	penetapan	2
belakang_perkampungan	belakang	perkampungan	2
belakang_pertokoan	belakang	pertokoan	2
belakang_perumahan	belakang	perumahan	2
belakang_peserta	belakang	peserta	2
belakang_pintu	belakang	pintu	2
belakang_posisi	belakang	posisi	2
belakang_proyek	belakang	proyek	2
belakang_pun	belakang	pun	2
belakang_rombongan	belakang	rombongan	2
belakang_saksi	belakang	saksi	2
belakang_satu	belakang	satu	2
belakang_sebanyak	belakang	sebanyak	2
belakang_sebesar	belakang	sebesar	2
belakang_sebuah	belakang	sebuah	2
belakang_secara	belakang	secara	2
belakang_sejumlah	belakang	sejumlah	2
belakang_sementara	belakang	sementara	2
belakang_seniman	belakang	seniman	2
belakang_skuad	belakang	skuad	2
belakang_smartphone	belakang	smartphone	2
belakang_sopir	belakang	sopir	2
belakang_stasiun	belakang	stasiun	2
belakang_suku	belakang	suku	2
belakang_tebing	belakang	tebing	2
belakang_tegasnya	belakang	tegasnya	2
belakang_telinga	belakang	telinga	2
belakang_tengah	belakang	tengah	2
belakang_tentu	belakang	tentu	2
belakang_tepat	belakang	tepat	2
belakang_terjadinya	belakang	terjadinya	2
belakang_terlihat	belakang	terlihat	2
belakang_tersangka	belakang	tersangka	2
belakang_tertutup	belakang	tertutup	2
belakang_the	belakang	the	2
belakang_tiga	belakang	tiga	2
belakang_timnya	belakang	timnya	2
belakang_toko	belakang	toko	2
belakang_tubuhnya	belakang	tubuhnya	2
belakang_tugu	belakang	tugu	2
belakang_tujuan	belakang	tujuan	2
belakang_ucapnya	belakang	ucapnya	2
belakang_ujar	belakang	ujar	2
belakang_ujarnya	belakang	ujarnya	2
belakang_wanita	belakang	wanita	2
belakang_warga	belakang	warga	2
belakang_warna	belakang	warna	2
belakang_yakni	belakang	yakni	2
belakangan_adalah	belakangan	adalah	2
belakangan_aksi	belakangan	aksi	2
belakangan_ba-nyak	belakangan	ba-nyak	2
belakangan_bahwa	belakangan	bahwa	2
belakangan_berkembang	belakangan	berkembang	2
belakangan_berubah	belakangan	berubah	2
belakangan_cenderung	belakangan	cenderung	2
belakangan_di-ketahui	belakangan	di-ketahui	2
belakangan_disebut-sebut	belakangan	disebut-sebut	2
belakangan_dituding	belakangan	dituding	2
belakangan_gencar	belakangan	gencar	2
belakangan_hari	belakangan	hari	2
belakangan_harus	belakangan	harus	2
belakangan_hilang	belakangan	hilang	2
belakangan_ialah	belakangan	ialah	2
belakangan_industri	belakangan	industri	2
belakangan_itu	belakangan	itu	2
belakangan_kabar	belakangan	kabar	2
belakangan_kalah	belakangan	kalah	2
belakangan_ketika	belakangan	ketika	2
belakangan_khusus	belakangan	khusus	2
belakangan_le-gislator	belakangan	le-gislator	2
belakangan_lebih	belakangan	lebih	2
belakangan_masih	belakangan	masih	2
belakangan_melonjak	belakangan	melonjak	2
belakangan_memiliki	belakangan	memiliki	2
belakangan_memutuskan	belakangan	memutuskan	2
belakangan_mencaploknya	belakangan	mencaploknya	2
belakangan_menyusul	belakangan	menyusul	2
belakangan_mereka	belakangan	mereka	2
belakangan_minim	belakangan	minim	2
belakangan_orang	belakangan	orang	2
belakangan_orangtua	belakangan	orangtua	2
belakangan_pemerintah	belakangan	pemerintah	2
belakangan_pernyataan	belakangan	pernyataan	2
belakangan_pihak	belakangan	pihak	2
belakangan_populer	belakangan	populer	2
belakangan_rencana	belakangan	rencana	2
belakangan_saja	belakangan	saja	2
belakangan_santer	belakangan	santer	2
belakangan_sebagai	belakangan	sebagai	2
belakangan_sempat	belakangan	sempat	2
belakangan_semua	belakangan	semua	2
belakangan_sikap	belakangan	sikap	2
belakangan_situasi	belakangan	situasi	2
belakangan_tampak	belakangan	tampak	2
belakangan_terindikasi	belakangan	terindikasi	2
belakangan_terjadi	belakangan	terjadi	2
belakangan_terungkap	belakangan	terungkap	2
belakangan_terutama	belakangan	terutama	2
belakangan_tinggal	belakangan	tinggal	2
belakangan_turut	belakangan	turut	2
belakangan_ujarnya	belakangan	ujarnya	2
belakangan_upaya	belakangan	upaya	2
belakangi_munculnya	belakangi	munculnya	2
belakangnya_adalah	belakangnya	adalah	2
belakangnya_hanya	belakangnya	hanya	2
belakangnya_juga	belakangnya	juga	2
belakangnya_memiliki	belakangnya	memiliki	2
belakangnya_menggunakan	belakangnya	menggunakan	2
belakangnya_pada	belakangnya	pada	2
belakangnya_tak	belakangnya	tak	2
belakangnya_tidak	belakangnya	tidak	2
belakangnya_yakni	belakangnya	yakni	2
belakangnya_yang	belakangnya	yang	2
ber-latar_belakang	ber-latar	belakang	2
bergabung_belakangan	bergabung	belakangan	2
berhembus_belakangan	berhembus	belakangan	2
berlatarbelakang_pendidikan	berlatarbelakang	pendidikan	2
bertulang_belakang	bertulang	belakang	2
cover_belakang	cover	belakang	2
daerah_terbelakang	daerah	terbelakang	2
dan_latarbelakang	dan	latarbelakang	2
dan_terbelakang	dan	terbelakang	2
dan_terkebelakang	dan	terkebelakang	2
dasawarsa_belakangan	dasawarsa	belakangan	2
dekade_belakangan	dekade	belakangan	2
demo_belakangan	demo	belakangan	2
dibangun_belakangan	dibangun	belakangan	2
dibarisan_belakang	dibarisan	belakang	2
dibelakangnya_yaitu	dibelakangnya	yaitu	2
dibicarakan_belakangan	dibicarakan	belakangan	2
dilatarbelakangi_beberapa	dilatarbelakangi	beberapa	2
dilatarbelakangi_cerita	dilatarbelakangi	cerita	2
dilatarbelakangi_dendam	dilatarbelakangi	dendam	2
dilatarbelakangi_rasa	dilatarbelakangi	rasa	2
dilini_belakang	dilini	belakang	2
duduk_membelakangi	duduk	membelakangi	2
gigi_belakang	gigi	belakang	2
hangat_belakangan	hangat	belakangan	2
isu_belakangan	isu	belakangan	2
jam_belakangan	jam	belakangan	2
kabin_belakang	kabin	belakang	2
kaki_belakang	kaki	belakang	2
kamera_belakangnya	kamera	belakangnya	2
karena_dilatarbelakangi	karena	dilatarbelakangi	2
kawasan_belakang	kawasan	belakang	2
ke-pala_belakang	ke-pala	belakang	2
kemudian_belakangan	kemudian	belakangan	2
kenapa_belakangan	kenapa	belakangan	2
keterbelakangan_dan	keterbelakangan	dan	2
keterbelakangan_ujarnya	keterbelakangan	ujarnya	2
ketiga_belakang	ketiga	belakang	2
kiri_belakang	kiri	belakang	2
kolam_belakang	kolam	belakang	2
la-tar_belakang	la-tar	belakang	2
lantaran_belakangan	lantaran	belakangan	2
lebih_terbelakang	lebih	terbelakang	2
leher_belakang	leher	belakang	2
listrik_belakangan	listrik	belakangan	2
maupun_belakang	maupun	belakang	2
melatarbelakangi_berdirinya	melatarbelakangi	berdirinya	2
melatarbelakangi_diadakannya	melatarbelakangi	diadakannya	2
melatarbelakangi_kami	melatarbelakangi	kami	2
melon_belakangan	melon	belakangan	2
membelakangi_kamera	membelakangi	kamera	2
membelakangi_laut	membelakangi	laut	2
menabrak_belakang	menabrak	belakang	2
mengingat_belakangan	mengingat	belakangan	2
menilai_belakangan	menilai	belakangan	2
menurun_belakangan	menurun	belakangan	2
meski_belakangan	meski	belakangan	2
militer_belakang	militer	belakang	2
miras_belakangan	miras	belakangan	2
muda_belakangan	muda	belakangan	2
pagar_belakang	pagar	belakang	2
paling_belakangan	paling	belakangan	2
pe-main_belakang	pe-main	belakang	2
pebalap_dibelakangnya	pebalap	dibelakangnya	2
pekarangan_belakang	pekarangan	belakang	2
pemain-pemain_belakang	pemain-pemain	belakang	2
pengintai_belakang	pengintai	belakang	2
penumpang_belakang	penumpang	belakang	2
persawahan_belakang	persawahan	belakang	2
persoalan_belakangan	persoalan	belakangan	2
pertahanan_belakang	pertahanan	belakang	2
plastik_belakangan	plastik	belakangan	2
posisi_belakang	posisi	belakang	2
publik_belakangan	publik	belakangan	2
pun_belakangan	pun	belakangan	2
ruangan_belakang	ruangan	belakang	2
rumah_membelakangi	rumah	membelakangi	2
sama_belakangan	sama	belakangan	2
sambil_membelakangi	sambil	membelakangi	2
sampul_belakang	sampul	belakang	2
saraf_belakang	saraf	belakang	2
sayang_belakangan	sayang	belakangan	2
sebab_belakangan	sebab	belakangan	2
sebulan_belakangan	sebulan	belakangan	2
sekolah-sekolah_ter-kebelakang	sekolah-sekolah	ter-kebelakang	2
sepekan_belakangan	sepekan	belakangan	2
sosial_belakangan	sosial	belakangan	2
suspensi_belakang	suspensi	belakang	2
tahu_belakangan	tahu	belakangan	2
tahun_kebelakang	tahun	kebelakang	2
tampaknya_belakangan	tampaknya	belakangan	2
tampilan_belakang	tampilan	belakang	2
tepat_dibelakang	tepat	dibelakang	2
terjadi_belakang	terjadi	belakang	2
teror_belakangan	teror	belakangan	2
tinggi_belakangan	tinggi	belakangan	2
umat_belakangan	umat	belakangan	2
untuk_belakang	untuk	belakang	2
yang_melatarbelakanginya	yang	melatarbelakanginya	2
yang_terbelakang	yang	terbelakang	2
ada_dibelakangnya	ada	dibelakangnya	1
adiktif_belakangan	adiktif	belakangan	1
agak_kebelakang	agak	kebelakang	1
akibat_dibelakangnya	akibat	dibelakangnya	1
akik_belakangan	akik	belakangan	1
alergi_belakangan	alergi	belakangan	1
amat_terbelakang	amat	terbelakang	1
anak_belakangan	anak	belakangan	1
antartulang_belakang	antartulang	belakang	1
apapun_latarbelakang	apapun	latarbelakang	1
atau_keterbelakangan	atau	keterbelakangan	1
atau_maju-terbelakang	atau	maju-terbelakang	1
ataupun_belakang	ataupun	belakang	1
atlet_belakangan	atlet	belakangan	1
awalnya_dibelakang	awalnya	dibelakang	1
bagian_kanan-belakang	bagian	kanan-belakang	1
bagus_belakangan	bagus	belakangan	1
bahkan_belakangan	bahkan	belakangan	1
bale_belakang	bale	belakang	1
bangsa_belakangan	bangsa	belakangan	1
baris_belakang	baris	belakang	1
baru_belakangan	baru	belakangan	1
bawah_belakang	bawah	belakang	1
beba-tuan_belakang	beba-tuan	belakang	1
belakang_1920-an	belakang	1920-an	1
belakang_23MP	belakang	23MP	1
belakang_5MP	belakang	5MP	1
belakang_90-an	belakang	90-an	1
belakang_adanya	belakang	adanya	1
belakang_adat	belakang	adat	1
belakang_agak	belakang	agak	1
belakang_agamanya	belakang	agamanya	1
belakang_agen	belakang	agen	1
belakang_ahli	belakang	ahli	1
belakang_air	belakang	air	1
belakang_aja	belakang	aja	1
belakang_ajungan	belakang	ajungan	1
belakang_akademikus	belakang	akademikus	1
belakang_akademis	belakang	akademis	1
belakang_akademisi	belakang	akademisi	1
belakang_aktivis	belakang	aktivis	1
belakang_aku	belakang	aku	1
belakang_alangkah	belakang	alangkah	1
belakang_alasan	belakang	alasan	1
belakang_anak	belakang	anak	1
belakang_anda	belakang	anda	1
belakang_andalannya	belakang	andalannya	1
belakang_anggotanya	belakang	anggotanya	1
belakang_angka	belakang	angka	1
belakang_apa	belakang	apa	1
belakang_aplikasi	belakang	aplikasi	1
belakang_arah	belakang	arah	1
belakang_aspirasi	belakang	aspirasi	1
belakang_asrama	belakang	asrama	1
belakang_atas	belakang	atas	1
belakang_atlet	belakang	atlet	1
belakang_atlet-atlet	belakang	atlet-atlet	1
belakang_badan	belakang	badan	1
belakang_badannya	belakang	badannya	1
belakang_bagaimana	belakang	bagaimana	1
belakang_bahu	belakang	bahu	1
belakang_baik	belakang	baik	1
belakang_bakal	belakang	bakal	1
belakang_ban	belakang	ban	1
belakang_bandara	belakang	bandara	1
belakang_baru	belakang	baru	1
belakang_barulah	belakang	barulah	1
belakang_bebek	belakang	bebek	1
belakang_beberapa	belakang	beberapa	1
belakang_bek	belakang	bek	1
belakang_bela	belakang	bela	1
belakang_bench	belakang	bench	1
belakang_bendera	belakang	bendera	1
belakang_ber	belakang	ber	1
belakang_ber-beda	belakang	ber-beda	1
belakang_berarti	belakang	berarti	1
belakang_berbeda-beda	belakang	berbeda-beda	1
belakang_berfungsi	belakang	berfungsi	1
belakang_bergandengan	belakang	bergandengan	1
belakang_berkekuatan	belakang	berkekuatan	1
belakang_berkumpul	belakang	berkumpul	1
belakang_berlangsung	belakang	berlangsung	1
belakang_bermaterial	belakang	bermaterial	1
belakang_berpindahnya	belakang	berpindahnya	1
belakang_bersama	belakang	bersama	1
belakang_bertema	belakang	bertema	1
belakang_bertengger	belakang	bertengger	1
belakang_bertumpuk	belakang	bertumpuk	1
belakang_berubah	belakang	berubah	1
belakang_berujung	belakang	berujung	1
belakang_berwarna	belakang	berwarna	1
belakang_betawi	belakang	betawi	1
belakang_biro-krat	belakang	biro-krat	1
