ngram	w1	w2	n
dengan_latarbelakang	dengan	latarbelakang	1
depan-belakang_dan	depan-belakang	dan	1
deretan_belakang	deretan	belakang	1
di_belakangannya	di	belakangannya	1
di_belakangku	di	belakangku	1
di_belakangnja	di	belakangnja	1
di_depan-belakang	di	depan-belakang	1
di-latarbelakangi_oleh	di-latarbelakangi	oleh	1
di-latarbelakangi_penolakan	di-latarbelakangi	penolakan	1
di-latarbelakangi_persiapan	di-latarbelakangi	persiapan	1
dia_belakangan	dia	belakangan	1
dia_dibelakang	dia	dibelakang	1
diambil_belakangan	diambil	belakangan	1
diantaranya_belakang	diantaranya	belakang	1
diantisipasi_belakangan	diantisipasi	belakangan	1
dibayar_belakangan	dibayar	belakangan	1
dibelakang_bahkan	dibelakang	bahkan	1
dibelakang_batas	dibelakang	batas	1
dibelakang_dashboard	dibelakang	dashboard	1
dibelakang_dengan	dibelakang	dengan	1
dibelakang_gawang	dibelakang	gawang	1
dibelakang_hari	dibelakang	hari	1
dibelakang_kepala	dibelakang	kepala	1
dibelakang_kita	dibelakang	kita	1
dibelakang_lang-sung	dibelakang	lang-sung	1
dibelakang_masalah	dibelakang	masalah	1
dibelakang_masing-masing	dibelakang	masing-masing	1
dibelakang_panggung	dibelakang	panggung	1
dibelakang_penjual	dibelakang	penjual	1
dibelakang_perkembangan	dibelakang	perkembangan	1
dibelakang_rekan	dibelakang	rekan	1
dibelakang_semua	dibelakang	semua	1
dibelakang_tersangka	dibelakang	tersangka	1
dibelakang_usaha-usaha	dibelakang	usaha-usaha	1
dibelakangnya_dan	dibelakangnya	dan	1
dibelakangnya_ketus	dibelakangnya	ketus	1
diberitakan_belakangan	diberitakan	belakangan	1
dibi-carakan_belakangan	dibi-carakan	belakangan	1
dibubarkan_belakangan	dibubarkan	belakangan	1
diduga_di-latarbelakangi	diduga	di-latarbelakangi	1
diduga_melatarbelakanginya	diduga	melatarbelakanginya	1
digelar_belakang	digelar	belakang	1
digelar_belakangan	digelar	belakangan	1
digital_belakangan	digital	belakangan	1
dikabarkan_belakangan	dikabarkan	belakangan	1
dikarenakan_belakangan	dikarenakan	belakangan	1
dikatakan_belakangan	dikatakan	belakangan	1
dikembang-kan_belakangan	dikembang-kan	belakangan	1
diketa-hui_belakangan	diketa-hui	belakangan	1
dila-tarbelakangi_pemikiran	dila-tarbelakangi	pemikiran	1
dila-tarbelakangi_perbaruan	dila-tarbelakangi	perbaruan	1
dilaksanakan_belakangan	dilaksanakan	belakangan	1
dilatabelakangi_dari	dilatabelakangi	dari	1
dilatar-belakangi_karena	dilatar-belakangi	karena	1
dilatar-belakangi_oleh	dilatar-belakangi	oleh	1
dilatar-belakangi_rasa	dilatar-belakangi	rasa	1
dilatar-belakangi_sejumlah	dilatar-belakangi	sejumlah	1
dilatarbelakangi_ada	dilatarbelakangi	ada	1
dilatarbelakangi_arahan	dilatarbelakangi	arahan	1
dilatarbelakangi_balas	dilatarbelakangi	balas	1
dilatarbelakangi_bangunan	dilatarbelakangi	bangunan	1
dilatarbelakangi_daerah	dilatarbelakangi	daerah	1
dilatarbelakangi_dari	dilatarbelakangi	dari	1
dilatarbelakangi_dengan	dilatarbelakangi	dengan	1
dilatarbelakangi_dua	dilatarbelakangi	dua	1
dilatarbelakangi_dugaan	dilatarbelakangi	dugaan	1
dilatarbelakangi_faktor	dilatarbelakangi	faktor	1
dilatarbelakangi_harga	dilatarbelakangi	harga	1
dilatarbelakangi_keberadaan	dilatarbelakangi	keberadaan	1
dilatarbelakangi_kejadian	dilatarbelakangi	kejadian	1
dilatarbelakangi_kekalahan	dilatarbelakangi	kekalahan	1
dilatarbelakangi_kekecewaannya	dilatarbelakangi	kekecewaannya	1
dilatarbelakangi_kekuasaan	dilatarbelakangi	kekuasaan	1
dilatarbelakangi_keleluasaan	dilatarbelakangi	keleluasaan	1
dilatarbelakangi_keputusan	dilatarbelakangi	keputusan	1
dilatarbelakangi_kesamaan	dilatarbelakangi	kesamaan	1
dilatarbelakangi_keterpang-gilan	dilatarbelakangi	keterpang-gilan	1
dilatarbelakangi_ketidakpuasan	dilatarbelakangi	ketidakpuasan	1
dilatarbelakangi_kisah	dilatarbelakangi	kisah	1
dilatarbelakangi_kondisi	dilatarbelakangi	kondisi	1
dilatarbelakangi_letak	dilatarbelakangi	letak	1
dilatarbelakangi_mafia-mafia	dilatarbelakangi	mafia-mafia	1
dilatarbelakangi_marginalisasi	dilatarbelakangi	marginalisasi	1
dilatarbelakangi_masalah	dilatarbelakangi	masalah	1
dilatarbelakangi_negara-negara	dilatarbelakangi	negara-negara	1
dilatarbelakangi_niat	dilatarbelakangi	niat	1
dilatarbelakangi_pemikiran	dilatarbelakangi	pemikiran	1
dilatarbelakangi_penonton	dilatarbelakangi	penonton	1
dilatarbelakangi_permainan	dilatarbelakangi	permainan	1
dilatarbelakangi_permasalahan	dilatarbelakangi	permasalahan	1
dilatarbelakangi_persai-ngan	dilatarbelakangi	persai-ngan	1
dilatarbelakangi_pertanggungjawaban	dilatarbelakangi	pertanggungjawaban	1
dilatarbelakangi_pertumbuhan	dilatarbelakangi	pertumbuhan	1
dilatarbelakangi_perubahan	dilatarbelakangi	perubahan	1
dilatarbelakangi_prestasi	dilatarbelakangi	prestasi	1
dilatarbelakangi_sikap	dilatarbelakangi	sikap	1
dilatarbelakangi_sistem	dilatarbelakangi	sistem	1
dilatarbelakangi_temuan	dilatarbelakangi	temuan	1
dilatarbelakangi_teror	dilatarbelakangi	teror	1
dilatarbelakangi_terus	dilatarbelakangi	terus	1
dilatarbelakangi_tingginya	dilatarbelakangi	tingginya	1
dilatarbelakangi_unsur	dilatarbelakangi	unsur	1
dilatarbelakangi_untuk	dilatarbelakangi	untuk	1
dilatarbelakangi_upaya	dilatarbelakangi	upaya	1
dingin_dilatarbelakangi	dingin	dilatarbelakangi	1
dipastikan_latarbelakang	dipastikan	latarbelakang	1
diperdebatkan_belakangan	diperdebatkan	belakangan	1
disangka_belakangan	disangka	belakangan	1
disayangkan_belakangan	disayangkan	belakangan	1
disebut-sebut_belakangan	disebut-sebut	belakangan	1
disembunyikan_dibelakang	disembunyikan	dibelakang	1
diskriminasi_berlatarbelakang	diskriminasi	berlatarbelakang	1
ditempuh_belakangan	ditempuh	belakangan	1
ditentukan_belakangan	ditentukan	belakangan	1
diungkap_belakangan	diungkap	belakangan	1
diwacanakan_belakangan	diwacanakan	belakangan	1
dkk_belakangan	dkk	belakangan	1
drastis_belakangan	drastis	belakangan	1
dunia_belakangan	dunia	belakangan	1
ebola_belakangan	ebola	belakangan	1
ekonomi_belakangan	ekonomi	belakangan	1
eksternal_melatarbelakangi	eksternal	melatarbelakangi	1
ekstrem_belakangan	ekstrem	belakangan	1
film_berlatarbelakang	film	berlatarbelakang	1
finis_dibelakang	finis	dibelakang	1
fosil_belakangan	fosil	belakangan	1
gas_belakangan	gas	belakangan	1
geraham_belakang	geraham	belakang	1
gerbang_belakang	gerbang	belakang	1
gerbong_belakang	gerbong	belakang	1
grip_belakang	grip	belakang	1
hadiri_belakangan	hadiri	belakangan	1
haji_belakangan	haji	belakangan	1
hambatan_belakangan	hambatan	belakangan	1
hamil_belakangan	hamil	belakangan	1
hanya_belakang	hanya	belakang	1
hanya_dilatarbelakangi	hanya	dilatarbelakangi	1
hanya_terbelakang	hanya	terbelakang	1
hari-hari_belakangan	hari-hari	belakangan	1
harus_membelakangi	harus	membelakangi	1
heboh_belakangan	heboh	belakangan	1
heran_belakangan	heran	belakangan	1
hingga_belakangan	hingga	belakangan	1
hotel_belakang	hotel	belakang	1
hukum_belakangan	hukum	belakangan	1
iga_belakang	iga	belakang	1
ikut_belakang	ikut	belakang	1
ikuti_belakangan	ikuti	belakangan	1
indikasi_latarbelakang	indikasi	latarbelakang	1
informasih_belakangan	informasih	belakangan	1
infrastruktur_belakangan	infrastruktur	belakangan	1
ini_belakang-an	ini	belakang-an	1
ini_dila-tarbelakangi	ini	dila-tarbelakangi	1
ini_dilatar-belakangi	ini	dilatar-belakangi	1
istana_membelakangi	istana	membelakangi	1
itu_dilatar-belakangi	itu	dilatar-belakangi	1
itu_melatarbelakangi	itu	melatarbelakangi	1
itu_membelakangi	itu	membelakangi	1
jadi_belakangan	jadi	belakangan	1
jalanan_belakangan	jalanan	belakangan	1
jalur_belakang	jalur	belakang	1
jauh_dibelakang	jauh	dibelakang	1
jauh_kebelakang	jauh	kebelakang	1
jauh_terkebelakang	jauh	terkebelakang	1
jenggot_belakangan	jenggot	belakangan	1
jepitan_belakang	jepitan	belakang	1
jiwa_belakangan	jiwa	belakangan	1
jok_belakang	jok	belakang	1
juga_belakang	juga	belakang	1
juga_dilatabelakangi	juga	dilatabelakangi	1
kain_belakangan	kain	belakangan	1
kaku_belakangan	kaku	belakangan	1
kalangan_belakangan	kalangan	belakangan	1
kami_belakang	kami	belakang	1
kampung_belakang	kampung	belakang	1
kamtibmas_belakang	kamtibmas	belakang	1
kan_belakang	kan	belakang	1
kanan-belakang_juga	kanan-belakang	juga	1
kanan-kiri_de-pan-belakang	kanan-kiri	de-pan-belakang	1
kandang_belakangan	kandang	belakangan	1
kantin_belakang	kantin	belakang	1
kasus_belakangan	kasus	belakangan	1
katanya_dilatarbelakangi	katanya	dilatarbelakangi	1
kaum_terbelakang	kaum	terbelakang	1
ke_belakangnya	ke	belakangnya	1
ke-miskinan_keterbelakangan	ke-miskinan	keterbelakangan	1
ke-terbelakangan_pungkasnya	ke-terbelakangan	pungkasnya	1
kebelakang_dan	kebelakang	dan	1
kebelakang_dengan	kebelakang	dengan	1
kebelakang_di	kebelakang	di	1
kebelakang_kata	kebelakang	kata	1
kebelakang_memang	kebelakang	memang	1
kebelakang_membangun	kebelakang	membangun	1
kebo_dilatarbelakangi	kebo	dilatarbelakangi	1
kebo-dohan_keterbelakangan	kebo-dohan	keterbelakangan	1
kecamatan_belakang	kecamatan	belakang	1
kedua_dilatarbelakangi	kedua	dilatarbelakangi	1
keduanya_belakangan	keduanya	belakangan	1
kehalalan_belakangan	kehalalan	belakangan	1
kejadian_belakangan	kejadian	belakangan	1
kelapa_belakangan	kelapa	belakangan	1
keliling_belakangan	keliling	belakangan	1
kemarin_dilatarbelakangi	kemarin	dilatarbelakangi	1
kemenangannya_dilatarbelakangi	kemenangannya	dilatarbelakangi	1
kemiskin-an_keterbelakangan	kemiskin-an	keterbelakangan	1
kemudian_melatarbelakangi	kemudian	melatarbelakangi	1
kencang_belakangan	kencang	belakangan	1
kepala_belakangmu	kepala	belakangmu	1
kering_belakangan	kering	belakangan	1
kerja_belakangan	kerja	belakangan	1
keterbelakangan_atau	keterbelakangan	atau	1
keterbelakangan_daerah	keterbelakangan	daerah	1
keterbelakangan_eko-nomi	keterbelakangan	eko-nomi	1
keterbelakangan_intelektual	keterbelakangan	intelektual	1
keterbelakangan_kemiskinan	keterbelakangan	kemiskinan	1
keterbelakangan_ketidak-berdayaan	keterbelakangan	ketidak-berdayaan	1
keterbelakangan_masyarakat	keterbelakangan	masyarakat	1
keterbelakangan_selama	keterbelakangan	selama	1
keterbelakangan_tetap	keterbelakangan	tetap	1
keterbelakangan_tetapi	keterbelakangan	tetapi	1
keterbelakangan_yang	keterbelakangan	yang	1
ketiga_dibelakang	ketiga	dibelakang	1
kilogram_belakangan	kilogram	belakangan	1
komisi_belakangan	komisi	belakangan	1
komplain_belakangan	komplain	belakangan	1
kondisi_belakang	kondisi	belakang	1
kondisi_belakangan	kondisi	belakangan	1
kondisi_keterbelakangan	kondisi	keterbelakangan	1
konflik_dilatarbelakangi	konflik	dilatarbelakangi	1
kontak_belakangan	kontak	belakangan	1
korban_belakangan	korban	belakangan	1
koridor_belakang	koridor	belakang	1
korupsi_belakangan	korupsi	belakangan	1
kritik_belakangan	kritik	belakangan	1
kritis_belakangan	kritis	belakangan	1
kulit_belakangan	kulit	belakangan	1
laga_belakangan	laga	belakangan	1
lagi_belakangan	lagi	belakangan	1
lagi_kebelakang	lagi	kebelakang	1
lain_terkebelakang	lain	terkebelakang	1
lakukan_belakangan	lakukan	belakangan	1
lalu_membelakangi	lalu	membelakangi	1
lampu_belakangnya	lampu	belakangnya	1
lan-tas_belakangan	lan-tas	belakangan	1
lapangan_belakangan	lapangan	belakangan	1
lata_belakang	lata	belakang	1
latar_belakang-nya	latar	belakang-nya	1
latar_belakangan	latar	belakangan	1
latar_belakangnja	latar	belakangnja	1
latar-belakang_untuk	latar-belakang	untuk	1
latar-belakang_yang	latar-belakang	yang	1
latarbelakang_ekonomi	latarbelakang	ekonomi	1
latarbelakang_faktornya	latarbelakang	faktornya	1
latarbelakang_kita	latarbelakang	kita	1
latarbelakang_pekerjaan	latarbelakang	pekerjaan	1
latarbelakang_pemindahan	latarbelakang	pemindahan	1
latarbelakang_pendidikan	latarbelakang	pendidikan	1
latarbelakang_profesi	latarbelakang	profesi	1
latarbelakang_terjadinya	latarbelakang	terjadinya	1
latarbelakang_trio	latarbelakang	trio	1
latarbelakang_ujarnya	latarbelakang	ujarnya	1
latarbelakang_yang	latarbelakang	yang	1
latarbelakangi_saya	latarbelakangi	saya	1
latarbelakangnya_ada-lah	latarbelakangnya	ada-lah	1
laut_belakang	laut	belakang	1
lebar_belakang	lebar	belakang	1
leher_belakangnya	leher	belakangnya	1
lembaga_belakangan	lembaga	belakangan	1
libur_belakangan	libur	belakangan	1
listrik_belakang	listrik	belakang	1
lorong_belakang	lorong	belakang	1
luas_belakangan	luas	belakangan	1
macam_latarbelakang	macam	latarbelakang	1
main_dibelakang	main	dibelakang	1
maju-terbelakang_peradabannya	maju-terbelakang	peradabannya	1
malah_terbelakang	malah	terbelakang	1
malam_belakangan	malam	belakangan	1
manuver_dibelakang	manuver	dibelakang	1
massa_belakangan	massa	belakangan	1
masuk_belakang	masuk	belakang	1
masuk_belakangan	masuk	belakangan	1
matrilineal_dilatarbelakangi	matrilineal	dilatarbelakangi	1
maya_belakangan	maya	belakangan	1
me-reka_belakangan	me-reka	belakangan	1
melatar_belakanginya	melatar	belakanginya	1
melatarbelakangi_apa	melatarbelakangi	apa	1
melatarbelakangi_diluncurkannya	melatarbelakangi	diluncurkannya	1
melatarbelakangi_dirinya	melatarbelakangi	dirinya	1
melatarbelakangi_gerai	melatarbelakangi	gerai	1
melatarbelakangi_ini	melatarbelakangi	ini	1
melatarbelakangi_itu	melatarbelakangi	itu	1
melatarbelakangi_kehidupan	melatarbelakangi	kehidupan	1
melatarbelakangi_kejadian	melatarbelakangi	kejadian	1
melatarbelakangi_keluarnya	melatarbelakangi	keluarnya	1
melatarbelakangi_kepentingan-nya	melatarbelakangi	kepentingan-nya	1
melatarbelakangi_kongkritnya	melatarbelakangi	kongkritnya	1
melatarbelakangi_mengapa	melatarbelakangi	mengapa	1
melatarbelakangi_naiknya	melatarbelakangi	naiknya	1
melatarbelakangi_para	melatarbelakangi	para	1
melatarbelakangi_pembuatan	melatarbelakangi	pembuatan	1
melatarbelakangi_pengembangan	melatarbelakangi	pengembangan	1
melatarbelakangi_pertemuan	melatarbelakangi	pertemuan	1
melatarbelakangi_seorang	melatarbelakangi	seorang	1
melatarbelakangi_sikapnya	melatarbelakangi	sikapnya	1
melatarbelakanginya_mengingat	melatarbelakanginya	mengingat	1
melatarbelakanginya_tukas	melatarbelakanginya	tukas	1
mele-wati_belakang	mele-wati	belakang	1
melesat_belakangan	melesat	belakangan	1
melewati_belakang	melewati	belakang	1
melihat_belakangan	melihat	belakangan	1
memanas_belakangan	memanas	belakangan	1
memasukan_belakangan	memasukan	belakangan	1
membelakangi_dia	membelakangi	dia	1
membelakangi_dinding	membelakangi	dinding	1
membelakangi_gawang	membelakangi	gawang	1
membelakangi_janganlah	membelakangi	janganlah	1
membelakangi_kehidupan	membelakangi	kehidupan	1
membelakangi_matahari	membelakangi	matahari	1
membelakangi_monumen	membelakangi	monumen	1
membelakangi_panggung	membelakangi	panggung	1
membelakangi_rel	membelakangi	rel	1
membelakangi_tebing	membelakangi	tebing	1
memijat_belakangnya	memijat	belakangnya	1
memiliki_latarbelakang	memiliki	latarbelakang	1
memilukan_belakangan	memilukan	belakangan	1
memperhatikan_belakang	memperhatikan	belakang	1
menanjak_belakangan	menanjak	belakangan	1
menarik_belakangan	menarik	belakangan	1
menariknya_belakangan	menariknya	belakangan	1
mene-puk_belakangnya	mene-puk	belakangnya	1
menembus_belakang	menembus	belakang	1
meng-ungkapkan_belakangan	meng-ungkapkan	belakangan	1
mengakui_belakangan	mengakui	belakangan	1
mengapa_belakangan	mengapa	belakangan	1
mengemuka_belakangan	mengemuka	belakangan	1
mengenai_latarbelakang	mengenai	latarbelakang	1
menghantam_belakang	menghantam	belakang	1
menghindari_keterbelakangan	menghindari	keterbelakangan	1
menguntit_dibelakangnya	menguntit	dibelakangnya	1
menjadi_terkebelakang	menjadi	terkebelakang	1
menoleh_kebelakang	menoleh	kebelakang	1
menuju_belakang	menuju	belakang	1
menurutnya_belakangan	menurutnya	belakangan	1
menyangkut_latarbelakang	menyangkut	latarbelakang	1
menyatakan_belakangan	menyatakan	belakangan	1
menyayangkan_belakangan	menyayangkan	belakangan	1
menyesal_belakangan	menyesal	belakangan	1
merasa_belakangan	merasa	belakangan	1
merasakan_keterbelakangan	merasakan	keterbelakangan	1
mereka_belakangan	mereka	belakangan	1
mes-ki_belakangan	mes-ki	belakangan	1
meskipun_belakangan	meskipun	belakangan	1
misalnya_belakangan	misalnya	belakangan	1
miskin_terbelakang	miskin	terbelakang	1
muda_belakang	muda	belakang	1
mun-cul_belakangan	mun-cul	belakangan	1
muncul_dilatarbelakangi	muncul	dilatarbelakangi	1
mundur_kebelakang	mundur	kebelakang	1
mungkin_belakang	mungkin	belakang	1
mungkin_belakangan	mungkin	belakangan	1
mungkin_melatarbelakangi	mungkin	melatarbelakangi	1
murni_dilatarbelakangi	murni	dilatarbelakangi	1
na-mun_belakangan	na-mun	belakangan	1
naik_belakangan	naik	belakangan	1
nama_belakangnya	nama	belakangnya	1
napas_belakangan	napas	belakangan	1
negara_belakangan	negara	belakangan	1
negara_terbelakang	negara	terbelakang	1
nilai-nilai_dibelakangnya	nilai-nilai	dibelakangnya	1
nomor_belakang	nomor	belakang	1
offroad_dilatarbelakangi	offroad	dilatarbelakangi	1
orang-orang_dibelakangnya	orang-orang	dibelakangnya	1
organik_dilatarbelakangi	organik	dilatarbelakangi	1
otak_dibelakang	otak	dibelakang	1
pada_belakangan	pada	belakangan	1
panel_belakang	panel	belakang	1
panen_dilatarbelakangi	panen	dilatarbelakangi	1
panggung_belakang	panggung	belakang	1
pantat_belakang	pantat	belakang	1
parah_belakangan	parah	belakangan	1
parah_dibelakang	parah	dibelakang	1
parkir_belakang	parkir	belakang	1
parkiran_belakang	parkiran	belakang	1
partisi_belakang	partisi	belakang	1
pasti_belakangan	pasti	belakangan	1
pe-main_belakangnya	pe-main	belakangnya	1
pedesaan_belakangan	pedesaan	belakangan	1
pegu-nungan_belakang	pegu-nungan	belakang	1
pejabat_belakangan	pejabat	belakangan	1
pelajar_belakangan	pelajar	belakangan	1
pelaku_belakangan	pelaku	belakangan	1
pelataran_belakang	pelataran	belakang	1
pembacokan_dilatarbelakangi	pembacokan	dilatarbelakangi	1
pembalap_dibelakangnya	pembalap	dibelakangnya	1
pembangunan_belakangan	pembangunan	belakangan	1
pembayaran_belakangan	pembayaran	belakangan	1
pembuktian_belakangan	pembuktian	belakangan	1
pembunuhannya_dilatarbelakangi	pembunuhannya	dilatarbelakangi	1
pemeriksaan_belakangan	pemeriksaan	belakangan	1
pemeriksaan_latar-belakang	pemeriksaan	latar-belakang	1
penampakan_belakang	penampakan	belakang	1
penduduk_belakangan	penduduk	belakangan	1
pengecer_belakangan	pengecer	belakangan	1
pengereman_belakang	pengereman	belakang	1
penggerak_belakang	penggerak	belakang	1
penggunaan_depan-belakang	penggunaan	depan-belakang	1
penghujan_belakangan	penghujan	belakangan	1
penutup_belakang	penutup	belakang	1
penyebabnya_belakangan	penyebabnya	belakangan	1
per_belakangnya	per	belakangnya	1
perempuan_belakangan	perempuan	belakangan	1
perkembangan_belakangan	perkembangan	belakangan	1
perlengkapan_belakang	perlengkapan	belakang	1
permasalahan_belakangan	permasalahan	belakangan	1
pers_belakangan	pers	belakangan	1
persis_membelakangi	persis	membelakangi	1
persoalan_dibelakang	persoalan	dibelakang	1
petani_belakangan	petani	belakangan	1
pin-tu_belakang	pin-tu	belakang	1
ping-gang_belakang	ping-gang	belakang	1
pinggang_belakang	pinggang	belakang	1
pinggul_belakang	pinggul	belakang	1
po-hon_belakangan	po-hon	belakangan	1
po-lisi_belakangan	po-lisi	belakangan	1
pojok_belakang	pojok	belakang	1
politik_dibelakang	politik	dibelakang	1
popular_belakangan	popular	belakangan	1
poros_belakang	poros	belakang	1
posisi_membelakangi	posisi	membelakangi	1
presiden_belakangan	presiden	belakangan	1
pria_berlatarbelakang	pria	berlatarbelakang	1
property_belakangan	property	belakangan	1
propinsi_dilatarbelakangi	propinsi	dilatarbelakangi	1
protes_dilatarbelakangi	protes	dilatarbelakangi	1
pun_latarbelakangnya	pun	latarbelakangnya	1
pung-gung_belakang	pung-gung	belakang	1
radikalisme_belakangan	radikalisme	belakangan	1
rakyat_dibelakang	rakyat	dibelakang	1
razia_belakang	razia	belakang	1
rekam_belakangan	rekam	belakangan	1
remaja_belakangan	remaja	belakangan	1
rendah_terkebelakang	rendah	terkebelakang	1
rica_belakangan	rica	belakangan	1
roda_belakangnya	roda	belakangnya	1
rumah_belakang	rumah	belakang	1
rusuk_belakang	rusuk	belakang	1
sadar_belakangan	sadar	belakangan	1
saja_belakangan	saja	belakangan	1
sakit_belakang	sakit	belakang	1
saling_belakang-membelakangi	saling	belakang-membelakangi	1
sama_dilatarbelakangi	sama	dilatarbelakangi	1
sampai_belakang	sampai	belakang	1
sampe_belakang	sampe	belakang	1
sampul_belakangnya	sampul	belakangnya	1
sangat_terbelakang	sangat	terbelakang	1
sangat_terkebelakang	sangat	terkebelakang	1
santer_belakangan	santer	belakangan	1
satunya_dilatarbelakangi	satunya	dilatarbelakangi	1
sebab_keterbelakangan	sebab	keterbelakangan	1
sejak_belakangan	sejak	belakangan	1
sek-tor_belakang	sek-tor	belakang	1
sekitar_belakang	sekitar	belakang	1
sekolah_terkebelakang	sekolah	terkebelakang	1
sektor_belakangnya	sektor	belakangnya	1
selain_berlatarbelakang	selain	berlatarbelakang	1
selain_dilatarbelakangi	selain	dilatarbelakangi	1
selatan_dibelakang	selatan	dibelakang	1
semak-semak_belakang	semak-semak	belakang	1
sementara_belakang	sementara	belakang	1
semi-final_belakangan	semi-final	belakangan	1
seminggu_belakangan	seminggu	belakangan	1
sepekan_belakang	sepekan	belakang	1
seraya_membelakangi	seraya	membelakangi	1
serta_belakang	serta	belakang	1
setelah_belakangan	setelah	belakangan	1
siapa_belakangan	siapa	belakangan	1
siapa-siapa_dibelakang	siapa-siapa	dibelakang	1
signifikan_belakangan	signifikan	belakangan	1
sirip_belakang	sirip	belakang	1
situasi_belakangan	situasi	belakangan	1
sorot_belakangan	sorot	belakangan	1
sorotan_belakangan	sorotan	belakangan	1
sosial-politik_belakangan	sosial-politik	belakangan	1
spatbor_belakang	spatbor	belakang	1
sudah_membelakangi	sudah	membelakangi	1
sudut_belakang	sudut	belakang	1
sumur_belakang	sumur	belakang	1
surat_belakangan	surat	belakangan	1
survei_belakangan	survei	belakangan	1
tadi_belakangan	tadi	belakangan	1
tahu_latarbelakang	tahu	latarbelakang	1
tali_belakangnya	tali	belakangnya	1
taman_belakang	taman	belakang	1
tambahnya_dilatarbelakangi	tambahnya	dilatarbelakangi	1
tampak_belakang	tampak	belakang	1
tanah_belakang	tanah	belakang	1
tangan_belakangan	tangan	belakangan	1
tapi_berlatarbelakang	tapi	berlatarbelakang	1
tepatnya_belakang	tepatnya	belakang	1
ter-belakang_serta	ter-belakang	serta	1
ter-kebelakang_dari	ter-kebelakang	dari	1
ter-kebelakang_di	ter-kebelakang	di	1
ter-kebelakang_khususnya	ter-kebelakang	khususnya	1
ter-lihat_belakangan	ter-lihat	belakangan	1
ter-sebut_belakangan	ter-sebut	belakangan	1
terbelakang_dalam	terbelakang	dalam	1
terbelakang_dari	terbelakang	dari	1
terbelakang_diperkirakan	terbelakang	diperkirakan	1
terbelakang_karena	terbelakang	karena	1
terbelakang_katanya	terbelakang	katanya	1
terbelakang_menuju	terbelakang	menuju	1
terbelakang_serta	terbelakang	serta	1
terbelakang_untuk	terbelakang	untuk	1
terbentuk_belakangan	terbentuk	belakangan	1
terdengar_belakangan	terdengar	belakangan	1
terguncang_belakangan	terguncang	belakangan	1
terigu_belakangan	terigu	belakangan	1
terjadi_belakang-an	terjadi	belakang-an	1
terjadi_keterbelakangan	terjadi	keterbelakangan	1
terjaga_belakangan	terjaga	belakangan	1
terkebelakang_adalah	terkebelakang	adalah	1
terkebelakang_dengan	terkebelakang	dengan	1
terkebelakang_di	terkebelakang	di	1
terkebelakang_tidak	terkebelakang	tidak	1
terluar_terbelakang	terluar	terbelakang	1
ternyata_belakangan	ternyata	belakangan	1
terorisme_belakangan	terorisme	belakangan	1
terpakai_belakangnya	terpakai	belakangnya	1
tersebut_dilatar-belakangi	tersebut	dilatar-belakangi	1
tertentu_belakangan	tertentu	belakangan	1
tertinggal_dibelakang	tertinggal	dibelakang	1
thayib_belakangan	thayib	belakangan	1
tidak_berlatarbelakang	tidak	berlatarbelakang	1
tidak_di-latarbelakangi	tidak	di-latarbelakangi	1
tidak_mem-belakangi	tidak	mem-belakangi	1
tiket_belakang	tiket	belakang	1
tim_belakang	tim	belakang	1
tim-bul_belakangan	tim-bul	belakangan	1
timnya_belakangan	timnya	belakangan	1
track_belakang	track	belakang	1
tromol_belakang	tromol	belakang	1
tubuh_belakang	tubuh	belakang	1
tumpul_dilatarbelakangi	tumpul	dilatarbelakangi	1
turun_belakangan	turun	belakangan	1
umumnya_terbelakang	umumnya	terbelakang	1
umumnya_terkebelakang	umumnya	terkebelakang	1
up_belakangan	up	belakangan	1
urusi_belakangan	urusi	belakangan	1
wajahnya_belakangan	wajahnya	belakangan	1
wakilnya_belakangan	wakilnya	belakangan	1
waktu-waktu_belakangan	waktu-waktu	belakangan	1
warga_membelakangi	warga	membelakangi	1
wila-yah_belakang	wila-yah	belakang	1
wila-yahnya_belakangan	wila-yahnya	belakangan	1
wilayah_belakang	wilayah	belakang	1
wilayah_membelakangi	wilayah	membelakangi	1
wilayah_terbelakang	wilayah	terbelakang	1
wiper_belakang	wiper	belakang	1
yakni_belakang	yakni	belakang	1
yang_belakang	yang	belakang	1
yang_bertolak-belakang	yang	bertolak-belakang	1
yang_latarbelakangi	yang	latarbelakangi	1
