ngram	w1	w2	w3	n
khawatir_di_zaman	khawatir	di	zaman	1
khususnya_zaman_sekarang	khususnya	zaman	sekarang	1
kini_di_zaman	kini	di	zaman	1
kini_zaman_semakin	kini	zaman	semakin	1
kisah_pada_zaman	kisah	pada	zaman	1
kisah_zaman_perang	kisah	zaman	perang	1
kiswah_pada_zaman	kiswah	pada	zaman	1
kita_di_zaman	kita	di	zaman	1
kita_keting-galan_zaman	kita	keting-galan	zaman	1
klasik_sejak_zaman	klasik	sejak	zaman	1
komik_menyebutnya_zaman	komik	menyebutnya	zaman	1
komikus_zaman_keemasan	komikus	zaman	keemasan	1
koran-koran_di_zaman	koran-koran	di	zaman	1
kritis_pada_zaman	kritis	pada	zaman	1
kuningan_sejak_zaman	kuningan	sejak	zaman	1
kuno_pe-ninggalan_zaman	kuno	pe-ninggalan	zaman	1
lagi_di_zaman	lagi	di	zaman	1
lagi_seperti_zaman	lagi	seperti	zaman	1
lagu_dangdut_zaman	lagu	dangdut	zaman	1
lahir_di_zaman	lahir	di	zaman	1
lain_zaman_turun-temurun	lain	zaman	turun-temurun	1
lainnya_pada_zaman	lainnya	pada	zaman	1
laju_peradaban_zaman	laju	peradaban	zaman	1
lambat_kemajuan_zaman	lambat	kemajuan	zaman	1
layaknya_muda-mudi_zaman	layaknya	muda-mudi	zaman	1
legislatif_di_zaman	legislatif	di	zaman	1
lekang_dimakan_zaman	lekang	dimakan	zaman	1
lekang_termakan_zaman	lekang	termakan	zaman	1
lingkungan_dan_zaman	lingkungan	dan	zaman	1
lokalisasi_sejak_zaman	lokalisasi	sejak	zaman	1
lompat_ke_zaman	lompat	ke	zaman	1
mah_dari_zaman	mah	dari	zaman	1
mahasiswa_di_zaman	mahasiswa	di	zaman	1
maksimal_di_zaman	maksimal	di	zaman	1
mampu_memahami_zaman	mampu	memahami	zaman	1
manusia_di_zaman	manusia	di	zaman	1
manusia_raksasa_zaman	manusia	raksasa	zaman	1
manusia_sejak_zaman	manusia	sejak	zaman	1
manusia_sepanjang_zaman	manusia	sepanjang	zaman	1
manusia_zaman_kini	manusia	zaman	kini	1
masalah_seperti_zaman	masalah	seperti	zaman	1
masehi_zaman_perunggu	masehi	zaman	perunggu	1
masih_di_zaman	masih	di	zaman	1
masih_pada_zaman	masih	pada	zaman	1
masyarakat_di_zaman	masyarakat	di	zaman	1
masyarakat_pada_zaman	masyarakat	pada	zaman	1
masyarakat_zaman_sekarang	masyarakat	zaman	sekarang	1
mau_tergilas_zaman	mau	tergilas	zaman	1
maupun_zaman_yang	maupun	zaman	yang	1
me-nyikapi_perkembangan_zaman	me-nyikapi	perkembangan	zaman	1
me-rebak_di_zaman	me-rebak	di	zaman	1
medali_zaman_dulu	medali	zaman	dulu	1
melakukan_kampanye_zaman	melakukan	kampanye	zaman	1
melawan_perubahan_zaman	melawan	perubahan	zaman	1
melegenda_sejak_zaman	melegenda	sejak	zaman	1
melewati_ujian_zaman	melewati	ujian	zaman	1
melihat_foto-foto_zaman	melihat	foto-foto	zaman	1
melihat_perkembangan_zaman	melihat	perkembangan	zaman	1
memahami_di_zaman	memahami	di	zaman	1
memahami_zaman_baru	memahami	zaman	baru	1
memancing_sejak_zaman	memancing	sejak	zaman	1
memang_zaman_korup	memang	zaman	korup	1
membaik_sejak_zaman	membaik	sejak	zaman	1
membangkitkan_budaya_zaman	membangkitkan	budaya	zaman	1
membayangkan_dugem_zaman	membayangkan	dugem	zaman	1
memberi_fatwa_zaman	memberi	fatwa	zaman	1
membinasakan_di_zaman	membinasakan	di	zaman	1
meminjam_istilah_zaman	meminjam	istilah	zaman	1
memunculkan_fantasi_zaman	memunculkan	fantasi	zaman	1
menandai_perubahan_zaman	menandai	perubahan	zaman	1
mencatat_pada_zaman	mencatat	pada	zaman	1
mencatat_se-jak_zaman	mencatat	se-jak	zaman	1
mencatat_sejak_zaman	mencatat	sejak	zaman	1
menduga_pada_zaman	menduga	pada	zaman	1
mengabadikan_fenomena_zaman	mengabadikan	fenomena	zaman	1
mengajak_pemuda_zaman	mengajak	pemuda	zaman	1
mengalami_zaman_keemasan	mengalami	zaman	keemasan	1
mengatakan_meski_zaman	mengatakan	meski	zaman	1
mengatakan_pada_zaman	mengatakan	pada	zaman	1
mengatakan_perkembangan_zaman	mengatakan	perkembangan	zaman	1
mengenai_akhir_zaman	mengenai	akhir	zaman	1
mengenai_peninggalan_zaman	mengenai	peninggalan	zaman	1
menggebu-gebu_pada_zaman	menggebu-gebu	pada	zaman	1
menghadapi_perkembangan_zaman	menghadapi	perkembangan	zaman	1
menghadapi_perubahan_zaman	menghadapi	perubahan	zaman	1
menghadapi_tantangan_zaman	menghadapi	tantangan	zaman	1
mengikuti_geliat_zaman	mengikuti	geliat	zaman	1
mengikuti_kemauan_zaman	mengikuti	kemauan	zaman	1
mengikuti_perekembangan_zaman	mengikuti	perekembangan	zaman	1
mengikuti_zaman_membuat	mengikuti	zaman	membuat	1
mengikuti_zaman_ujar	mengikuti	zaman	ujar	1
mengikuti_zaman_yang	mengikuti	zaman	yang	1
mengingat_gempuran_zaman	mengingat	gempuran	zaman	1
mengingat_zaman_perjuangan	mengingat	zaman	perjuangan	1
mengingat_zaman_sekarang	mengingat	zaman	sekarang	1
mengingatkan_di_zaman	mengingatkan	di	zaman	1
mengingatkan_semenjak_zaman	mengingatkan	semenjak	zaman	1
menguasai_tuntutan_zaman	menguasai	tuntutan	zaman	1
mengungkap_kisah_zaman	mengungkap	kisah	zaman	1
mengungkapkan_zaman_modern	mengungkapkan	zaman	modern	1
menilai_di_zaman	menilai	di	zaman	1
menilai_kemajuan_zaman	menilai	kemajuan	zaman	1
meninggal_pada_zaman	meninggal	pada	zaman	1
menjawab_kebutuhan_zaman	menjawab	kebutuhan	zaman	1
menjawab_penyakit-penyakit_zaman	menjawab	penyakit-penyakit	zaman	1
menjelaskan_pada_zaman	menjelaskan	pada	zaman	1
menjelaskan_zaman_sekarang	menjelaskan	zaman	sekarang	1
menolak_perkembangan_zaman	menolak	perkembangan	zaman	1
menolak_zaman_ke-bodohan	menolak	zaman	ke-bodohan	1
menteri_di_zaman	menteri	di	zaman	1
menteri_keuangan_zaman	menteri	keuangan	zaman	1
menunjukkan_pada_zaman	menunjukkan	pada	zaman	1
menurun_sejak_zaman	menurun	sejak	zaman	1
menyatakan_kemajuan_zaman	menyatakan	kemajuan	zaman	1
menyatakan_zaman_orde	menyatakan	zaman	orde	1
menyebutkan_pada_zaman	menyebutkan	pada	zaman	1
menyebutnya_zaman_generasi	menyebutnya	zaman	generasi	1
merah_berarsitektur_zaman	merah	berarsitektur	zaman	1
merasa_ditinggalkan_zaman	merasa	ditinggalkan	zaman	1
mereka_bukan_zaman	mereka	bukan	zaman	1
mereka_sejak_zaman	mereka	sejak	zaman	1
merupa-kan_peninggalan_zaman	merupa-kan	peninggalan	zaman	1
merupakan_peninggalan_zaman	merupakan	peninggalan	zaman	1
merupakan_permulaan_zaman	merupakan	permulaan	zaman	1
merupakan_tuntutan_zaman	merupakan	tuntutan	zaman	1
meski_zaman_terus	meski	zaman	terus	1
miliar_sejak_zaman	miliar	sejak	zaman	1
mobil-mobil_zaman_dulu	mobil-mobil	zaman	dulu	1
model_khas_zaman	model	khas	zaman	1
motif-motif_khas_zaman	motif-motif	khas	zaman	1
muda-mudi_zaman_sekarang	muda-mudi	zaman	sekarang	1
mulai_zaman_kerajaan	mulai	zaman	kerajaan	1
muncul_sejak_zaman	muncul	sejak	zaman	1
mungkin_zaman_sekarang	mungkin	zaman	sekarang	1
murah_macam_zaman	murah	macam	zaman	1
nabi-nabi_zaman_sekarang	nabi-nabi	zaman	sekarang	1
naskah_kuno_zaman	naskah	kuno	zaman	1
ne-gara_pemerintah_zaman	ne-gara	pemerintah	zaman	1
nilai-nilai_zaman_ke-lahiran	nilai-nilai	zaman	ke-lahiran	1
nostalgia_di_zaman	nostalgia	di	zaman	1
novel_sejarah_zaman	novel	sejarah	zaman	1
nusantara_sebagai_zaman	nusantara	sebagai	zaman	1
oleh_perubahan_zaman	oleh	perubahan	zaman	1
oleh_zaman_adalah	oleh	zaman	adalah	1
oleh_zaman_kepemimpinan	oleh	zaman	kepemimpinan	1
oleh_zaman_ucapnya	oleh	zaman	ucapnya	1
orang_desa_zaman	orang	desa	zaman	1
orang_di_zaman	orang	di	zaman	1
orang_modern_zaman	orang	modern	zaman	1
orang_pada_zaman	orang	pada	zaman	1
orang_penting_zaman	orang	penting	zaman	1
orang_tua_zaman	orang	tua	zaman	1
orang_zaman_dulu	orang	zaman	dulu	1
orang-orang_dari_zaman	orang-orang	dari	zaman	1
pada_dinamika_zaman	pada	dinamika	zaman	1
pada_setiap_zaman	pada	setiap	zaman	1
pada_zaman_baheula	pada	zaman	baheula	1
pada_zaman_batu	pada	zaman	batu	1
pada_zaman_di	pada	zaman	di	1
pada_zaman_dia	pada	zaman	dia	1
pada_zaman_jahiliyah	pada	zaman	jahiliyah	1
pada_zaman_keemasan	pada	zaman	keemasan	1
pada_zaman_kegembiraan	pada	zaman	kegembiraan	1
pada_zaman_kemerdekaan	pada	zaman	kemerdekaan	1
pada_zaman_kerajaan	pada	zaman	kerajaan	1
pada_zaman_kolonial	pada	zaman	kolonial	1
pada_zaman_kuda	pada	zaman	kuda	1
pada_zaman_media	pada	zaman	media	1
pada_zaman_mesolitik	pada	zaman	mesolitik	1
pada_zaman_modern	pada	zaman	modern	1
pada_zaman_pe-merintahan	pada	zaman	pe-merintahan	1
pada_zaman_pemerintahannya	pada	zaman	pemerintahannya	1
pada_zaman_penjajahan	pada	zaman	penjajahan	1
pada_zaman_peradaban	pada	zaman	peradaban	1
pada_zaman_prasejarah	pada	zaman	prasejarah	1
pada_zaman_reformasi	pada	zaman	reformasi	1
pada_zaman_sahabat	pada	zaman	sahabat	1
pada_zaman_sebelum	pada	zaman	sebelum	1
pada_zaman_serba	pada	zaman	serba	1
padi_zaman_dahulu	padi	zaman	dahulu	1
pameran_benda-benda_zaman	pameran	benda-benda	zaman	1
panggilan_zaman_itu	panggilan	zaman	itu	1
panjang_dari_zaman	panjang	dari	zaman	1
panjang_sejak_zaman	panjang	sejak	zaman	1
para_pejuang_zaman	para	pejuang	zaman	1
para_perompak_zaman	para	perompak	zaman	1
paradigma_pendidikan_zaman	paradigma	pendidikan	zaman	1
paradigma_zaman_membawa	paradigma	zaman	membawa	1
pejuang_zaman_dahulu	pejuang	zaman	dahulu	1
pejuang-pejuang_zaman_dulu	pejuang-pejuang	zaman	dulu	1
pelacuran_di_zaman	pelacuran	di	zaman	1
peledak_peninggalan_zaman	peledak	peninggalan	zaman	1
pelelangan_benda-benda_zaman	pelelangan	benda-benda	zaman	1
pemberitaan_di_zaman	pemberitaan	di	zaman	1
peme-rintahan_di_zaman	peme-rintahan	di	zaman	1
pemerintah_zaman_dulu	pemerintah	zaman	dulu	1
pemerintahan_di_zaman	pemerintahan	di	zaman	1
pemuda_pada_zaman	pemuda	pada	zaman	1
pemuda_zaman_dahulu	pemuda	zaman	dahulu	1
pemuda_zaman_dulu	pemuda	zaman	dulu	1
pendidikan_zaman_dulu	pendidikan	zaman	dulu	1
pendiri_sebelum_zaman	pendiri	sebelum	zaman	1
peninggalan_zaman_penjajahan	peninggalan	zaman	penjajahan	1
peninggalan_zaman_prasejarah	peninggalan	zaman	prasejarah	1
peninggalan_zaman_purba	peninggalan	zaman	purba	1
penting_ada_zaman	penting	ada	zaman	1
penting_zaman_dulu	penting	zaman	dulu	1
penumbuk_padi_zaman	penumbuk	padi	zaman	1
penyair_di_zaman	penyair	di	zaman	1
penyakit_zaman_tersebut	penyakit	zaman	tersebut	1
penyakit-penyakit_zaman_saat	penyakit-penyakit	zaman	saat	1
peperangan_zaman_dulu	peperangan	zaman	dulu	1
peradaban_zaman_yang	peradaban	zaman	yang	1
peraih_medali_zaman	peraih	medali	zaman	1
perang_akhir_zaman	perang	akhir	zaman	1
percaya_di_zaman	percaya	di	zaman	1
pergantian_zaman_kini	pergantian	zaman	kini	1
pergerakan_hingga_zaman	pergerakan	hingga	zaman	1
pergerakan_zaman_yang	pergerakan	zaman	yang	1
perjuangan_zaman_purba	perjuangan	zaman	purba	1
perkemba-ngan_zaman_itu	perkemba-ngan	zaman	itu	1
perkembangan_zaman_batu	perkembangan	zaman	batu	1
perkembangan_zaman_dalam	perkembangan	zaman	dalam	1
perkembangan_zaman_dari	perkembangan	zaman	dari	1
perkembangan_zaman_dengan	perkembangan	zaman	dengan	1
perkembangan_zaman_distribusi	perkembangan	zaman	distribusi	1
perkembangan_zaman_gamelan	perkembangan	zaman	gamelan	1
perkembangan_zaman_geliat	perkembangan	zaman	geliat	1
perkembangan_zaman_justru	perkembangan	zaman	justru	1
perkembangan_zaman_kami	perkembangan	zaman	kami	1
perkembangan_zaman_kata	perkembangan	zaman	kata	1
perkembangan_zaman_katanya	perkembangan	zaman	katanya	1
perkembangan_zaman_kebutuhan	perkembangan	zaman	kebutuhan	1
perkembangan_zaman_kesenian	perkembangan	zaman	kesenian	1
perkembangan_zaman_menu-ju	perkembangan	zaman	menu-ju	1
perkembangan_zaman_menuntut	perkembangan	zaman	menuntut	1
perkembangan_zaman_mereka	perkembangan	zaman	mereka	1
perkembangan_zaman_merupakan	perkembangan	zaman	merupakan	1
perkembangan_zaman_misalnya	perkembangan	zaman	misalnya	1
perkembangan_zaman_model	perkembangan	zaman	model	1
perkembangan_zaman_mulai	perkembangan	zaman	mulai	1
perkembangan_zaman_namun	perkembangan	zaman	namun	1
perkembangan_zaman_produk	perkembangan	zaman	produk	1
perkembangan_zaman_ragam	perkembangan	zaman	ragam	1
perkembangan_zaman_semakin	perkembangan	zaman	semakin	1
perkembangan_zaman_serta	perkembangan	zaman	serta	1
perkembangan_zaman_tari	perkembangan	zaman	tari	1
perkembangan_zaman_tarifnya	perkembangan	zaman	tarifnya	1
perkembangan_zaman_terutama	perkembangan	zaman	terutama	1
perkembangan_zaman_tetap	perkembangan	zaman	tetap	1
perkembangan_zaman_tetapi	perkembangan	zaman	tetapi	1
perkembangan_zaman_ujarnya	perkembangan	zaman	ujarnya	1
perkembangan_zaman_upacara	perkembangan	zaman	upacara	1
perlawanan_di_zaman	perlawanan	di	zaman	1
permulaan_zaman_baru	permulaan	zaman	baru	1
pernah_mengalami_zaman	pernah	mengalami	zaman	1
perompak_zaman_dulu	perompak	zaman	dulu	1
persembunyian_pejuang-pejuang_zaman	persembunyian	pejuang-pejuang	zaman	1
pertama_komikus_zaman	pertama	komikus	zaman	1
pertama_pada_zaman	pertama	pada	zaman	1
perubahan_zaman_apalagi	perubahan	zaman	apalagi	1
perubahan_zaman_bahkan	perubahan	zaman	bahkan	1
perubahan_zaman_bangsa	perubahan	zaman	bangsa	1
perubahan_zaman_di	perubahan	zaman	di	1
perubahan_zaman_ini	perubahan	zaman	ini	1
perubahan_zaman_kariernya	perubahan	zaman	kariernya	1
perubahan_zaman_sekarang	perubahan	zaman	sekarang	1
perubahan_zaman_semoga	perubahan	zaman	semoga	1
perubahan_zaman_tidak	perubahan	zaman	tidak	1
perunggu_zaman_batu	perunggu	zaman	batu	1
perusahaan_dari_zaman	perusahaan	dari	zaman	1
pesantren_pada_zaman	pesantren	pada	zaman	1
peta_entah_zaman	peta	entah	zaman	1
petrus_pada_zaman	petrus	pada	zaman	1
plesetan_pada_zaman	plesetan	pada	zaman	1
plesetan_zaman_dulu	plesetan	zaman	dulu	1
politik_dari_zaman	politik	dari	zaman	1
politik_maupun_zaman	politik	maupun	zaman	1
ponsel_zaman_dulu	ponsel	zaman	dulu	1
populer_di_zaman	populer	di	zaman	1
pria_pada_zaman	pria	pada	zaman	1
produk_dari_zaman	produk	dari	zaman	1
produktif_di_zaman	produktif	di	zaman	1
proses_zaman_yang	proses	zaman	yang	1
pula_di_zaman	pula	di	zaman	1
pula_ini_zaman	pula	ini	zaman	1
punah_oleh_zaman	punah	oleh	zaman	1
punah_tergerus_zaman	punah	tergerus	zaman	1
raih_kembali_zaman	raih	kembali	zaman	1
raja_pada_zaman	raja	pada	zaman	1
raksasa_warisan_zaman	raksasa	warisan	zaman	1
raksasa_zaman_da-hulu	raksasa	zaman	da-hulu	1
rasul_akhir_zaman	rasul	akhir	zaman	1
realita_sejak_zaman	realita	sejak	zaman	1
realitas_kehidupan_zaman	realitas	kehidupan	zaman	1
rezeki_order_zaman	rezeki	order	zaman	1
riwayat_zaman_baru	riwayat	zaman	baru	1
roti_zaman_dulu	roti	zaman	dulu	1
rumah_zaman_dulu	rumah	zaman	dulu	1
saat_zaman_orde	saat	zaman	orde	1
sampai_di_zaman	sampai	di	zaman	1
sampai_ditenggelamkan_zaman	sampai	ditenggelamkan	zaman	1
sampai_kepada_zaman	sampai	kepada	zaman	1
satu_zaman_dengan	satu	zaman	dengan	1
saya_zaman_nari-nari	saya	zaman	nari-nari	1
se-bagai_hewan_zaman	se-bagai	hewan	zaman	1
se-jak_zaman_nenek	se-jak	zaman	nenek	1
se-jak_zaman_pergerakan	se-jak	zaman	pergerakan	1
sebabnya_sejak_zaman	sebabnya	sejak	zaman	1
sebagai_zaman_klasik	sebagai	zaman	klasik	1
sebagus_zaman_dulu	sebagus	zaman	dulu	1
sebelum_akhir_zaman	sebelum	akhir	zaman	1
sebelum_kemerdekaan_zaman	sebelum	kemerdekaan	zaman	1
sebelum_masehi_zaman	sebelum	masehi	zaman	1
sebelum_zaman_datangnya	sebelum	zaman	datangnya	1
sebelum_zaman_menjadi	sebelum	zaman	menjadi	1
sebelum_zaman_penjajahan	sebelum	zaman	penjajahan	1
segala_zaman_dengan	segala	zaman	dengan	1
seingatnya_sebelum_zaman	seingatnya	sebelum	zaman	1
seiring_bergesernya_zaman	seiring	bergesernya	zaman	1
seiring_panggilan_zaman	seiring	panggilan	zaman	1
seiring_tuntutan_zaman	seiring	tuntutan	zaman	1
sejak_saya_zaman	sejak	saya	zaman	1
sejak_sebelum_zaman	sejak	sebelum	zaman	1
sejak_zaman_bandar	sejak	zaman	bandar	1
sejak_zaman_dulukala	sejak	zaman	dulukala	1
sejak_zaman_era	sejak	zaman	era	1
sejak_zaman_kemerdekaan	sejak	zaman	kemerdekaan	1
sejak_zaman_kepemimpinan	sejak	zaman	kepemimpinan	1
sejak_zaman_leluhur	sejak	zaman	leluhur	1
sejak_zaman_majapahit	sejak	zaman	majapahit	1
sejak_zaman_pemerintahan	sejak	zaman	pemerintahan	1
sejak_zaman_perjuangan	sejak	zaman	perjuangan	1
sejak_zaman_presiden	sejak	zaman	presiden	1
sejak_zaman_sebelum	sejak	zaman	sebelum	1
sejak_zaman_tahun	sejak	zaman	tahun	1
sejarah_perkembangan_zaman	sejarah	perkembangan	zaman	1
sejarah_zaman_dulu	sejarah	zaman	dulu	1
sekalipun_zaman_sudah	sekalipun	zaman	sudah	1
sekarang_memang_zaman	sekarang	memang	zaman	1
sekolah_zaman_sekarang	sekolah	zaman	sekarang	1
selain_pada_zaman	selain	pada	zaman	1
semangat_zaman_niscaya	semangat	zaman	niscaya	1
semangat_zaman_perupa	semangat	zaman	perupa	1
semenjak_datangnya_zaman	semenjak	datangnya	zaman	1
semenjak_zaman_penjajahan	semenjak	zaman	penjajahan	1
sementara_zaman_sudah	sementara	zaman	sudah	1
semua_penyakit_zaman	semua	penyakit	zaman	1
semua_zaman_kapolda	semua	zaman	kapolda	1
sentral_di_zaman	sentral	di	zaman	1
sepanjang_zaman_hidup	sepanjang	zaman	hidup	1
seperti_di_zaman	seperti	di	zaman	1
seperti_tanda_zaman	seperti	tanda	zaman	1
seperti_zaman_orde	seperti	zaman	orde	1
seperti_zaman_sekolah	seperti	zaman	sekolah	1
seragam_zaman_dulu	seragam	zaman	dulu	1
serambi_rumah_zaman	serambi	rumah	zaman	1
seraya_menyatakan_zaman	seraya	menyatakan	zaman	1
sering_cerita_zaman	sering	cerita	zaman	1
serta_kecenderungan_zaman	serta	kecenderungan	zaman	1
sesuai_kemajuan_zaman	sesuai	kemajuan	zaman	1
sesuai_tema_zaman	sesuai	tema	zaman	1
sesuai_tuntutan_zaman	sesuai	tuntutan	zaman	1
sesuai_zaman_dan	sesuai	zaman	dan	1
setelah_zaman_pasca-Orba	setelah	zaman	pasca-Orba	1
setelahnya_dari_zaman	setelahnya	dari	zaman	1
setiap_zaman_harus	setiap	zaman	harus	1
setiap_zaman_selalu	setiap	zaman	selalu	1
siasat_tetapi_zaman	siasat	tetapi	zaman	1
sistem_ordansi_zaman	sistem	ordansi	zaman	1
situasi_pada_zaman	situasi	pada	zaman	1
su-dah_melewati_zaman	su-dah	melewati	zaman	1
su-dah_sejak_zaman	su-dah	sejak	zaman	1
sudah_tertinggal_zaman	sudah	tertinggal	zaman	1
sudah_zaman_dahulu	sudah	zaman	dahulu	1
sulit_zaman_saya	sulit	zaman	saya	1
tahun_bukan_zaman	tahun	bukan	zaman	1
tahun_di_zaman	tahun	di	zaman	1
tanah_pada_zaman	tanah	pada	zaman	1
tanaman_sejak_zaman	tanaman	sejak	zaman	1
tancap_film_zaman	tancap	film	zaman	1
tanda_zaman_baru	tanda	zaman	baru	1
tanda-tanda_perubahan_zaman	tanda-tanda	perubahan	zaman	1
tangan_itu_zaman	tangan	itu	zaman	1
tantangan_kemajuan_zaman	tantangan	kemajuan	zaman	1
tantangan_perubahan_zaman	tantangan	perubahan	zaman	1
tantangan_zaman_kata	tantangan	zaman	kata	1
tantangan_zaman_katanya	tantangan	zaman	katanya	1
tantangan_zaman_semakin	tantangan	zaman	semakin	1
tantangan_zaman_yang	tantangan	zaman	yang	1
tapi_semangat_zaman	tapi	semangat	zaman	1
tapi_zaman_nggak	tapi	zaman	nggak	1
tari_pada_zaman	tari	pada	zaman	1
teknologi_di_zaman	teknologi	di	zaman	1
tema_zaman_saat	tema	zaman	saat	1
teman_dari_zaman	teman	dari	zaman	1
temurun_sejak_zaman	temurun	sejak	zaman	1
tengah_kemajuan_zaman	tengah	kemajuan	zaman	1
tengah_perkembangan_zaman	tengah	perkembangan	zaman	1
tengah_zaman_yang	tengah	zaman	yang	1
tentang_akhir_zaman	tentang	akhir	zaman	1
tentang_zaman_edan	tentang	zaman	edan	1
tenun_pada_zaman	tenun	pada	zaman	1
tepatnya_pada_zaman	tepatnya	pada	zaman	1
terancam_perkembangan_zaman	terancam	perkembangan	zaman	1
terbaik_sejak_zaman	terbaik	sejak	zaman	1
terbesar_di_zaman	terbesar	di	zaman	1
terdahulu_di_zaman	terdahulu	di	zaman	1
terelakkan_di_zaman	terelakkan	di	zaman	1
tergerus_oleh_zaman	tergerus	oleh	zaman	1
tergerus_zaman_kini	tergerus	zaman	kini	1
terhadap_perkembangan_zaman	terhadap	perkembangan	zaman	1
terhadap_perubahan_zaman	terhadap	perubahan	zaman	1
terhadap_zaman_yang	terhadap	zaman	yang	1
terinspirasi_dari_zaman	terinspirasi	dari	zaman	1
terjadi_perkembangan_zaman	terjadi	perkembangan	zaman	1
terkait_perkembangan_zaman	terkait	perkembangan	zaman	1
terkemuka_pada_zaman	terkemuka	pada	zaman	1
terkenal_sejak_zaman	terkenal	sejak	zaman	1
terkubur_oleh_zaman	terkubur	oleh	zaman	1
terlama_di_zaman	terlama	di	zaman	1
termakan_perubahan_zaman	termakan	perubahan	zaman	1
termakan_zaman_apapun	termakan	zaman	apapun	1
termakan_zaman_dan	termakan	zaman	dan	1
termasuk_pada_zaman	termasuk	pada	zaman	1
terpelihara_sejak_zaman	terpelihara	sejak	zaman	1
tersendiri_di_zaman	tersendiri	di	zaman	1
tertelan_huru-hara_zaman	tertelan	huru-hara	zaman	1
tertinggal_zaman_jika	tertinggal	zaman	jika	1
terus_hingga_zaman	terus	hingga	zaman	1
terutama_pada_zaman	terutama	pada	zaman	1
tetapi_tuntutan_zaman	tetapi	tuntutan	zaman	1
tetapi_zaman_akan	tetapi	zaman	akan	1
tidak_ketinggalan_zaman	tidak	ketinggalan	zaman	1
tidak_mengikuti_zaman	tidak	mengikuti	zaman	1
tidak_pada_zaman	tidak	pada	zaman	1
tidak_sebagus_zaman	tidak	sebagus	zaman	1
tidak_tergerus_zaman	tidak	tergerus	zaman	1
tidak_termakan_zaman	tidak	termakan	zaman	1
tokoh_bangsa_zaman	tokoh	bangsa	zaman	1
tontonan_bocah_zaman	tontonan	bocah	zaman	1
tradisional_atau_zaman	tradisional	atau	zaman	1
tua_peninggalan_zaman	tua	peninggalan	zaman	1
tua_sementara_zaman	tua	sementara	zaman	1
tua_zaman_dahulu	tua	zaman	dahulu	1
tumbuh_sampai_zaman	tumbuh	sampai	zaman	1
tuntutan_kemajuan_zaman	tuntutan	kemajuan	zaman	1
tuntutan_zaman_baik	tuntutan	zaman	baik	1
tuntutan_zaman_dengan	tuntutan	zaman	dengan	1
tuntutan_zaman_modern	tuntutan	zaman	modern	1
tuntutan_zaman_tuturnya	tuntutan	zaman	tuturnya	1
tuntutan_zaman_yang	tuntutan	zaman	yang	1
tuntutan_ziarah_zaman	tuntutan	ziarah	zaman	1
tuntutan-tuntutan_zaman_yang	tuntutan-tuntutan	zaman	yang	1
uang_di_zaman	uang	di	zaman	1
uang_ker-tas_zaman	uang	ker-tas	zaman	1
uang_zaman_dulu	uang	zaman	dulu	1
uang_zaman_sekarang	uang	zaman	sekarang	1
ulama_di_zaman	ulama	di	zaman	1
ulama_sejak_zaman	ulama	sejak	zaman	1
ulama_zaman_sekarang	ulama	zaman	sekarang	1
untuk_mengikuti_zaman	untuk	mengikuti	zaman	1
untuk_perempuan_zaman	untuk	perempuan	zaman	1
usang_dimakan_zaman	usang	dimakan	zaman	1
waktu_masih_zaman	waktu	masih	zaman	1
waktu_zaman_kampanye	waktu	zaman	kampanye	1
waktu_zaman_orde	waktu	zaman	orde	1
warisan_zaman_prasejarah	warisan	zaman	prasejarah	1
wartawan_pada_zaman	wartawan	pada	zaman	1
wartawan_zaman_orde	wartawan	zaman	orde	1
ya_zaman_sekarang	ya	zaman	sekarang	1
yang_dalam_zaman	yang	dalam	zaman	1
yang_dilakukan_zaman	yang	dilakukan	zaman	1
yang_diterapkan_zaman	yang	diterapkan	zaman	1
yang_ketinggalan_zaman	yang	ketinggalan	zaman	1
yang_mengikuti_zaman	yang	mengikuti	zaman	1
yang_mengingatkan_zaman	yang	mengingatkan	zaman	1
zaman_2000-an_lalu	zaman	2000-an	lalu	1
zaman_adalah_kedamaian	zaman	adalah	kedamaian	1
zaman_adalah_kulot	zaman	adalah	kulot	1
zaman_akan_selalu	zaman	akan	selalu	1
zaman_apa_lokasi	zaman	apa	lokasi	1
zaman_apalagi_di	zaman	apalagi	di	1
zaman_apapun_trennya	zaman	apapun	trennya	1
zaman_ashra_tussa'ah	zaman	ashra	tussa'ah	1
zaman_awal_kemerdekaan	zaman	awal	kemerdekaan	1
zaman_baheula_selalu	zaman	baheula	selalu	1
zaman_baheula_ujar	zaman	baheula	ujar	1
zaman_bahkan_telah	zaman	bahkan	telah	1
zaman_baik_di	zaman	baik	di	1
zaman_bandar_itu	zaman	bandar	itu	1
zaman_baru_itu	zaman	baru	itu	1
zaman_baru_te-gasnya	zaman	baru	te-gasnya	1
zaman_baru_yang	zaman	baru	yang	1
zaman_batu_ini	zaman	batu	ini	1
zaman_batu_mulia	zaman	batu	mulia	1
zaman_batu_tersebut	zaman	batu	tersebut	1
zaman_batu_untuk	zaman	batu	untuk	1
zaman_batu_zaman	zaman	batu	zaman	1
zaman_begitu_menurut	zaman	begitu	menurut	1
zaman_belum_mengenal	zaman	belum	mengenal	1
zaman_berjuang_dia	zaman	berjuang	dia	1
zaman_canggih_yang	zaman	canggih	yang	1
zaman_dahulu_alun-alun	zaman	dahulu	alun-alun	1
zaman_dahulu_bangsa	zaman	dahulu	bangsa	1
