ngram	w1	w2	w3	n
zaman_dahulu_dan	zaman	dahulu	dan	1
zaman_dahulu_hiduplah	zaman	dahulu	hiduplah	1
zaman_dahulu_jadi	zaman	dahulu	jadi	1
zaman_dahulu_kala	zaman	dahulu	kala	1
zaman_dahulu_keris	zaman	dahulu	keris	1
zaman_dahulu_kita	zaman	dahulu	kita	1
zaman_dahulu_maka	zaman	dahulu	maka	1
zaman_dahulu_masih	zaman	dahulu	masih	1
zaman_dahulu_masyarakat	zaman	dahulu	masyarakat	1
zaman_dahulu_mengonsumsi	zaman	dahulu	mengonsumsi	1
zaman_dahulu_menjadi	zaman	dahulu	menjadi	1
zaman_dahulu_mesin	zaman	dahulu	mesin	1
zaman_dahulu_nenek	zaman	dahulu	nenek	1
zaman_dahulu_pasti	zaman	dahulu	pasti	1
zaman_dahulu_punden	zaman	dahulu	punden	1
zaman_dahulu_sampai	zaman	dahulu	sampai	1
zaman_dahulu_sebelum	zaman	dahulu	sebelum	1
zaman_dahulu_semasa	zaman	dahulu	semasa	1
zaman_dahulu_seperti	zaman	dahulu	seperti	1
zaman_dahulu_siger	zaman	dahulu	siger	1
zaman_dahulu_sudah	zaman	dahulu	sudah	1
zaman_dahulu_tabib	zaman	dahulu	tabib	1
zaman_dahulu_telah	zaman	dahulu	telah	1
zaman_dalam_pengasuhan	zaman	dalam	pengasuhan	1
zaman_dan_gaya	zaman	dan	gaya	1
zaman_dan_juga	zaman	dan	juga	1
zaman_dan_kebijakan	zaman	dan	kebijakan	1
zaman_dan_kebutuhan	zaman	dan	kebutuhan	1
zaman_dan_mampu	zaman	dan	mampu	1
zaman_dan_membuat	zaman	dan	membuat	1
zaman_dan_mengaku	zaman	dan	mengaku	1
zaman_dan_modernisasi	zaman	dan	modernisasi	1
zaman_dan_munculnya	zaman	dan	munculnya	1
zaman_dan_pengaruh	zaman	dan	pengaruh	1
zaman_dan_peradaban	zaman	dan	peradaban	1
zaman_dan_perubahan-perubahan	zaman	dan	perubahan-perubahan	1
zaman_dan_pesan	zaman	dan	pesan	1
zaman_dan_realitas	zaman	dan	realitas	1
zaman_dan_semua	zaman	dan	semua	1
zaman_dan_tingginya	zaman	dan	tingginya	1
zaman_dan_tuntutan	zaman	dan	tuntutan	1
zaman_dari_kecenderungan	zaman	dari	kecenderungan	1
zaman_datangnya_penjajah	zaman	datangnya	penjajah	1
zaman_dengan_berbagai	zaman	dengan	berbagai	1
zaman_dengan_membangun	zaman	dengan	membangun	1
zaman_dengan_memperluas	zaman	dengan	memperluas	1
zaman_dengan_ribuan	zaman	dengan	ribuan	1
zaman_di_antaranya	zaman	di	antaranya	1
zaman_di_kala	zaman	di	kala	1
zaman_di_mana	zaman	di	mana	1
zaman_di_selitar	zaman	di	selitar	1
zaman_dia_dulu	zaman	dia	dulu	1
zaman_digital_sekarang	zaman	digital	sekarang	1
zaman_digital_zaman	zaman	digital	zaman	1
zaman_distribusi_buku	zaman	distribusi	buku	1
zaman_disulap_menjadi	zaman	disulap	menjadi	1
zaman_doeloe_sama	zaman	doeloe	sama	1
zaman_dulu_adalah	zaman	dulu	adalah	1
zaman_dulu_banyak	zaman	dulu	banyak	1
zaman_dulu_benar	zaman	dulu	benar	1
zaman_dulu_beru-pa	zaman	dulu	beru-pa	1
zaman_dulu_diduga	zaman	dulu	diduga	1
zaman_dulu_fokus	zaman	dulu	fokus	1
zaman_dulu_guyon	zaman	dulu	guyon	1
zaman_dulu_hotel-hotel	zaman	dulu	hotel-hotel	1
zaman_dulu_hukum	zaman	dulu	hukum	1
zaman_dulu_imbuh	zaman	dulu	imbuh	1
zaman_dulu_karena	zaman	dulu	karena	1
zaman_dulu_kartupos	zaman	dulu	kartupos	1
zaman_dulu_kebanjiran	zaman	dulu	kebanjiran	1
zaman_dulu_keris	zaman	dulu	keris	1
zaman_dulu_kita	zaman	dulu	kita	1
zaman_dulu_kulit	zaman	dulu	kulit	1
zaman_dulu_manusia	zaman	dulu	manusia	1
zaman_dulu_mobil-mobil	zaman	dulu	mobil-mobil	1
zaman_dulu_mungkin	zaman	dulu	mungkin	1
zaman_dulu_sangat	zaman	dulu	sangat	1
zaman_dulu_sehingga	zaman	dulu	sehingga	1
zaman_dulu_tak	zaman	dulu	tak	1
zaman_dulu_telah	zaman	dulu	telah	1
zaman_dulu_tulisnya	zaman	dulu	tulisnya	1
zaman_dulu_ujar	zaman	dulu	ujar	1
zaman_dulu_waktu	zaman	dulu	waktu	1
zaman_dulu_warga	zaman	dulu	warga	1
zaman_dulu_ya	zaman	dulu	ya	1
zaman_edan_dipopulerkan	zaman	edan	dipopulerkan	1
zaman_edan_mungkin	zaman	edan	mungkin	1
zaman_era_perang	zaman	era	perang	1
zaman_gamelan_akan	zaman	gamelan	akan	1
zaman_geliat_usaha	zaman	geliat	usaha	1
zaman_generasi_pertama	zaman	generasi	pertama	1
zaman_globalisasi_dan	zaman	globalisasi	dan	1
zaman_harus_mengembangkan	zaman	harus	mengembangkan	1
zaman_hidup_dalam	zaman	hidup	dalam	1
zaman_ini_adalah	zaman	ini	adalah	1
zaman_ini_akan	zaman	ini	akan	1
zaman_ini_barangkali	zaman	ini	barangkali	1
zaman_ini_dengan	zaman	ini	dengan	1
zaman_ini_masih	zaman	ini	masih	1
zaman_ini_memiliki	zaman	ini	memiliki	1
zaman_ini_siapa	zaman	ini	siapa	1
zaman_ini_teks-teks	zaman	ini	teks-teks	1
zaman_ini_yang	zaman	ini	yang	1
zaman_itu_abad	zaman	itu	abad	1
zaman_itu_belum	zaman	itu	belum	1
zaman_itu_biasanya	zaman	itu	biasanya	1
zaman_itu_di	zaman	itu	di	1
zaman_itu_disesuaikan	zaman	itu	disesuaikan	1
zaman_itu_jelas	zaman	itu	jelas	1
zaman_itu_juga	zaman	itu	juga	1
zaman_itu_koloni	zaman	itu	koloni	1
zaman_itu_memang	zaman	itu	memang	1
zaman_itu_pula	zaman	itu	pula	1
zaman_itu_sendiri	zaman	itu	sendiri	1
zaman_itu_sudah	zaman	itu	sudah	1
zaman_itu_sulit	zaman	itu	sulit	1
zaman_itu_tempat	zaman	itu	tempat	1
zaman_itu_terpesona	zaman	itu	terpesona	1
zaman_itu_uang	zaman	itu	uang	1
zaman_itu_warga	zaman	itu	warga	1
zaman_itu_yang	zaman	itu	yang	1
zaman_jadi_banyak	zaman	jadi	banyak	1
zaman_jahiliyah_beliau	zaman	jahiliyah	beliau	1
zaman_jahiliyah_harapnya	zaman	jahiliyah	harapnya	1
zaman_jahiliyah_orang-orang	zaman	jahiliyah	orang-orang	1
zaman_jamu_bisa	zaman	jamu	bisa	1
zaman_jika_memang	zaman	jika	memang	1
zaman_juga_berkontribusi	zaman	juga	berkontribusi	1
zaman_justru_akan	zaman	justru	akan	1
zaman_kaligrafi_itu	zaman	kaligrafi	itu	1
zaman_kami_bank	zaman	kami	bank	1
zaman_kampanye_pemilu	zaman	kampanye	pemilu	1
zaman_kapolda_lama	zaman	kapolda	lama	1
zaman_karena_kepemimpinan	zaman	karena	kepemimpinan	1
zaman_kariernya_akan	zaman	kariernya	akan	1
zaman_ke-bodohan_tapi	zaman	ke-bodohan	tapi	1
zaman_ke-lahiran_nabi	zaman	ke-lahiran	nabi	1
zaman_kebebasan_informasi	zaman	kebebasan	informasi	1
zaman_kebutuhan_akan	zaman	kebutuhan	akan	1
zaman_keemasan_komik	zaman	keemasan	komik	1
zaman_keemasan_musikal	zaman	keemasan	musikal	1
zaman_keemasan_sastra	zaman	keemasan	sastra	1
zaman_keemasan_teknologi	zaman	keemasan	teknologi	1
zaman_kegelapan_alam	zaman	kegelapan	alam	1
zaman_kegembiraan_kemerdekaan	zaman	kegembiraan	kemerdekaan	1
zaman_kekhalifahan_masih	zaman	kekhalifahan	masih	1
zaman_keluarga-keluarga_baru	zaman	keluarga-keluarga	baru	1
zaman_kemapanan_atau	zaman	kemapanan	atau	1
zaman_kerajaan_hingga	zaman	kerajaan	hingga	1
zaman_kerajaan_pasar	zaman	kerajaan	pasar	1
zaman_kerajaan_seperti	zaman	kerajaan	seperti	1
zaman_keramik_zaman	zaman	keramik	zaman	1
zaman_kertas_dan	zaman	kertas	dan	1
zaman_kesenian_yang	zaman	kesenian	yang	1
zaman_kesetaraan_seperti	zaman	kesetaraan	seperti	1
zaman_ketika_buruh	zaman	ketika	buruh	1
zaman_ketika_homeschooling	zaman	ketika	homeschooling	1
zaman_ketika_penduduk	zaman	ketika	penduduk	1
zaman_ketika_pribumi	zaman	ketika	pribumi	1
zaman_ketika_satu	zaman	ketika	satu	1
zaman_ketika_teknologi	zaman	ketika	teknologi	1
zaman_khususnya_menyiapkan	zaman	khususnya	menyiapkan	1
zaman_kini_adalah	zaman	kini	adalah	1
zaman_kini_mulai	zaman	kini	mulai	1
zaman_kini_sudah	zaman	kini	sudah	1
zaman_kini_tari	zaman	kini	tari	1
zaman_kita_telah	zaman	kita	telah	1
zaman_kita_ungkap	zaman	kita	ungkap	1
zaman_kiwari_bukan	zaman	kiwari	bukan	1
zaman_klasik_pra-Islam	zaman	klasik	pra-Islam	1
zaman_kolonial_di	zaman	kolonial	di	1
zaman_kolonial_jamaah	zaman	kolonial	jamaah	1
zaman_kolonial_kaum	zaman	kolonial	kaum	1
zaman_kolonial_sudah	zaman	kolonial	sudah	1
zaman_komputer_plis	zaman	komputer	plis	1
zaman_kuda_gigi	zaman	kuda	gigi	1
zaman_kuno_itu	zaman	kuno	itu	1
zaman_kuno_kata	zaman	kuno	kata	1
zaman_lagi_kita	zaman	lagi	kita	1
zaman_lagi_persaingan	zaman	lagi	persaingan	1
zaman_ma-ka_langkah	zaman	ma-ka	langkah	1
zaman_majapahit_sampai	zaman	majapahit	sampai	1
zaman_maju_seperti	zaman	maju	seperti	1
zaman_manusia_sudah	zaman	manusia	sudah	1
zaman_materialisme_yang	zaman	materialisme	yang	1
zaman_materialistis_segala	zaman	materialistis	segala	1
zaman_media_elektronik	zaman	media	elektronik	1
zaman_melek_teknologi	zaman	melek	teknologi	1
zaman_memang_berbeda	zaman	memang	berbeda	1
zaman_memang_bisa	zaman	memang	bisa	1
zaman_memang_memicu	zaman	memang	memicu	1
zaman_membawa_tren	zaman	membawa	tren	1
zaman_membuat_istri	zaman	membuat	istri	1
zaman_menjadi_terlalu	zaman	menjadi	terlalu	1
zaman_menu-ju_daerah	zaman	menu-ju	daerah	1
zaman_menuntut_perempuan	zaman	menuntut	perempuan	1
zaman_mereka_bukan	zaman	mereka	bukan	1
zaman_mereka_dengan	zaman	mereka	dengan	1
zaman_merupakan_suatu	zaman	merupakan	suatu	1
zaman_mesolitik_yang	zaman	mesolitik	yang	1
zaman_misalnya_pakai	zaman	misalnya	pakai	1
zaman_model_sepatu	zaman	model	sepatu	1
zaman_modern_atas	zaman	modern	atas	1
zaman_modern_bentuk	zaman	modern	bentuk	1
zaman_modern_harus	zaman	modern	harus	1
zaman_modern_karena	zaman	modern	karena	1
zaman_modern_kata	zaman	modern	kata	1
zaman_modern_meskipun	zaman	modern	meskipun	1
zaman_modern_saat	zaman	modern	saat	1
zaman_modern_sekarang	zaman	modern	sekarang	1
zaman_mulai_dilakukan	zaman	mulai	dilakukan	1
zaman_namanya_masih	zaman	namanya	masih	1
zaman_namun_konsistensi	zaman	namun	konsistensi	1
zaman_nari-nari_di	zaman	nari-nari	di	1
zaman_nggak_bisa	zaman	nggak	bisa	1
zaman_niscaya_berbeda-beda	zaman	niscaya	berbeda-beda	1
zaman_normal_harga	zaman	normal	harga	1
zaman_orang_tua	zaman	orang	tua	1
zaman_order_baru	zaman	order	baru	1
zaman_otonomisasi_ini	zaman	otonomisasi	ini	1
zaman_otoriter_dulu	zaman	otoriter	dulu	1
zaman_para_rasul	zaman	para	rasul	1
zaman_para_ulama	zaman	para	ulama	1
zaman_pasca-Orba_contohnya	zaman	pasca-Orba	contohnya	1
zaman_pemerintahan_sebelumnya	zaman	pemerintahan	sebelumnya	1
zaman_pemerintahannya_seperti	zaman	pemerintahannya	seperti	1
zaman_pencerahan_dan	zaman	pencerahan	dan	1
zaman_penja-jahan_dulu	zaman	penja-jahan	dulu	1
zaman_penjajahan_hingga	zaman	penjajahan	hingga	1
zaman_per-janjian_baru	zaman	per-janjian	baru	1
zaman_perang_juga	zaman	perang	juga	1
zaman_perang_suku	zaman	perang	suku	1
zaman_perang_wilayah	zaman	perang	wilayah	1
zaman_pergerakan_hingga	zaman	pergerakan	hingga	1
zaman_pergerakan_kemer-dekaan	zaman	pergerakan	kemer-dekaan	1
zaman_perikanan_masih	zaman	perikanan	masih	1
zaman_perjuangan_mempertahankan	zaman	perjuangan	mempertahankan	1
zaman_perjuangan_yang	zaman	perjuangan	yang	1
zaman_perunggu_zaman	zaman	perunggu	zaman	1
zaman_perupa_kontemporer	zaman	perupa	kontemporer	1
zaman_postmodern_pemimpin	zaman	postmodern	pemimpin	1
zaman_prasejarah_di	zaman	prasejarah	di	1
zaman_prasejarah_perkakas-perkakas	zaman	prasejarah	perkakas-perkakas	1
zaman_prasejarah_purba	zaman	prasejarah	purba	1
zaman_prasejarah_yang	zaman	prasejarah	yang	1
zaman_presiden_pertama	zaman	presiden	pertama	1
zaman_produk_ini	zaman	produk	ini	1
zaman_produk-produk_hukum	zaman	produk-produk	hukum	1
zaman_progresif_pen-capaian	zaman	progresif	pen-capaian	1
zaman_purba_dan	zaman	purba	dan	1
zaman_purba_ini	zaman	purba	ini	1
zaman_purba_pendidikan	zaman	purba	pendidikan	1
zaman_ragam_wadah	zaman	ragam	wadah	1
zaman_raja-raja_barangkali	zaman	raja-raja	barangkali	1
zaman_raja-raja_di	zaman	raja-raja	di	1
zaman_raja-raja_terukir	zaman	raja-raja	terukir	1
zaman_reformasi_ini	zaman	reformasi	ini	1
zaman_reformasi_sebutan	zaman	reformasi	sebutan	1
zaman_reformasi_seka-rang	zaman	reformasi	seka-rang	1
zaman_riuhnya_reformasi	zaman	riuhnya	reformasi	1
zaman_saat_itu	zaman	saat	itu	1
zaman_sahabat_diantaranya	zaman	sahabat	diantaranya	1
zaman_saya_dulu	zaman	saya	dulu	1
zaman_saya_hanya	zaman	saya	hanya	1
zaman_saya_ini	zaman	saya	ini	1
zaman_saya_sudah	zaman	saya	sudah	1
zaman_saya_telah	zaman	saya	telah	1
zaman_se-karang_ini	zaman	se-karang	ini	1
zaman_se-karang_juga	zaman	se-karang	juga	1
zaman_sebagai_akibat	zaman	sebagai	akibat	1
zaman_sebelum_kemerdekaan	zaman	sebelum	kemerdekaan	1
zaman_seka-rang_ini	zaman	seka-rang	ini	1
zaman_sekarang_aku	zaman	sekarang	aku	1
zaman_sekarang_apalagi	zaman	sekarang	apalagi	1
zaman_sekarang_banyak	zaman	sekarang	banyak	1
zaman_sekarang_berbeda	zaman	sekarang	berbeda	1
zaman_sekarang_dakwah	zaman	sekarang	dakwah	1
zaman_sekarang_dibuat	zaman	sekarang	dibuat	1
zaman_sekarang_jangan	zaman	sekarang	jangan	1
zaman_sekarang_juga	zaman	sekarang	juga	1
zaman_sekarang_karena	zaman	sekarang	karena	1
zaman_sekarang_kerap	zaman	sekarang	kerap	1
zaman_sekarang_kurang	zaman	sekarang	kurang	1
zaman_sekarang_lebih	zaman	sekarang	lebih	1
zaman_sekarang_makin	zaman	sekarang	makin	1
zaman_sekarang_menghadapi	zaman	sekarang	menghadapi	1
zaman_sekarang_panah	zaman	sekarang	panah	1
zaman_sekarang_rasanya	zaman	sekarang	rasanya	1
zaman_sekarang_sedang	zaman	sekarang	sedang	1
zaman_sekarang_sering	zaman	sekarang	sering	1
zaman_sekarang_susah	zaman	sekarang	susah	1
zaman_sekarang_tanya	zaman	sekarang	tanya	1
zaman_sekarang_tidak	zaman	sekarang	tidak	1
zaman_sekarang_ujar	zaman	sekarang	ujar	1
zaman_sekarang_untuk	zaman	sekarang	untuk	1
zaman_sekolah_bergabung	zaman	sekolah	bergabung	1
zaman_sekolah_dulu	zaman	sekolah	dulu	1
zaman_sekolah_jika	zaman	sekolah	jika	1
zaman_selalu_ada	zaman	selalu	ada	1
zaman_semakin_berkembang	zaman	semakin	berkembang	1
zaman_semakin_kompleks	zaman	semakin	kompleks	1
zaman_semakin_mode-ren	zaman	semakin	mode-ren	1
zaman_semakin_modern	zaman	semakin	modern	1
zaman_semoga_adek-adek	zaman	semoga	adek-adek	1
zaman_seperti_saat	zaman	seperti	saat	1
zaman_serba_bersaing	zaman	serba	bersaing	1
zaman_serba_canggih	zaman	serba	canggih	1
zaman_serta_mampu	zaman	serta	mampu	1
zaman_sosial_media	zaman	sosial	media	1
zaman_sudah_modern	zaman	sudah	modern	1
zaman_tahun_sebelum	zaman	tahun	sebelum	1
zaman_tak_bisa	zaman	tak	bisa	1
zaman_tak_terlewatkan	zaman	tak	terlewatkan	1
zaman_tantangan_yang	zaman	tantangan	yang	1
zaman_tarifnya_pun	zaman	tarifnya	pun	1
zaman_teknik-teknik_pencetakan	zaman	teknik-teknik	pencetakan	1
zaman_telah_berubah	zaman	telah	berubah	1
zaman_terbiasa_minim	zaman	terbiasa	minim	1
zaman_terjadinya_pengerahan	zaman	terjadinya	pengerahan	1
zaman_tersebut_bisa	zaman	tersebut	bisa	1
zaman_tersebut_memperjuangkan	zaman	tersebut	memperjuangkan	1
zaman_tersebut_para	zaman	tersebut	para	1
zaman_tersebut_yang	zaman	tersebut	yang	1
zaman_terus_berkembang	zaman	terus	berkembang	1
zaman_terus_terjadi	zaman	terus	terjadi	1
zaman_terutama_di	zaman	terutama	di	1
zaman_tetap_memiliki	zaman	tetap	memiliki	1
zaman_tetapi_perilaku	zaman	tetapi	perilaku	1
zaman_tidak_bisa	zaman	tidak	bisa	1
zaman_turun-temurun_dari	zaman	turun-temurun	dari	1
zaman_upacara_tradisi	zaman	upacara	tradisi	1
zaman_virtual_kian	zaman	virtual	kian	1
zaman_yang_akan	zaman	yang	akan	1
zaman_yang_amat	zaman	yang	amat	1
zaman_yang_beda	zaman	yang	beda	1
zaman_yang_belum	zaman	yang	belum	1
zaman_yang_berubah	zaman	yang	berubah	1
zaman_yang_dimenangi	zaman	yang	dimenangi	1
zaman_yang_ia	zaman	yang	ia	1
zaman_yang_kemudian	zaman	yang	kemudian	1
zaman_yang_makin	zaman	yang	makin	1
zaman_yang_melesat	zaman	yang	melesat	1
zaman_yang_memang	zaman	yang	memang	1
zaman_yang_menawarkan	zaman	yang	menawarkan	1
zaman_yang_meng-goda	zaman	yang	meng-goda	1
zaman_yang_menggoda	zaman	yang	menggoda	1
zaman_yang_modern	zaman	yang	modern	1
zaman_yang_muncul	zaman	yang	muncul	1
zaman_yang_penuh	zaman	yang	penuh	1
zaman_yang_serbaterbolak-balik	zaman	yang	serbaterbolak-balik	1
zaman_yang_tak	zaman	yang	tak	1
zaman_yang_telah	zaman	yang	telah	1
zaman_yang_terus	zaman	yang	terus	1
